"","gene","symbol","Description","Entrez"
"37","AT3G25700","AT3G25700","Eukaryotic aspartyl protease family protein(AT3G25700)",822158
"38","AT4G07960","CSLC12","Cellulose-synthase-like C12(CSLC12)",826301
"39","AT3G25790","AT3G25790","myb-like transcription factor family protein(AT3G25790)",822170
"40","AT4G13390","AT4G13390","Proline-rich extensin-like family protein(EXT12)",826970
"41","AT5G05500","AT5G05500","Pollen Ole e 1 allergen and extensin family protein(MOP10)",830433
"42","AT4G10370","AT4G10370","Cysteine/Histidine-rich C1 domain family protein(AT4G10370)",826629
"43","AT2G47540","AT2G47540","Pollen Ole e 1 allergen and extensin family protein(AT2G47540)",819367
"44","AT3G28550","AT3G28550","Proline-rich extensin-like family protein(AT3G28550)",822485
"45","AT5G19790","RAP2-11","related to AP2 11(RAP2.11)",832099
"46","AT2G34910","AT2G34910","root hair specific protein(AT2G34910)",818056
"47","AT3G23470","AT3G23470","Cyclopropane-fatty-acyl-phospholipid synthase(AT3G23470)",821928
"48","AT2G16570","ASE1","GLN phosphoribosyl pyrophosphate amidotransferase 1(ASE1)",816156
"49","AT1G19900","AT1G19900","glyoxal oxidase-related protein(AT1G19900)",838578
"50","AT4G00680","ADF8","actin depolymerizing factor 8(ADF8)",828037
"51","AT1G01750","ADF10","actin depolymerizing factor 11(ADF11)",839281
"52","AT1G62980","EXPA18","expansin A18(EXPA18)",842601
"53","AT2G03720","MRH6","Adenine nucleotide alpha hydrolases-like superfamily protein(MRH6)",814899
"54","AT4G22666","AT4G22666","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT4G22666)",3770028
"55","AT2G43870","AT2G43870","Pectin lyase-like superfamily protein(AT2G43870)",818991
"56","AT3G17998","CPuORF30",NA,NA
"57","AT1G24280","G6PD3","glucose-6-phosphate dehydrogenase 3(G6PD3)",839044
"58","AT1G67750","AT1G67750","Pectate lyase family protein(AT1G67750)",843100
"59","AT5G03760","CSLA9","Nucleotide-diphospho-sugar transferases superfamily protein(ATCSLA09)",831734
"60","AT3G03250","UGP","UDP-GLUCOSE PYROPHOSPHORYLASE 1(UGP1)",821313
"61","AT5G66460","MAN7","Glycosyl hydrolase superfamily protein(MAN7)",836778
"62","AT1G35720","ANN1","annexin 1(ANNAT1)",840476
"63","AT3G13650","DIR7","Disease resistance-responsive (dirigent-like protein) family protein(AT3G13650)",820569
"64","AT4G13990","AT4G13990","Exostosin family protein(AT4G13990)",827035
"65","AT5G42590","CYP71A16","cytochrome P450, family 71, subfamily A, polypeptide 16(CYP71A16)",834266
"66","AT1G13430","STO9","sulfotransferase 4C(ST4C)",837903
"67","AT2G44940","ERF034","Integrase-type DNA-binding superfamily protein(AT2G44940)",819103
"68","AT1G76790","AT1G76790","O-methyltransferase family protein(IGMT5)",844013
"69","AT4G36360","BGAL3","beta-galactosidase 3(BGAL3)",829788
"70","AT4G00460","ROPGEF3","RHO guanyl-nucleotide exchange factor 3(ROPGEF3)",827967
"71","AT1G53500","RHM2","NAD-dependent epimerase/dehydratase family protein(MUM4)",841785
"72","AT3G19320","AT3G19320","Leucine-rich repeat (LRR) family protein(AT3G19320)",821466
"73","AT1G05620","URH2","uridine-ribohydrolase 2(URH2)",837068
"74","AT3G57010","SSL8","Calcium-dependent phosphotriesterase superfamily protein(AT3G57010)",824868
"75","AT5G65800","ACS5","ACC synthase 5(ACS5)",836709
"76","AT1G18420","ALMT3","aluminum activated malate transporter family protein(AT1G18420)",838423
"77","AT2G38940","PHT1-4","phosphate transporter 1;4(PHT1;4)",818479
"78","AT2G31390","AT2G31390","pfkB-like carbohydrate kinase family protein(AT2G31390)",817697
"79","AT3G02230","RGP1","reversibly glycosylated polypeptide 1(RGP1)",821233
"80","AT4G21780","AT4G21780","hypothetical protein(AT4G21780)",828266
"81","AT5G15650","RGP2","reversibly glycosylated polypeptide 2(RGP2)",831419
"82","AT3G62830","UXS2","NAD(P)-binding Rossmann-fold superfamily protein(AUD1)",825458
"83","AT1G41830","SKS6","SKU5-similar 6(SKS6)",840792
"84","AT5G65020","ANN2","annexin 2(ANNAT2)",836626
"85","AT5G44110","ABCI21","P-loop containing nucleoside triphosphate hydrolases superfamily protein(ABCI21)",834434
"86","AT5G54970","AT5G54970","hypothetical protein(AT5G54970)",835588
"87","AT5G43400","AT5G43400","plant/protein(AT5G43400)",834358
"88","AT4G29270","AT4G29270","HAD superfamily, subfamily IIIB acid phosphatase(AT4G29270)",829048
"89","AT5G42860","AT5G42860","late embryogenesis abundant protein, group 2(AT5G42860)",834297
"90","AT1G52660","AT1G52660","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT1G52660)",841698
"91","AT2G46860","PPA3","pyrophosphorylase 3(PPa3)",819299
"92","AT1G09780","PGM1","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent(iPGAM1)",837507
"93","AT4G13930","SHM4","serine hydroxymethyltransferase 4(SHM4)",827027
"94","AT4G18030","AT4G18030","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT4G18030)",827528
"95","AT5G15090","VDAC3","voltage dependent anion channel 3(VDAC3)",831361
"96","AT5G05270","CHI3","Chalcone-flavanone isomerase family protein(CHIL)",830409
"97","AT5G08640","FLS1","flavonol synthase 1(FLS1)",830765
"98","AT5G49080","AT5G49080","hypothetical protein(EXT11)",834967
"99","AT5G17920","MS1","Cobalamin-independent synthase family protein(ATMS1)",831660
"100","AT5G57540","XTH13","xyloglucan endotransglucosylase/hydrolase 13(XTH13)",835858
"101","AT1G48930","AtGH9C1","glycosyl hydrolase 9C1(GH9C1)",841315
"102","AT3G23300","AT3G23300","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT3G23300)",821910
"103","AT4G36700","AT4G36700","RmlC-like cupins superfamily protein(AT4G36700)",829823
"104","AT1G67100","LBD40","LOB domain-containing protein 40(LBD40)",843030
"105","AT5G06640","AT5G06640","Proline-rich extensin-like family protein(EXT10)",830552
"106","AT3G02650","AT3G02650","Tetratricopeptide repeat (TPR)-like superfamily protein(AT3G02650)",821285
"107","AT5G56030","HSP90-2","heat shock protein 81-2(HSP81-2)",835701
"108","AT3G08630","AT3G08630","alphavirus core family protein (DUF3411)(AT3G08630)",820010
"109","AT3G49720","AT3G49720","transmembrane protein(AT3G49720)",824134
"110","AT4G36680","AT4G36680","Tetratricopeptide repeat (TPR)-like superfamily protein(AT4G36680)",829821
"111","AT1G55360","AT1G55360","tRNA-splicing ligase (DUF239)(AT1G55360)",841982
"112","AT5G04150","BHLH101","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(BHLH101)",830293
"113","AT3G13560","AT3G13560","O-Glycosyl hydrolases family 17 protein(AT3G13560)",820558
"114","AT1G53240","mMDH1","Lactate/malate dehydrogenase family protein(mMDH1)",841757
"115","AT3G14870","AT3G14870","hypothetical protein (DUF641)(AT3G14870)",820716
"116","AT5G57530","XTH12","xyloglucan endotransglucosylase/hydrolase 12(XTH12)",835857
"117","AT2G18800","XTH21","xyloglucan endotransglucosylase/hydrolase 21(XTH21)",816395
"118","AT2G46660","CYP78A6","cytochrome P450, family 78, subfamily A, polypeptide 6(CYP78A6)",819278
"119","AT4G26320","AGP13","arabinogalactan protein 13(AGP13)",828738
"120","AT5G57260","CYP71B10","cytochrome P450, family 71, subfamily B, polypeptide 10(CYP71B10)",835831
"121","AT2G39980","AT2G39980","HXXXD-type acyl-transferase family protein(AT2G39980)",818586
"122","AT2G18570","UGT72D1","UDP-Glycosyltransferase superfamily protein(AT2G18570)",816372
"123","AT3G14880","AT3G14880","transcription factor-like protein(AT3G14880)",820717
"124","AT4G34588","CPuORF2",NA,NA
"125","AT4G39800","IPS1","myo-inositol-1-phosphate synthase 1(MIPS1)",830139
"126","AT3G46940","DUT","DUTP-PYROPHOSPHATASE-LIKE 1(DUT1)",823847
"127","AT5G23400","AT5G23400","Leucine-rich repeat (LRR) family protein(AT5G23400)",832405
"128","AT3G09820","ADK1","adenosine kinase 1(ADK1)",820140
"129","AT5G03300","ADK2","adenosine kinase 2(ADK2)",831882
"130","AT4G11010","NDPK3","nucleoside diphosphate kinase 3(NDPK3)",826702
"131","AT4G24780","AT4G24780","Pectin lyase-like superfamily protein(AT4G24780)",828580
"132","AT5G61030","RBG3","glycine-rich RNA-binding protein 3(GR-RBP3)",836224
"133","AT1G29980","AT1G29980","choice-of-anchor C domain protein, putative (Protein of unknown function, DUF642)(AT1G29980)",839877
"134","AT1G59970","AT1G59970","Matrixin family protein(AT1G59970)",842291
"135","AT1G79470","IMPDH","Aldolase-type TIM barrel family protein(AT1G79470)",844285
"136","AT2G45290","TKL-2","Transketolase(AT2G45290)",819137
"137","AT3G14940","PPC3","phosphoenolpyruvate carboxylase 3(PPC3)",820723
"138","AT5G66580","AT5G66580","hypothetical protein(AT5G66580)",836790
"139","AT1G04520","CRRSP3","plasmodesmata-located protein 2(PDLP2)",839502
"140","AT5G14580","PNP2","polyribonucleotide nucleotidyltransferase(AT5G14580)",831309
"141","AT4G34200","PGDH1","D-3-phosphoglycerate dehydrogenase(EDA9)",829568
"142","AT2G13820","AT2G13820","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(XYP2)",815865
"143","AT3G08580","AAC1","ADP/ATP carrier 1(AAC1)",820005
"144","AT1G20950","PFP-ALPHA1","Phosphofructokinase family protein(AT1G20950)",838689
"145","AT2G17630","PSAT2","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein(AT2G17630)",816270
"146","AT1G07410","RABA2B","RAB GTPase homolog A2B(RABA2b)",837253
"147","AT2G47360","AT2G47360","transmembrane protein(AT2G47360)",819349
"148","AT3G23175","AT3G23175","HR-like lesion-inducing protein-like protein(AT3G23175)",821895
"149","AT2G29440","GSTU6","glutathione S-transferase tau 6(GSTU6)",817493
"150","AT2G42660","AT2G42660","Homeodomain-like superfamily protein(AT2G42660)",818866
"151","AT2G25150","SCT","HXXXD-type acyl-transferase family protein(AT2G25150)",817053
"152","AT3G23090","AT3G23090","TPX2 (targeting protein for Xklp2) protein family(AT3G23090)",821884
"153","AT1G73160","AT1G73160","UDP-Glycosyltransferase superfamily protein(AT1G73160)",843647
"154","AT3G07340","BHLH62","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT3G07340)",819922
"155","AT5G23030","TET12","tetraspanin12(TET12)",832367
"156","AT1G17430","AT1G17430","alpha/beta-Hydrolases superfamily protein(AT1G17430)",838315
"157","AT3G11050","FER2","ferritin 2(FER2)",820276
"158","AT4G11050","AtGH9C3","glycosyl hydrolase 9C3(GH9C3)",826706
"159","AT4G15350","CYP705A2","cytochrome P450, family 705, subfamily A, polypeptide 2(CYP705A2)",827201
"160","AT2G39040","PER24","Peroxidase superfamily protein(AT2G39040)",818490
"161","AT1G47980","AT1G47980","desiccation-like protein(AT1G47980)",841216
"162","AT5G52300","LTI65","CAP160 protein(LTI65)",835306
"163","AT5G01050","LAC9","Laccase/Diphenol oxidase family protein(AT5G01050)",831812
"164","AT5G48230","AAT1","acetoacetyl-CoA thiolase 2(ACAT2)",834876
"165","AT5G58160","AT5G58160","actin binding protein(AT5G58160)",835928
"166","AT3G20370","AT3G20370","TRAF-like family protein(AT3G20370)",821582
"167","AT5G06390","FLA17","FASCICLIN-like arabinogalactan protein 17 precursor(FLA17)",830527
"168","AT1G06120","AT1G06120","Fatty acid desaturase family protein(AT1G06120)",837121
"169","AT5G55470","NHX4","Na+/H+ (sodium hydrogen) exchanger 3(NHX3)",835640
"170","AT5G61550","PUB52","U-box domain-containing protein kinase family protein(AT5G61550)",836276
"171","AT2G44110","MLO15","Seven transmembrane MLO family protein(MLO15)",819017
"172","AT4G18920","AT4G18920","histone acetyltransferase (DUF1264)(AT4G18920)",827627
"173","AT3G23060","AT3G23060","RING/U-box superfamily protein(AT3G23060)",821880
"174","AT3G61920","AT3G61920","UvrABC system protein C(AT3G61920)",825365
"175","AT1G47600","TGG4","beta glucosidase 34(BGLU34)",841169
"176","AT5G40860","AT5G40860","transmembrane protein(AT5G40860)",834087
"177","AT1G53920","GLIP5","GDSL-motif lipase 5(GLIP5)",841830
"178","AT1G55420","EDA11","Cysteine/Histidine-rich C1 domain family protein(EDA11)",841989
"179","AT3G21340","AT3G21340","Leucine-rich repeat protein kinase family protein(AT3G21340)",821688
"180","AT3G09925","AT3G09925","Pollen Ole e 1 allergen and extensin family protein(AT3G09925)",820153
"181","AT3G60330","AHA7","H[+]-ATPase 7(HA7)",825204
"182","AT4G34580","SFH1","Sec14p-like phosphatidylinositol transfer family protein(COW1)",829610
"183","AT4G35160","AT4G35160","O-methyltransferase family protein(AT4G35160)",829668
"184","AT4G09990","GXM2","glucuronoxylan 4-O-methyltransferase-like protein (DUF579)(GXM2)",826590
"185","AT2G22930","UGT79B8","UDP-Glycosyltransferase superfamily protein(AT2G22930)",816824
"186","AT2G38750","ANN4","annexin 4(ANNAT4)",818457
"187","AT5G66310","AT5G66310","ATP binding microtubule motor family protein(AT5G66310)",836763
"188","AT3G07070","AT3G07070","Protein kinase superfamily protein(AT3G07070)",819893
"189","AT5G13990","ATEXO70C2","exocyst subunit exo70 family protein C2(EXO70C2)",831247
"190","AT1G49450","AT1G49450","Transducin/WD40 repeat-like superfamily protein(AT1G49450)",841369
"191","AT4G28850","XTH26","xyloglucan endotransglucosylase/hydrolase 26(XTH26)",829006
"192","AT1G75780","TUBB1","tubulin beta-1 chain(TUB1)",843911
"193","AT4G25820","XTH14","xyloglucan endotransglucosylase/hydrolase 14(XTH14)",828687
"194","AT1G33800","GXM3","glucuronoxylan 4-O-methyltransferase-like protein (DUF579)(GXMT1)",840272
"195","AT1G12560","EXPA7","expansin A7(EXPA7)",837813
"196","AT4G29180","RHS16","root hair specific 16(RHS16)",829039
"197","AT3G50130","AT3G50130","transmembrane protein, putative (DUF247)(AT3G50130)",824175
"198","AT1G63450","RHS8","root hair specific 8(RHS8)",842651
"199","AT3G21180","ACA9","autoinhibited Ca(2+)-ATPase 9(ACA9)",821671
"200","AT2G24300","CBP60E","Calmodulin-binding protein(AT2G24300)",816966
"201","AT5G15890","TBL21","TRICHOME BIREFRINGENCE-LIKE 21(TBL21)",831446
"202","AT1G22440","AT1G22440","Zinc-binding alcohol dehydrogenase family protein(AT1G22440)",838850
"203","AT1G54940","GUX4","plant glycogenin-like starch initiation protein 4(PGSIP4)",841934
"204","AT2G05914","AT2G05914","ncRNA(AT2G05914)",10723090
"205","AT5G17700","AT5G17700","MATE efflux family protein(AT5G17700)",831637
"206","AT5G45580","AT5G45580","Homeodomain-like superfamily protein(AT5G45580)",834596
"207","AT2G41970","AT2G41970","Protein kinase superfamily protein(AT2G41970)",818797
"208","AT5G38020","AT5G38020","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT5G38020)",833781
"209","AT5G49270","COBL9","COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family(SHV2)",834987
"210","AT2G01505","CLE16","CLAVATA3/ESR-RELATED 16(CLE16)",28717514
"211","AT4G28890","ATL42","RING/U-box superfamily protein(AT4G28890)",829010
"212","AT1G69240","MES15","methyl esterase 15(MES15)",843255
"213","AT5G42510","DIR1","Disease resistance-responsive (dirigent-like protein) family protein(AT5G42510)",834258
"214","AT1G14960","AT1G14960","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G14960)",838061
"215","AT5G47990","CYP705A5","cytochrome P450, family 705, subfamily A, polypeptide 5(CYP705A5)",834850
"216","AT3G55720","AT3G55720","replication factor C subunit, putative (DUF620)(AT3G55720)",824738
"217","AT3G54580","AT3G54580","Proline-rich extensin-like family protein(AT3G54580)",824623
"218","AT3G62680","PRP3","proline-rich protein 3(PRP3)",825442
"219","AT2G45750","AT2G45750","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT2G45750)",819183
"220","AT3G10710","PME24","root hair specific 12(RHS12)",820240
"221","AT1G75680","AtGH9B7","glycosyl hydrolase 9B7(GH9B7)",843902
"222","AT1G54970","PRP1","proline-rich protein 1(PRP1)",841938
"223","AT1G30870","PER7","Peroxidase superfamily protein(AT1G30870)",839971
"224","AT5G35190","AT5G35190","proline-rich extensin-like family protein(EXT13)",833473
"225","AT4G13620","ERF062","Integrase-type DNA-binding superfamily protein(AT4G13620)",826996
"226","AT5G02750","SGR9","RING/U-box superfamily protein(SGR9)",831806
"227","AT5G47810","PFK2","phosphofructokinase 2(PFK2)",834832
"228","AT5G60310","LECRK110","Concanavalin A-like lectin protein kinase family protein(AT5G60310)",836153
"229","AT4G32920","AT4G32920","glycine-rich protein(AT4G32920)",829429
"230","AT5G49665","AT5G49665","Zinc finger (C3HC4-type RING finger) family protein(AT5G49665)",835029
"231","AT3G55310","AT3G55310","NAD(P)-binding Rossmann-fold superfamily protein(AT3G55310)",824697
"232","AT4G34419","AT4G34419","hypothetical protein(AT4G34419)",10723104
"233","AT3G59710","AT3G59710","NAD(P)-binding Rossmann-fold superfamily protein(AT3G59710)",825140
"234","AT5G03640","AT5G03640","Protein kinase superfamily protein(AT5G03640)",831770
"235","AT5G45720","AT5G45720","AAA-type ATPase family protein(AT5G45720)",834611
"236","AT2G02690","AT2G02690","Cysteine/Histidine-rich C1 domain family protein(AT2G02690)",814798
"237","AT5G05260","CYP79A2","phenylalanine N-monooxygenase-like protein(CYP79A2)",830408
"238","AT3G44290","NAC60","NAC domain containing protein 60(NAC060)",823554
"239","AT2G38905","AT2G38905","Low temperature and salt responsive protein family(AT2G38905)",818475
"240","AT2G34740","AT2G34740","protein phosphatase 2C family protein(AT2G34740)",818039
"241","AT3G61040","CYP76C7","cytochrome P450, family 76, subfamily C, polypeptide 7(CYP76C7)",825276
"242","AT1G72660","DRG2","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT1G72660)",843598
"243","AT3G59730","LECRK56","Concanavalin A-like lectin protein kinase family protein(AT3G59730)",825142
"244","AT4G10560","MEE53","Cysteine/Histidine-rich C1 domain family protein(MEE53)",826648
"245","AT3G19200","AT3G19200","hypothetical protein(AT3G19200)",821454
"246","AT4G11610","AT4G11610","C2 calcium/lipid-binding plant phosphoribosyltransferase family protein(AT4G11610)",826766
"247","AT4G23515","AT4G23515","Toll-Interleukin-Resistance (TIR) domain family protein(AT4G23515)",2745721
"248","AT5G10830","AT5G10830","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT5G10830)",830950
"249","AT3G03620","AT3G03620","MATE efflux family protein(AT3G03620)",821204
"250","AT2G36270","ABI5","Basic-leucine zipper (bZIP) transcription factor family protein(ABI5)",818199
"251","AT1G02700","AT1G02700","GATA transcription factor-like protein(AT1G02700)",839492
"252","AT5G44310","AT5G44310","Late embryogenesis abundant protein (LEA) family protein(AT5G44310)",834454
"253","AT3G58450","AT3G58450","Adenine nucleotide alpha hydrolases-like superfamily protein(AT3G58450)",825014
"254","AT4G21020","AT4G21020","Late embryogenesis abundant protein (LEA) family protein(AT4G21020)",827849
"255","AT3G26770","AT3G26770","NAD(P)-binding Rossmann-fold superfamily protein(AT3G26770)",822290
"256","AT2G21490","LEA","dehydrin LEA(LEA)",816688
"257","AT5G07330","AT5G07330","NFU1 iron-sulfur cluster protein(AT5G07330)",830624
"258","AT5G66400","RAB18","Dehydrin family protein(RAB18)",836772
"259","AT2G42560","AT2G42560","late embryogenesis abundant domain-containing protein / LEA domain-containing protein(AT2G42560)",818856
"260","AT3G53040","AT3G53040","late embryogenesis abundant protein, putative / LEA protein(AT3G53040)",824470
"261","AT3G63110","IPT3","isopentenyltransferase 3(IPT3)",825486
"262","ATMG00513","NAD5A",NA,NA
"263","AT5G19440","AT5G19440","NAD(P)-binding Rossmann-fold superfamily protein(AT5G19440)",832064
"264","AT2G21510","AT2G21510","DNAJ heat shock N-terminal domain-containing protein(AT2G21510)",816690
"265","AT5G65470","AT5G65470","O-fucosyltransferase family protein(AT5G65470)",836672
"266","AT2G01150","RHA2B","RING-H2 finger protein 2B(RHA2B)",814644
"267","AT4G35260","IDH1","isocitrate dehydrogenase 1(IDH1)",829679
"268","AT5G10770","AT5G10770","Eukaryotic aspartyl protease family protein(AT5G10770)",830944
"269","AT4G02700","SULTR3","sulfate transporter 3;2(SULTR3;2)",828201
"270","AT4G34710","SPE2","arginine decarboxylase 2(ADC2)",829623
"271","AT4G36010","AT4G36010","Pathogenesis-related thaumatin superfamily protein(AT4G36010)",829757
"272","AT5G13420","AT5G13420","Aldolase-type TIM barrel family protein(TRA2)",831183
"273","AT1G78970","LUP1","lupeol synthase 1(LUP1)",844237
"274","AT5G13490","AAC2","ADP/ATP carrier 2(AAC2)",831193
"275","AT3G17240","LPD2","lipoamide dehydrogenase 2(mtLPD2)",820984
"276","AT5G65640","BHLH93","beta HLH protein 93(bHLH093)",836690
"277","AT2G42610","LSH10","LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein (DUF640)(LSH10)",818861
"278","AT5G48800","AT5G48800","Phototropic-responsive NPH3 family protein(AT5G48800)",834938
"279","AT3G08860","PYD4","PYRIMIDINE 4(PYD4)",820034
"280","AT5G49280","AT5G49280","hydroxyproline-rich glycoprotein family protein(AT5G49280)",834988
"281","AT1G17830","AT1G17830","hypothetical protein (DUF789)(AT1G17830)",838361
"282","AT5G42930","AT5G42930","alpha/beta-Hydrolases superfamily protein(AT5G42930)",834305
"283","AT4G37980","CAD7","cinnamyl alcohol dehydrogenase 7(ELI3-1)",829954
"284","AT2G03680","SPR1","spiral1(SPR1)",814896
"285","AT4G02620","VHA-F","vacuolar ATPase subunit F family protein(AT4G02620)",828221
"286","AT1G19190","CXE1","alpha/beta-Hydrolases superfamily protein(AT1G19190)",838502
"287","AT5G42280","AT5G42280","Cysteine/Histidine-rich C1 domain family protein(AT5G42280)",834233
"288","AT1G30630","AT1G30630","Coatomer epsilon subunit(AT1G30630)",839943
"289","AT2G44350","CSY4","Citrate synthase family protein(ATCS)",819042
"290","AT1G58420","AT1G58420","Uncharacterized conserved protein UCP031279(AT1G58420)",842211
"291","AT1G73010","PS2","inorganic pyrophosphatase 1(PS2)",843632
"292","AT2G22500","PUMP5","uncoupling protein 5(UCP5)",816783
"293","AT4G22050","AT4G22050","Eukaryotic aspartyl protease family protein(AT4G22050)",828294
"294","AT3G61940","MTPA1","Cation efflux family protein(MTPA1)",825367
"295","AT5G62160","ZIP12","zinc transporter 12 precursor(ZIP12)",836336
"296","AT4G04810","MSRB4","methionine sulfoxide reductase B4(MSRB4)",825818
"297","AT1G52560","HSP26.5","HSP20-like chaperones superfamily protein(AT1G52560)",841687
"298","AT1G78390","NCED9","nine-cis-epoxycarotenoid dioxygenase 9(NCED9)",844175
"299","AT1G50930","AT1G50930","Serine/Threonine-kinase(AT1G50930)",841515
"300","AT3G25780","AOC3","allene oxide cyclase 3(AOC3)",822169
"301","AT3G63350","HSFA7B","winged-helix DNA-binding transcription factor family protein(AT-HSFA7B)",825510
"302","AT1G14940","AT1G14940","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G14940)",838059
"303","AT4G24150","GRF8","growth-regulating factor 8(GRF8)",828515
"304","AT4G24204","AT4G24204","RING/U-box superfamily protein(AT4G24204)",6240443
"305","AT2G27940","ATL57","RING/U-box superfamily protein(AT2G27940)",817338
"306","AT1G13608","AT1G13608","Defensin-like (DEFL) family protein(AT1G13608)",3766720
"307","AT4G10250","HSP22.0","HSP20-like chaperones superfamily protein(ATHSP22.0)",826616
"308","AT1G10970","ZIP4","zinc transporter(ZIP4)",837640
"309","AT3G27060","TSO2","Ferritin/ribonucleotide reductase-like family protein(TSO2)",822324
"310","AT2G03445","MIR398A","ncRNA(MIR398a)",5007864
"311","AT3G50610","AT3G50610","DNA-directed RNA polymerase II subunit RPB1-like protein(AT3G50610)",824224
"312","AT1G56242","AT1G56242","ncRNA(AT1G56242)",5007808
"313","AT4G04077","AT4G04077","ncRNA(AT4G04077)",6241116
"314","AT3G04430","anac049","NAC domain containing protein 49(NAC049)",819598
"315","AT3G31023","AT3G31023","hypothetical protein(AT3G31023)",3769170
"316","AT1G71380","CEL3","cellulase 3(CEL3)",843479
"317","AT1G47405","AT1G47405","hypothetical protein(AT1G47405)",3767376
"318","AT5G27905","AT5G27905","hypothetical protein(AT5G27905)",3770758
"319","AT2G32280","AT2G32280","GPI inositol-deacylase C, putative (DUF1218)(AT2G32280)",817788
"320","AT5G09980","PEP4","elicitor peptide 4 precursor(PROPEP4)",830859
"321","AT3G03230","AT3G03230","alpha/beta-Hydrolases superfamily protein(AT3G03230)",821322
"322","AT4G30250","AT4G30250","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT4G30250)",829148
"323","AT5G17040","UGT78D4","UDP-Glycosyltransferase superfamily protein(AT5G17040)",831567
