"","gene","symbol","Description","Entrez"
"53","AT3G14380","AT3G14380","Uncharacterized protein family (UPF0497)(AT3G14380)",820659
"54","AT1G76690","OPR2","12-oxophytodienoate reductase 2(OPR2)",844002
"55","AT1G16850","AT1G16850","transmembrane protein(AT1G16850)",838256
"56","AT1G50630","AT1G50630","extracellular ligand-gated ion channel protein (DUF3537)(AT1G50630)",841485
"57","AT1G62790","AT1G62790","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT1G62790)",842578
"58","AT3G28345","ABCB15","ABC transporter family protein(ABCB15)",822463
"59","AT1G75590","AT1G75590","SAUR-like auxin-responsive protein family(AT1G75590)",843894
"60","AT1G20070","AT1G20070","hypothetical protein(AT1G20070)",838596
"61","AT5G63350","AT5G63350","von willebrand factor A domain protein(AT5G63350)",836455
"62","AT1G65920","AT1G65920","Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain-containing protein(AT1G65920)",842904
"63","AT5G40730","AGP24","arabinogalactan protein 24(AGP24)",834073
"64","AT1G30690","PATL4","Sec14p-like phosphatidylinositol transfer family protein(AT1G30690)",839949
"65","AT4G19120","ERD3","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(ERD3)",827650
"66","AT3G61990","OMTF3","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(OMTF3)",825372
"67","AT4G03820","AT4G03820","transmembrane protein, putative (DUF3537)(AT4G03820)",825687
"68","AT1G16730","UP6","hypothetical protein(UP6)",838244
"69","AT5G57550","XTH25","xyloglucan endotransglucosylase/hydrolase 25(XTH25)",835859
"70","AT5G24600","AT5G24600","TRP-like ion channel protein (Protein of unknown function, DUF599)(AT5G24600)",832531
"71","AT2G28420","AT2G28420","Lactoylglutathione lyase / glyoxalase I family protein(GLYI8)",817390
"72","AT1G54870","AT1G54870","NAD(P)-binding Rossmann-fold superfamily protein(AT1G54870)",841926
"73","AT2G23240","AT2G23240","Plant EC metallothionein-like protein, family 15(AtMT4b)",816856
"74","AT4G09610","GASA2","GAST1 protein homolog 2(GASA2)",826546
"75","AT1G77100","PER13","peroxidase superfamily protein(AT1G77100)",844045
"76","AT4G11310","AT4G11310","Papain family cysteine protease(AT4G11310)",826733
"77","AT4G09600","GASA3","GAST1 protein homolog 3(GASA3)",826545
"78","AT4G27160","AT2S3","seed storage albumin 3(SESA3)",828824
"79","AT1G24735","AT1G24735","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G24735)",839082
"80","AT4G13420","POT5","high affinity K+ transporter 5(HAK5)",826973
"81","AT5G05220","AT5G05220","hypothetical protein(AT5G05220)",830404
"82","AT4G25200","HSP23.6","mitochondrion-localized small heat shock protein 23.6(HSP23.6-MITO)",828623
"83","AT5G50360","AT5G50360","von willebrand factor A domain protein(AT5G50360)",835103
"84","AT5G62800","AT5G62800","Protein with RING/U-box and TRAF-like domain(AT5G62800)",836401
"85","AT1G12064","AT1G12064","transmembrane protein(AT1G12064)",3766707
"86","AT1G61800","GPT2","glucose-6-phosphate/phosphate translocator 2(GPT2)",842477
"87","AT1G18100","MFT","PEBP (phosphatidylethanolamine-binding protein) family protein(E12A11)",838390
"88","AT1G48470","GLN1-5","glutamine synthetase 1;5(GLN1;5)",841268
"89","AT5G03795","AT5G03795","Exostosin family protein(AT5G03795)",3770626
"90","AT1G69870","NPF2.13","nitrate transporter 1.7(NRT1.7)",843323
"91","AT2G27380","EPR1","extensin proline-rich 1(EPR1)",817282
"92","AT5G39720","AIG2L","avirulence induced protein 2 like protein(AIG2L)",833968
"93","AT3G21370","BGLU19","beta glucosidase 19(BGLU19)",821691
"94","AT3G48270","CYP71A26","cytochrome P450, family 71, subfamily A, polypeptide 26(CYP71A26)",823985
"95","AT4G18650","AT4G18650","transcription factor-like protein(AT4G18650)",827599
"96","AT2G16005","AT2G16005","MD-2-related lipid recognition domain-containing protein(AT2G16005)",816096
"97","AT4G09595","AT4G09595","hypothetical protein(AT4G09595)",3770041
"98","AT5G22470","PARP3","poly ADP-ribose polymerase 3(AT5G22470)",832308
"99","AT1G48130","PER1","1-cysteine peroxiredoxin 1(PER1)",841231
"100","AT5G01300","AT5G01300","PEBP (phosphatidylethanolamine-binding protein) family protein(AT5G01300)",830983
"101","AT1G27461","AT1G27461","hypothetical protein(AT1G27461)",6240762
"102","AT2G18340","AT2G18340","late embryogenesis abundant domain-containing protein / LEA domain-containing protein(AT2G18340)",816349
"103","AT1G12130","AT1G12130","Flavin-binding monooxygenase family protein(AT1G12130)",837765
"104","AT1G80090","PV42B","Cystathionine beta-synthase (CBS) family protein(CBSX4)",844349
"105","AT1G08430","ALMT1","aluminum-activated malate transporter 1(ALMT1)",837363
"106","AT2G33070","NSP2","nitrile specifier protein 2(NSP2)",817869
"107","AT4G31830","AT4G31830","transmembrane protein(AT4G31830)",829312
"108","AT1G17744","AT1G17744","hypothetical protein(AT1G17744)",6240445
"109","AT3G44290","NAC60","NAC domain containing protein 60(NAC060)",823554
"110","AT3G44830","PDAT2","Lecithin:cholesterol acyltransferase family protein(AT3G44830)",823617
"111","AT5G66780","AT5G66780","late embryogenesis abundant protein(AT5G66780)",836811
"112","AT4G10020","HSD5","hydroxysteroid dehydrogenase 5(HSD5)",826593
"113","AT5G55240","PXG2","PEROXYGENASE 2(ATPXG2)",835617
"114","AT4G25140","OLEO1","oleosin 1(OLEO1)",828617
"115","AT4G26740","PXG1","peroxygenase 1(ATS1)",828781
"116","AT5G54740","SESA5","seed storage albumin 5(SESA5)",835563
"117","AT5G40420","OLEO2","oleosin 2(OLEO2)",834040
"118","AT5G45690","AT5G45690","histone acetyltransferase (DUF1264)(AT5G45690)",834608
"119","AT1G04560","AT1G04560","AWPM-19-like family protein(AT1G04560)",839491
"120","AT1G73190","TIP3-1","Aquaporin-like superfamily protein(TIP3;1)",843653
"121","AT1G68250","AT1G68250","hypothetical protein(AT1G68250)",843154
"122","AT1G77950","AGL67","AGAMOUS-like 67(AGL67)",844130
"123","AT5G35660","AT5G35660","Glycine-rich protein family(AT5G35660)",3771291
"124","AT3G22490","AT3G22490","Seed maturation protein(AT3G22490)",821820
"125","AT5G55750","AT5G55750","hydroxyproline-rich glycoprotein family protein(AT5G55750)",835669
"126","AT4G18690","AT4G18690","delay of germination protein(AT4G18690)",827603
"127","AT5G18450","DREB2G","Integrase-type DNA-binding superfamily protein(AT5G18450)",831963
"128","AT5G44120","CRA1","RmlC-like cupins superfamily protein(CRA1)",834435
"129","AT3G22500","ATECP31","Seed maturation protein(ATECP31)",821821
"130","AT3G22640","PAP85","cupin family protein(PAP85)",821835
"131","AT2G05580","AT2G05580","Glycine-rich protein family(AT2G05580)",3768507
"132","AT1G05510","AT1G05510","naphthalene 1,2-dioxygenase subunit alpha (DUF1264)(AT1G05510)",837053
"133","AT1G14930","AT1G14930","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G14930)",838058
"134","AT1G03106","AT1G03106","hypothetical protein(AT1G03106)",2745740
"135","AT1G14950","AT1G14950","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G14950)",838060
"136","AT3G51810","EM1","Stress induced protein(EM1)",824344
"137","AT2G40170","EM6","Stress induced protein(GEA6)",818608
"138","AT5G55410","AT5G55410","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT5G55410)",835634
"139","AT5G04500","AT5G04500","glycosyltransferase family protein 47(AT5G04500)",830329
"140","AT5G59170","AT5G59170","Proline-rich extensin-like family protein(AT5G59170)",836035
"141","AT1G25422","AT1G25422","hypothetical protein(AT1G25422)",7922317
"142","AT2G15010","AT2G15010","Plant thionin(AT2G15010)",815990
"143","AT1G65570","AT1G65570","Pectin lyase-like superfamily protein(AT1G65570)",842868
"144","AT5G15600","SP1L4","SPIRAL1-like4(SP1L4)",831412
"145","AT3G50130","AT3G50130","transmembrane protein, putative (DUF247)(AT3G50130)",824175
"146","AT5G21080","AT5G21080","hypothetical protein(AT5G21080)",832232
"147","AT5G58784","AT5G58784","Undecaprenyl pyrophosphate synthetase family protein(AT5G58784)",835994
"148","AT1G11490","AT1G11490","zinc finger (C2H2 type) family protein(AT1G11490)",837692
"149","AT5G64030","AT5G64030","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT5G64030)",836524
"150","AT3G20370","AT3G20370","TRAF-like family protein(AT3G20370)",821582
"151","AT5G06390","FLA17","FASCICLIN-like arabinogalactan protein 17 precursor(FLA17)",830527
"152","AT5G15265","AT5G15265","transmembrane protein(AT5G15265)",5008213
"153","AT1G52050","JAL8","Mannose-binding lectin superfamily protein(AT1G52050)",841634
"154","AT5G16460","AT5G16460","Putative adipose-regulatory protein (Seipin)(AT5G16460)",831507
"155","AT1G22440","AT1G22440","Zinc-binding alcohol dehydrogenase family protein(AT1G22440)",838850
"156","AT1G54940","GUX4","plant glycogenin-like starch initiation protein 4(PGSIP4)",841934
"157","AT1G34330","AT1G34330","miscRNA(AT1G34330)",3766915
"158","AT1G64910","UGT79B10","UDP-Glycosyltransferase superfamily protein(AT1G64910)",842799
"159","AT3G09925","AT3G09925","Pollen Ole e 1 allergen and extensin family protein(AT3G09925)",820153
"160","AT5G47490","SEC16B","RGPR-like protein(AT5G47490)",834799
"161","AT2G24300","CBP60E","Calmodulin-binding protein(AT2G24300)",816966
"162","AT5G15890","TBL21","TRICHOME BIREFRINGENCE-LIKE 21(TBL21)",831446
"163","AT1G12740","CYP87A2","cytochrome P450, family 87, subfamily A, polypeptide 2(CYP87A2)",837830
"164","AT3G59710","AT3G59710","NAD(P)-binding Rossmann-fold superfamily protein(AT3G59710)",825140
"165","AT5G03640","AT5G03640","Protein kinase superfamily protein(AT5G03640)",831770
"166","AT1G15210","ABCG35","pleiotropic drug resistance 7(ABCG35)",838087
"167","AT5G55480","GDPDL4","SHV3-like 1(SVL1)",835641
"168","AT3G52940","FK","Ergosterol biosynthesis ERG4/ERG24 family(FK)",824460
"169","AT5G33320","PPT1","Glucose-6-phosphate/phosphate translocator-like protein(CUE1)",833308
"170","AT2G29980","FAD3","fatty acid desaturase 3(FAD3)",817548
"171","AT3G12240","SCPL15","serine carboxypeptidase-like 15(SCPL15)",820404
"172","AT5G61020","ECT3","evolutionarily conserved C-terminal region 3(ECT3)",836223
"173","AT4G27400","AT4G27400","Late embryogenesis abundant (LEA) protein-like protein(AT4G27400)",828848
"174","AT3G47740","ABCA3","ABC2 homolog 2(ABCA3)",823928
"175","AT5G47980","BAHD1","HXXXD-type acyl-transferase family protein(AT5G47980)",834849
"176","AT1G48640","AT1G48640","Transmembrane amino acid transporter family protein(AT1G48640)",841286
"177","AT1G06923","AT1G06923","transcription repressor OFP17-like protein(AT1G06923)",3766672
"178","AT3G20940","CYP705A30","cytochrome P450, family 705, subfamily A, polypeptide 30(CYP705A30)",821644
"179","AT4G10350","BRN2","NAC domain containing protein 70(NAC070)",826627
"180","AT5G55400","FIM3","Actin binding Calponin homology (CH) domain-containing protein(AT5G55400)",835633
"181","AT1G52060","JAL9","Mannose-binding lectin superfamily protein(AT1G52060)",841635
"182","AT5G54370","AT5G54370","Late embryogenesis abundant (LEA) protein-like protein(AT5G54370)",835525
"183","AT2G27060","AT2G27060","Leucine-rich repeat protein kinase family protein(AT2G27060)",817248
"184","AT3G12540","AT3G12540","ternary complex factor MIP1 leucine-zipper protein (Protein of unknown function, DUF547)(AT3G12540)",820433
"185","AT5G43040","AT5G43040","Cysteine/Histidine-rich C1 domain family protein(AT5G43040)",834319
"186","AT1G06270","AT1G06270","Pentatricopeptide repeat (PPR) superfamily protein(AT1G06270)",837138
"187","AT1G65010","AT1G65010","WEB family protein (DUF827)(AT1G65010)",842809
"188","AT5G53460","GLT1","NADH-dependent glutamate synthase 1(GLT1)",835427
"189","AT1G59725","AT1G59725","DNAJ heat shock family protein(AT1G59725)",842265
"190","AT5G19800","AT5G19800","hydroxyproline-rich glycoprotein family protein(AT5G19800)",28721181
"191","AT1G52070","JAL10","Mannose-binding lectin superfamily protein(AT1G52070)",841636
"192","AT5G60530","AT5G60530","late embryogenesis abundant protein-related / LEA protein-like protein(AT5G60530)",836174
"193","AT5G19560","ROPGEF10","ROP uanine nucleotide exchange factor 10(ROPGEF10)",832076
"194","AT3G28153","AT3G28153","hypothetical protein(AT3G28153)",3768967
"195","AT3G03341","AT3G03341","cold-regulated protein(AT3G03341)",6240770
"196","AT1G04160","XI-B","myosin XI B(XIB)",839246
"197","AT3G60330","AHA7","H[+]-ATPase 7(HA7)",825204
"198","AT4G34580","SFH1","Sec14p-like phosphatidylinositol transfer family protein(COW1)",829610
"199","AT1G54560","XI-E","Myosin family protein with Dil domain-containing protein(XIE)",841898
"200","AT1G30100","NCED5","nine-cis-epoxycarotenoid dioxygenase 5(NCED5)",839889
"201","AT2G20520","FLA6","FASCICLIN-like arabinogalactan 6(FLA6)",816574
"202","AT2G47460","MYB12","myb domain protein 12(MYB12)",819359
"203","AT5G10130","DFC","Pollen Ole e 1 allergen and extensin family protein(AT5G10130)",830877
"204","AT3G24210","AT3G24210","Ankyrin repeat family protein(AT3G24210)",822007
"205","AT5G02350","AT5G02350","Cysteine/Histidine-rich C1 domain family protein(AT5G02350)",831920
"206","AT5G10990","AT5G10990","SAUR-like auxin-responsive protein family(AT5G10990)",830966
"207","AT1G44830","ERF014","Integrase-type DNA-binding superfamily protein(AT1G44830)",841047
"208","AT1G78520","AT1G78520","Carbohydrate-binding X8 domain superfamily protein(AT1G78520)",844188
"209","AT4G02810","FAF1","FANTASTIC four-like protein (DUF3049)(FAF1)",828170
"210","AT5G17590","AT5G17590","Putative membrane lipoprotein(AT5G17590)",831625
"211","AT1G15440","PWP2","periodic tryptophan protein 2(PWP2)",838115
"212","AT1G69070","AT1G69070","nucleolar-like protein(AT1G69070)",843239
"213","AT3G24240","RCH2","Leucine-rich repeat receptor-like protein kinase family protein(AT3G24240)",822011
"214","AT2G24610","CNGC14","cyclic nucleotide-gated channel 14(CNGC14)",816997
"215","AT4G16340","SPK1","guanyl-nucleotide exchange factors;GTPase binding;GTP binding protein(SPK1)",827328
"216","AT4G20210","TPS08","Terpenoid cyclases/Protein prenyltransferases superfamily protein(AT4G20210)",827768
"217","AT3G16410","NSP4","nitrile specifier protein 4(NSP4)",820888
"218","AT4G04940","AT4G04940","transducin family protein / WD-40 repeat family protein(AT4G04940)",825833
"219","AT3G07990","SCPL27","serine carboxypeptidase-like 27(SCPL27)",819990
"220","AT5G40510","AT5G40510","Sucrase/ferredoxin-like family protein(AT5G40510)",834049
"221","AT3G47770","ATATH5","ABC2 homolog 5(ABCA6)",823931
"222","AT4G27010","AT4G27010","ribosome 60S biogenesis amino-terminal protein(EMB2788)",828809
"223","AT1G17090","AT1G17090","transmembrane protein(AT1G17090)",838279
"224","AT1G19490","AT1G19490","Basic-leucine zipper (bZIP) transcription factor family protein(AT1G19490)",838535
"225","AT4G15290","CSLB5","Cellulose synthase family protein(ATCSLB05)",827195
"226","AT5G09840","AT5G09840","Putative endonuclease or glycosyl hydrolase(AT5G09840)",830844
"227","AT4G12050","AHL26","Putative AT-hook DNA-binding family protein(AT4G12050)",826813
"228","AT5G23030","TET12","tetraspanin12(TET12)",832367
"229","AT1G05990","CML7","EF hand calcium-binding protein family(AT1G05990)",837108
"230","AT4G00905","AT4G00905","NC domain-containing protein-like protein(AT4G00905)",827986
"231","AT4G01890","AT4G01890","Pectin lyase-like superfamily protein(AT4G01890)",828220
"232","AT2G43880","AT2G43880","Pectin lyase-like superfamily protein(AT2G43880)",818992
"233","AT4G14640","CML8","calmodulin 8(CAM8)",827114
"234","AT1G03270","CBSDUF4","CBS domain protein with a domain protein (DUF21)(AT1G03270)",838595
"235","AT2G22630","AGL17","AGAMOUS-like 17(AGL17)",816794
"236","AT4G21150","RPN2","ribophorin II (RPN2) family protein(HAP6)",827863
"237","AT1G17190","GSTU26","glutathione S-transferase tau 26(GSTU26)",838290
"238","AT5G46890","AT5G46890","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT5G46890)",834734
"239","AT2G19530","AT2G19530","transmembrane protein(AT2G19530)",816472
"240","AT2G43600","AT2G43600","Chitinase family protein(AT2G43600)",818962
"241","AT2G47530","AT2G47530","Pollen Ole e 1 allergen and extensin family protein(AT2G47530)",819366
"242","AT1G53680","GSTU28","glutathione S-transferase TAU 28(GSTU28)",841805
"243","AT4G33790","FAR3","Jojoba acyl CoA reductase-related male sterility protein(CER4)",829521
"244","AT2G31540","AT2G31540","GDSL-like Lipase/Acylhydrolase superfamily protein(AT2G31540)",817712
"245","AT2G33240","XI-D","myosin XI D(XID)",817886
"246","AT1G10300","AT1G10300","Nucleolar GTP-binding protein(AT1G10300)",837569
"247","AT2G31310","LBD14","LOB domain-containing protein 14(LBD14)",817689
"248","AT4G00940","DOF4.1","Dof-type zinc finger DNA-binding family protein(AT4G00940)",827952
"249","AT4G30090","AT4G30090","golgin family A protein(AT4G30090)",829132
"250","AT5G57500","AT5G57500","Galactosyltransferase family protein(AT5G57500)",835854
"251","AT1G63520","AT1G63520","hypothetical protein (DUF3527)(AT1G63520)",842657
"252","AT5G27680","RECQSIM","RECQ helicase SIM(RECQSIM)",832830
"253","AT2G18640","GGPP4","geranylgeranyl pyrophosphate synthase 4(GGPS4)",816379
"254","AT1G06330","AT1G06330","Heavy metal transport/detoxification superfamily protein(AT1G06330)",837144
"255","AT4G38140","ATL18","RING/U-box superfamily protein(AT4G38140)",829970
"256","AT2G14960","GH3.1","Auxin-responsive GH3 family protein(GH3.1)",815985
"257","AT4G21140","AT4G21140","copper ion-binding protein(AT4G21140)",827862
"258","AT4G01925","AT4G01925","Cysteine/Histidine-rich C1 domain family protein(AT4G01925)",828202
"259","AT1G27140","GSTU14","glutathione S-transferase tau 14(GSTU14)",839603
"260","AT1G66280","BGLU22","Glycosyl hydrolase superfamily protein(BGLU22)",842945
"261","AT2G24170","TMN10","Endomembrane protein 70 protein family(AT2G24170)",816951
"262","AT3G21240","4CL2","4-coumarate:CoA ligase 2(4CL2)",821678
"263","AT4G26770","CDS3","Phosphatidate cytidylyltransferase family protein(AT4G26770)",828784
"264","AT1G05280","AT1G05280","ERV-F (C)1 provirus ancestral Env polyprotein, putative (DUF604)(AT1G05280)",837026
"265","AT5G59240","RPS8B","Ribosomal protein S8e family protein(AT5G59240)",836042
"266","AT4G02660","AT4G02660","Beige/BEACH and WD40 domain-containing protein(AT4G02660)",828210
"267","AT5G49680","KIP","SABRE-like protein(AT5G49680)",835031
"268","AT3G62360","AT3G62360","Carbohydrate-binding-like fold(AT3G62360)",825409
"269","AT4G37160","sks15","SKU5 similar 15(sks15)",829870
"270","AT5G24880","AT5G24880","chromo domain cec-like protein(AT5G24880)",832557
"271","AT2G37280","ABCG33","pleiotropic drug resistance 5(ABCG33)",818305
"272","AT1G11160","AT1G11160","Transducin/WD40 repeat-like superfamily protein(AT1G11160)",837657
"273","AT4G00440","AT4G00440","GPI-anchored adhesin-like protein, putative (DUF3741)(TRM15)",827901
"274","AT5G04380","AT5G04380","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT5G04380)",830317
"275","AT4G10950","AT4G10950","SGNH hydrolase-type esterase superfamily protein(AT4G10950)",826694
"276","AT3G07490","CML3","ARF-GAP domain 11(AGD11)",819937
"277","AT5G24040","AT5G24040","F-box SKIP23-like protein (DUF295)(AT5G24040)",832469
"278","AT1G72660","DRG2","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT1G72660)",843598
"279","AT3G59730","LECRK56","Concanavalin A-like lectin protein kinase family protein(AT3G59730)",825142
"280","AT4G10560","MEE53","Cysteine/Histidine-rich C1 domain family protein(MEE53)",826648
"281","AT2G35743","AT2G35743","miscRNA(AT2G35743)",7922414
"282","AT2G35345","AT2G35345","hypothetical protein(AT2G35345)",5007933
"283","AT3G04330","AT3G04330","Kunitz family trypsin and protease inhibitor protein(AT3G04330)",819588
"284","AT1G57800","ORTH3","zinc finger (C3HC4-type RING finger) family protein(VIM5)",842155
"285","AT1G26233","SNOR95","ncRNA(SNOR95)",3766797
"286","AT4G20920","AT4G20920","double-stranded RNA-binding domain (DsRBD)-containing protein(AT4G20920)",827840
"287","AT5G47600","HSP14.7","HSP20-like chaperones superfamily protein(AT5G47600)",834810
"288","AT5G50600","HSD1","hydroxysteroid dehydrogenase 1(HSD1)",835129
"289","AT2G34740","AT2G34740","protein phosphatase 2C family protein(AT2G34740)",818039
"290","AT3G61040","CYP76C7","cytochrome P450, family 76, subfamily C, polypeptide 7(CYP76C7)",825276
"291","AT2G41070","DPBF4","Basic-leucine zipper (bZIP) transcription factor family protein(EEL)",818706
"292","AT2G19320","AT2G19320","hypothetical protein(AT2G19320)",816449
"293","AT1G23070","AT1G23070","organic solute transporter ostalpha protein (DUF300)(AT1G23070)",838915
"294","AT5G24950","CYP71A15","cytochrome P450, family 71, subfamily A, polypeptide 15(CYP71A15)",832565
"295","AT5G47960","RABA4C","RAB GTPase homolog A4C(RABA4C)",834847
"296","AT4G04810","MSRB4","methionine sulfoxide reductase B4(MSRB4)",825818
"297","AT4G24260","KOR3","glycosyl hydrolase 9A3(GH9A3)",828527
"298","AT3G63350","HSFA7B","winged-helix DNA-binding transcription factor family protein(AT-HSFA7B)",825510
"299","AT1G14940","AT1G14940","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G14940)",838059
"300","AT4G24150","GRF8","growth-regulating factor 8(GRF8)",828515
"301","AT1G50930","AT1G50930","Serine/Threonine-kinase(AT1G50930)",841515
"302","AT3G25780","AOC3","allene oxide cyclase 3(AOC3)",822169
"303","AT1G52560","HSP26.5","HSP20-like chaperones superfamily protein(AT1G52560)",841687
"304","AT1G78390","NCED9","nine-cis-epoxycarotenoid dioxygenase 9(NCED9)",844175
"305","AT3G25795","AT3G25795","ncRNA(AT3G25795)",6240732
"306","AT1G66235","AT1G66235","no-apical-meristem-associated carboxy-terminal domain protein(AT1G66235)",842939
"307","AT5G44360","AT5G44360","FAD-binding Berberine family protein(AT5G44360)",834462
"308","AT1G30860","AT1G30860","RING/U-box superfamily protein(AT1G30860)",839970
"309","AT2G21820","AT2G21820","seed maturation protein(AT2G21820)",816718
"310","AT5G42290","AT5G42290","transcription activator-like protein(AT5G42290)",834234
"311","AT2G33520","AT2G33520","cysteine-rich/transmembrane domain protein A(AT2G33520)",817917
"312","AT5G65550","UGT91B1","UDP-Glycosyltransferase superfamily protein(AT5G65550)",836681
"313","AT4G09590","NHL22","NDR1/HIN1-like 22(NHL22)",826543
"314","AT1G68240","BHLH109","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT1G68240)",843153
"315","AT4G28520","CRC","cruciferin 3(CRU3)",828970
"316","AT3G01570","AT3G01570","Oleosin family protein(AT3G01570)",821106
"317","AT3G19045","AT3G19045","hypothetical protein(AT3G19045)",3768879
"318","AT5G50240","PIMT2","protein-l-isoaspartate methyltransferase 2(PIMT2)",835089
"319","AT4G26780","AR192","Co-chaperone GrpE family protein(AR192)",828785
"320","AT4G29150","IQD25","IQ-domain 25(IQD25)",829036
"321","AT2G14460","AT2G14460","hypothetical protein(AT2G14460)",815934
"322","AT4G25220","RHS15","root hair specific 15(G3Pp2)",828625
"323","AT1G77720","PPK1","putative protein kinase 1(PPK1)",844108
