"","gene","symbol","Description","Entrez"
"43","AT2G15080","AtRLP19","receptor like protein 19(RLP19)",815997
"44","AT4G15233","AT4G15233","ABC-2 and Plant PDR ABC-type transporter family protein(ABCG42)",827188
"45","AT4G14610","AT4G14610","miscRNA(AT4G14610)",3770075
"46","AT2G28570","AT2G28570","hypothetical protein(AT2G28570)",817405
"47","AT5G53550","YSL3","YELLOW STRIPE like 3(YSL3)",835437
"48","AT3G03020","AT3G03020","hypothetical protein(AT3G03020)",821156
"49","AT3G07195","AT3G07195","RPM1-interacting protein 4 (RIN4) family protein(AT3G07195)",819907
"50","AT5G41740","AT5G41740","Disease resistance protein (TIR-NBS-LRR class) family(AT5G41740)",834177
"51","AT5G35410","CIPK24","Protein kinase superfamily protein(SOS2)",833502
"52","AT3G62560","AT3G62560","Ras-related small GTP-binding family protein(AT3G62560)",825430
"53","AT1G73030","CHMP1B","SNF7 family protein(VPS46.2)",843634
"54","AT5G58375","AT5G58375","Methyltransferase-related protein(AT5G58375)",835950
"55","AT1G06040","BBX24","B-box zinc finger family protein(STO)",837113
"56","AT1G72060","AT1G72060","serine-type endopeptidase inhibitor(AT1G72060)",843537
"57","AT1G02305","AT1G02305","Cysteine proteinases superfamily protein(AT1G02305)",839538
"58","AT1G78670","GGH3","gamma-glutamyl hydrolase 3(GGH3)",844203
"59","AT2G39950","AT2G39950","flocculation protein(AT2G39950)",818582
"60","AT3G47800","AT3G47800","Galactose mutarotase-like superfamily protein(AT3G47800)",823934
"61","AT3G61580","SLD1","Fatty acid/sphingolipid desaturase(SLD1)",825331
"62","AT1G53190","AT1G53190","RING/U-box superfamily protein(AT1G53190)",841753
"63","AT1G04310","ERS2","ethylene response sensor 2(ERS2)",839549
"64","AT1G21830","AT1G21830","hypothetical protein(AT1G21830)",838785
"65","AT5G50915","BHLH137","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT5G50915)",835164
"66","AT4G04860","DER2.2","DERLIN-2.2(DER2.2)",825823
"67","AT1G68110","AT1G68110","ENTH/ANTH/VHS superfamily protein(AT1G68110)",843139
"68","AT4G23215","AT4G23215","miscRNA(AT4G23215)",6241102
"69","AT5G04760","AT5G04760","Duplicated homeodomain-like superfamily protein(AT5G04760)",830354
"70","AT2G23430","KRP1","Cyclin-dependent kinase inhibitor family protein(ICK1)",816875
"71","AT3G06780","AT3G06780","glycine-rich protein(AT3G06780)",819863
"72","AT1G49832","AT1G49832","ncRNA(AT1G49832)",10723136
"73","AT1G68862","AT1G68862","transmembrane protein(AT1G68862)",5007841
"74","AT4G06676","AT4G06676","etoposide-induced protein(AT4G06676)",826112
"75","AT4G19640","RABF2B","Ras-related small GTP-binding family protein(ARA7)",827706
"76","AT3G43440","TIFY3A","jasmonate-zim-domain protein 11(JAZ11)",823426
"77","AT4G11360","RHA1B","RING-H2 finger A1B(RHA1B)",826738
"78","AT5G19860","AT5G19860","transmembrane protein, putative (Protein of unknown function, DUF538)(AT5G19860)",832107
"79","AT5G51480","SKS2","SKU5 similar 2(SKS2)",835222
"80","AT1G69490","NAC029","NAC-like, activated by AP3/PI(NAP)",843282
"81","AT3G04000","AT3G04000","NAD(P)-binding Rossmann-fold superfamily protein(AT3G04000)",819555
"82","AT5G06570","CXE15","alpha/beta-Hydrolases superfamily protein(AT5G06570)",830545
"83","AT2G27830","AT2G27830","hypothetical protein(AT2G27830)",817330
"84","AT3G07350","AT3G07350","sulfate/thiosulfate import ATP-binding protein, putative (DUF506)(AT3G07350)",819923
"85","AT5G60680","AT5G60680","transcription initiation factor TFIID subunit (Protein of unknown function, DUF584)(AT5G60680)",836189
"86","AT4G38260","AT4G38260","transport/golgi organization-like protein (DUF833)(AT4G38260)",829983
"87","AT3G59880","AT3G59880","hypothetical protein(AT3G59880)",825158
"88","AT5G14110","AT5G14110","peroxidase (DUF 3339)(AT5G14110)",831261
"89","AT2G46810","BHLH70","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT2G46810)",819294
"90","AT3G07280","AT3G07280","miscRNA(AT3G07280)",3768862
"91","AT5G12950","AT5G12950","proline-tRNA ligase (DUF1680)(AT5G12950)",831135
"92","AT5G44568","AT5G44568","transmembrane protein(AT5G44568)",5008297
"93","AT5G66890","AT5G66890","Leucine-rich repeat (LRR) family protein(AT5G66890)",836823
"94","AT3G04110","GLR1.1","glutamate receptor 1.1(GLR1.1)",819566
"95","AT3G13437","AT3G13437","transmembrane protein(AT3G13437)",5007997
"96","AT4G21680","NPF7.2","NITRATE TRANSPORTER 1.8(NRT1.8)",828255
"97","AT1G22350","AT1G22350","miscRNA(AT1G22350)",3766781
"98","AT4G12430","TPPF","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein(TPPF)",826855
"99","AT4G24690","AT4G24690","ubiquitin-associated (UBA)/TS-N domain-containing protein / octicosapeptide/Phox/Bemp1 (PB1) domain-containing protein(NBR1)",828571
"100","AT4G34390","XLG2","extra-large GTP-binding protein 2(XLG2)",829589
"101","AT1G51913","AT1G51913","transmembrane protein(AT1G51913)",5007791
"102","AT3G22460","OASA2","O-acetylserine (thiol) lyase (OAS-TL) isoform A2(OASA2)",821817
"103","AT5G02290","NAK","Protein kinase superfamily protein(NAK)",831880
"104","AT1G33960","AIG1","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AIG1)",840293
"105","AT5G48400","GLR1.2","Glutamate receptor family protein(ATGLR1.2)",834895
"106","AT1G10340","AT1G10340","Ankyrin repeat family protein(AT1G10340)",837573
"107","AT5G25260","FLOT2","SPFH/Band 7/PHB domain-containing membrane-associated protein family(AT5G25260)",832597
"108","AT1G59590","ZCF37","ZCF37(ZCF37)",842249
"109","AT3G62260","AT3G62260","Protein phosphatase 2C family protein(AT3G62260)",825399
"110","AT3G20250","APUM5","pumilio 5(PUM5)",821569
"111","AT5G57910","AT5G57910","ribosomal RNA small subunit methyltransferase G(AT5G57910)",835902
"112","AT3G07370","CHIP","carboxyl terminus of HSC70-interacting protein(CHIP)",819925
"113","AT1G77890","AT1G77890","DNA-directed RNA polymerase II protein(AT1G77890)",844125
"114","AT4G29230","anac075","NAC domain containing protein 75(NAC075)",829044
"115","AT3G61390","PUB36","RING/U-box superfamily protein(AT3G61390)",825311
"116","AT4G12120","SEC1B","Sec1/munc18-like (SM) proteins superfamily(SEC1B)",826820
"117","AT3G18250","AT3G18250","Putative membrane lipoprotein(AT3G18250)",821353
"118","AT1G66600","WRKY63","ABA overly sensitive mutant 3(ABO3)",842978
"119","AT4G35180","LHT7","LYS/HIS transporter 7(LHT7)",829671
"120","AT4G27745","AT4G27745","Yippee family putative zinc-binding protein(AT4G27745)",3770406
"121","AT1G78340","GSTU22","glutathione S-transferase TAU 22(GSTU22)",844169
"122","AT5G48410","GLR1.3","glutamate receptor 1.3(GLR1.3)",834896
"123","AT1G13990","AT1G13990","plant/protein(AT1G13990)",837959
"124","AT5G04720","ADR1-L2","ADR1-like 2(ADR1-L2)",830350
"125","AT1G65040","HRD1B","RING/U-box superfamily protein(Hrd1B)",842812
"126","AT3G45730","AT3G45730","hypothetical protein(AT3G45730)",823715
"127","AT1G62040","ATG8C","Ubiquitin-like superfamily protein(ATG8C)",842499
"128","AT5G59390","AT5G59390","XH/XS domain-containing protein(AT5G59390)",836058
"129","AT4G04695","CPK31","calcium-dependent protein kinase 31(CPK31)",825804
"130","AT2G41100","CML12","Calcium-binding EF hand family protein(TCH3)",818709
"131","AT1G51890","AT1G51890","Leucine-rich repeat protein kinase family protein(AT1G51890)",841616
"132","AT3G14620","CYP72A8","cytochrome P450, family 72, subfamily A, polypeptide 8(CYP72A8)",820690
"133","AT1G48260","CIPK17","CBL-interacting protein kinase 17(CIPK17)",841246
"134","AT3G26210","CYP71B23","cytochrome P450, family 71, subfamily B, polypeptide 23(CYP71B23)",822222
"135","AT4G23450","AIRP1","RING/U-box superfamily protein(AIRP1)",828444
"136","AT4G33300","ADR1-L1","ADR1-like 1(ADR1-L1)",829466
"137","AT2G13800","SERK5","somatic embryogenesis receptor-like kinase 5(SERK5)",815863
"138","AT3G45290","MLO3","Seven transmembrane MLO family protein(MLO3)",823667
"139","AT1G19270","DA1","DA1(DA1)",838510
"140","AT3G55890","AT3G55890","Yippee family putative zinc-binding protein(AT3G55890)",824755
"141","AT4G11000","AT4G11000","Ankyrin repeat family protein(AT4G11000)",826701
"142","AT1G63860","AT1G63860","Disease resistance protein (TIR-NBS-LRR class) family(AT1G63860)",3767624
"143","AT3G48020","AT3G48020","hypothetical protein(AT3G48020)",823957
"144","AT1G67520","AT1G67520","lectin protein kinase family protein(AT1G67520)",843073
"145","AT3G50950","RPP13L4","HOPZ-ACTIVATED RESISTANCE 1(ZAR1)",824259
"146","AT5G14930","SAG101","senescence-associated gene 101(SAG101)",831345
"147","AT2G06240","AT2G06240","hypothetical protein(AT2G06240)",3768631
"148","AT5G03550","AT5G03550","MATH domain/coiled-coil protein(AT5G03550)",28720565
"149","AT3G29190","TPS15","Terpenoid cyclases/Protein prenyltransferases superfamily protein(AT3G29190)",822572
"150","AT4G32215","AT4G32215","hypothetical protein(AT4G32215)",3770571
"151","AT3G48520","CYP94B3","cytochrome P450, family 94, subfamily B, polypeptide 3(CYP94B3)",824011
"152","AT4G21920","AT4G21920","hypothetical protein(AT4G21920)",828281
"153","AT1G72460","AT1G72460","Leucine-rich repeat protein kinase family protein(AT1G72460)",843578
"154","AT5G11410","AT5G11410","Protein kinase superfamily protein(AT5G11410)",831012
"155","AT2G23150","NRAMP3","natural resistance-associated macrophage protein 3(NRAMP3)",816847
"156","AT5G01740","AT5G01740","Nuclear transport factor 2 (NTF2) family protein(AT5G01740)",831686
"157","AT3G30720","QQS","qua-quine starch(QQS)",822807
"158","AT5G14830","AT5G14830","hypothetical protein(AT5G14830)",3770642
"159","AT1G65000","AT1G65000","F-box only protein(AT1G65000)",842808
"160","AT3G14710","AT3G14710","RNI-like superfamily protein(AT3G14710)",820699
"161","AT1G20180","AT1G20180","transmembrane protein (DUF677)(AT1G20180)",838607
"162","AT4G08555","AT4G08555","hypothetical protein(AT4G08555)",826416
"163","AT3G46080","ZAT8","C2H2-type zinc finger family protein(AT3G46080)",823751
"164","AT1G56060","AT1G56060","cysteine-rich/transmembrane domain protein B(AT1G56060)",842057
"165","AT5G10695","AT5G10695","methionyl-tRNA synthetase(AT5G10695)",830934
"166","AT3G17000","UBC32","ubiquitin-conjugating enzyme 32(UBC32)",820956
"167","AT1G52890","NAC019","NAC domain containing protein 19(NAC019)",841722
"168","AT2G43510","ATTI1","trypsin inhibitor protein 1(TI1)",818952
"169","AT5G54940","AT5G54940","Translation initiation factor SUI1 family protein(AT5G54940)",835585
"170","AT5G20710","BGAL7","beta-galactosidase 7(BGAL7)",832194
"171","AT5G40690","AT5G40690","histone-lysine N-methyltransferase trithorax-like protein(AT5G40690)",834069
"172","AT1G08310","AT1G08310","alpha/beta-Hydrolases superfamily protein(AT1G08310)",837351
"173","AT1G31935","AT1G31935","ncRNA(AT1G31935)",6241487
"174","AT1G75960","AAE8","AMP-dependent synthetase and ligase family protein(AT1G75960)",843929
"175","AT4G14010","RALFL32","ralf-like 32(RALFL32)",827037
"176","AT1G16150","WAKL4","wall associated kinase-like 4(WAKL4)",838184
"177","AT3G55900","AT3G55900","F-box family protein(AT3G55900)",824756
"178","AT1G48000","MYB112","myb domain protein 112(MYB112)",841218
"179","AT3G52820","PAP22","purple acid phosphatase 22(PAP22)",824448
"180","AT5G49710","AT5G49710","RING finger protein(AT5G49710)",835034
"181","AT1G77370","GRXC3","Glutaredoxin family protein(AT1G77370)",844073
"182","AT3G06500","INVC","Plant neutral invertase family protein(A/N-InvC)",819828
"183","AT2G02810","UTR1","UDP-galactose transporter 1(UTR1)",814811
"184","AT1G26420","AT1G26420","FAD-binding Berberine family protein(AT1G26420)",839184
"185","AT2G30250","WRKY25","WRKY DNA-binding protein 25(WRKY25)",817575
"186","AT5G28010","AT5G28010","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT5G28010)",832871
"187","AT3G44880","PAO","Pheophorbide a oxygenase family protein with Rieske 2Fe-2S domain-containing protein(ACD1)",823622
"188","AT5G47860","AT5G47860","Gut esterase (DUF1350)(AT5G47860)",834837
"189","AT3G03880","AT3G03880","sterol O-acyltransferase, putative (DUF1639)(AT3G03880)",821095
"190","AT4G37050","PLP3","PATATIN-like protein 4(PLP4)",829859
"191","AT4G33940","AT4G33940","RING/U-box superfamily protein(AT4G33940)",829539
"192","AT5G16880","AT5G16880","Target of Myb protein 1(AT5G16880)",831551
"193","AT3G19910","BBR","RING/U-box superfamily protein(AT3G19910)",821529
"194","AT2G40110","AT2G40110","Yippee family putative zinc-binding protein(AT2G40110)",818600
"195","AT3G12740","ALIS1","ALA-interacting subunit 1(ALIS1)",820456
"196","AT1G14260","AT1G14260","RING/FYVE/PHD zinc finger superfamily protein(AT1G14260)",837987
"197","AT5G24110","WRKY30","WRKY DNA-binding protein 30(WRKY30)",832476
"198","AT1G65240","AT1G65240","Eukaryotic aspartyl protease family protein(AT1G65240)",842831
"199","AT2G05518","AT2G05518","ncRNA(AT2G05518)",7922291
"200","AT4G12070","AT4G12070","hypothetical protein(AT4G12070)",826815
"201","AT1G42990","BZIP60","basic region/leucine zipper motif 60(BZIP60)",840897
"202","AT4G39140","AT4G39140","RING/U-box superfamily protein(AT4G39140)",830069
"203","AT3G50210","AT3G50210","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT3G50210)",824183
"204","AT3G26910","AT3G26910","hydroxyproline-rich glycoprotein family protein(AT3G26910)",822307
"205","AT3G22910","ACA13","ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein(AT3G22910)",821863
"206","AT5G25930","AT5G25930","kinase family with leucine-rich repeat domain-containing protein(AT5G25930)",832662
"207","AT5G02490","MED37D","Heat shock protein 70 (Hsp 70) family protein(Hsp70-2)",831856
"208","AT3G52400","SYP122","syntaxin of plants 122(SYP122)",824405
"209","AT4G23810","WRKY53","WRKY family transcription factor(WRKY53)",828481
"210","AT1G04960","AT1G04960","golgin family A protein (DUF1664)(AT1G04960)",839346
"211","AT1G70740","AT1G70740","Protein kinase superfamily protein(AT1G70740)",843411
"212","AT5G48657","AT5G48657","defense protein-like protein(AT5G48657)",2746202
"213","AT2G04515","AT2G04515","transmembrane protein(AT2G04515)",814993
"214","AT3G03180","AT3G03180","Got1/Sft2-like vescicle transport protein family(AT3G03180)",821059
"215","AT3G10820","MED26A","Transcription elongation factor (TFIIS) family protein(AT3G10820)",820251
"216","AT1G13000","AT1G13000","transmembrane protein, putative (DUF707)(AT1G13000)",837858
"217","AT1G16540","ABA3","molybdenum cofactor sulfurase (LOS5) (ABA3)(ABA3)",838224
"218","AT1G69310","WRKY57","WRKY DNA-binding protein 57(WRKY57)",843262
"219","AT3G55470","AT3G55470","Calcium-dependent lipid-binding (CaLB domain) family protein(AT3G55470)",824713
"220","AT1G51860","AT1G51860","Leucine-rich repeat protein kinase family protein(AT1G51860)",841613
"221","AT5G66630","DAR5","DA1-related protein 5(DAR5)",836795
"222","AT2G25000","WRKY60","WRKY DNA-binding protein 60(WRKY60)",817039
"223","AT1G34750","AT1G34750","Protein phosphatase 2C family protein(AT1G34750)",840379
"224","AT1G61250","SCAMP3","secretory carrier 3(SC3)",842418
"225","AT1G11190","ENDO1","bifunctional nuclease i(BFN1)",837660
"226","AT1G68820","AT1G68820","Transmembrane Fragile-X-F-associated protein(AT1G68820)",843214
"227","AT4G23190","CRK11","cysteine-rich RLK (RECEPTOR-like protein kinase) 11(CRK11)",828418
"228","AT4G11655","AT4G11655","Uncharacterized protein family (UPF0497)(AT4G11655)",2745700
"229","AT4G17230","SCL13","SCARECROW-like 13(SCL13)",827435
"230","AT1G02580","MEA","SET domain-containing protein(MEA)",839422
"231","AT5G48380","BIR1","BAK1-interacting receptor-like kinase 1(BIR1)",834892
"232","AT1G64400","LACS3","AMP-dependent synthetase and ligase family protein(LACS3)",842748
"233","AT4G20110","VSR7","VACUOLAR SORTING RECEPTOR 7(VSR7)",827757
"234","AT4G31800","WRKY18","WRKY DNA-binding protein 18(WRKY18)",829308
"235","AT5G24530","DMR6","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(DMR6)",832524
"236","AT1G75450","CKX5","cytokinin oxidase 5(CKX5)",843881
"237","AT4G30390","AT4G30390","UDP-arabinopyranose mutase(AT4G30390)",829162
"238","AT2G18690","AT2G18690","transmembrane protein(AT2G18690)",816384
"239","AT2G40270","AT2G40270","Protein kinase family protein(AT2G40270)",818619
"240","AT2G40095","AT2G40095","Alpha/beta hydrolase related protein(AT2G40095)",818598
"241","AT5G25440","AT5G25440","Protein kinase superfamily protein(AT5G25440)",832618
"242","AT1G23440","AT1G23440","Peptidase C15, pyroglutamyl peptidase I-like protein(AT1G23440)",838952
"243","AT3G23280","XBAT35","hypothetical protein(XBAT35)",821907
"244","AT2G21500","AT2G21500","RING/U-box superfamily protein(AT2G21500)",816689
"245","AT4G20000","AT4G20000","VQ motif-containing protein(AT4G20000)",827745
"246","AT5G18310","AT5G18310","ubiquitin hydrolase(AT5G18310)",831949
"247","AT1G63720","AT1G63720","hydroxyproline-rich glycoprotein family protein(AT1G63720)",842676
"248","AT3G45040","AT3G45040","phosphatidate cytidylyltransferase family protein(AT3G45040)",823639
"249","AT4G23030","AT4G23030","MATE efflux family protein(AT4G23030)",828402
"250","AT2G16790","AT2G16790","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT2G16790)",816180
"251","AT1G77380","AAP3","amino acid permease 3(AAP3)",844074
"252","AT3G28850","AT3G28850","Glutaredoxin family protein(AT3G28850)",822517
"253","AT1G78280","AT1G78280","transferases, transferring glycosyl groups(AT1G78280)",844163
"254","AT1G65580","FRA3","Endonuclease/exonuclease/phosphatase family protein(FRA3)",842869
"255","AT3G54100","AT3G54100","O-fucosyltransferase family protein(AT3G54100)",824577
"256","AT3G27630","AT3G27630","cyclin-dependent kinase inhibitor SMR3-like protein(AT3G27630)",822385
"257","AT3G55910","AT3G55910","ADP-ribosylation factor GTPase-activating protein(AT3G55910)",824757
"258","AT3G08720","ATPK2","serine/threonine protein kinase 2(S6K2)",820019
"259","AT3G26690","NUDT13","nudix hydrolase homolog 13(NUDX13)",822281
"260","AT1G64470","AT1G64470",NA,NA
"261","AT2G42360","ATL41","RING/U-box superfamily protein(AT2G42360)",818837
"262","AT3G56500","AT3G56500","serine-rich protein-like protein(AT3G56500)",824817
"263","AT4G01335","AT4G01335","TATA box-binding protein associated factor RNA polymerase I subunit B-like protein(AT4G01335)",7922343
"264","AT4G13890","SHM5","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein(EDA36)",827024
"265","AT2G31560","AT2G31560","signal transducer/transcription protein, putative (DUF1685)(AT2G31560)",817714
"266","AT4G15490","UGT84A3","UDP-Glycosyltransferase superfamily protein(UGT84A3)",827221
"267","AT1G19200","AT1G19200","cyclin-dependent kinase, putative (DUF581)(AT1G19200)",838503
"268","AT3G55840","HSPRO1","Hs1pro-1 protein(AT3G55840)",824750
"269","AT5G51580","AT5G51580","hypothetical protein(AT5G51580)",835232
"270","AT2G25460","AT2G25460","EEIG1/EHBP1 protein amino-terminal domain protein(AT2G25460)",817084
"271","AT3G22740","HMT3","homocysteine S-methyltransferase 3(HMT3)",821845
"272","AT5G04200","AMC9","metacaspase 9(MC9)",830299
"273","AT2G47270","UPB1","transcription factor UPBEAT protein(UPB1)",819340
"274","AT4G34380","AT4G34380","Transducin/WD40 repeat-like superfamily protein(AT4G34380)",829588
"275","AT2G02310","PP2B6","phloem protein 2-B6(PP2-B6)",814762
"276","AT4G13270","AT4G13270","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family(AT4G13270)",826957
"277","AT5G38780","AT5G38780","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT5G38780)",833869
"278","AT3G13275","AT3G13275","transmembrane protein(AT3G13275)",820527
"279","AT1G17310","AT1G17310","MADS-box transcription factor family protein(AT1G17310)",838303
"280","AT2G35070","AT2G35070","transmembrane protein(AT2G35070)",818072
"281","AT1G35430","AT1G35430","transmembrane protein(AT1G35430)",840435
"282","AT1G55990","AT1G55990","glycine-rich protein(AT1G55990)",842050
"283","AT5G08770","AT5G08770","topoisomerase I damage affected-like protein(AT5G08770)",830777
"284","AT3G52710","AT3G52710","hypothetical protein(AT3G52710)",824437
"285","AT5G07070","CIPK2","CBL-interacting protein kinase 2(CIPK2)",830598
"286","AT3G29170","AT3G29170","transmembrane protein (DUF872)(AT3G29170)",822567
"287","AT3G58170","BET11","BET1P/SFT1P-like protein 14A(BS14A)",824986
"288","AT5G62460","AT5G62460","RING/FYVE/PHD zinc finger superfamily protein(AT5G62460)",836366
"289","AT4G24990","MUB3","Ubiquitin family protein(ATGP4)",828602
"290","AT5G22360","VAMP714","vesicle-associated membrane protein 714(VAMP714)",832297
"291","AT2G04410","AT2G04410","RPM1-interacting protein 4 (RIN4) family protein(AT2G04410)",814981
"292","AT5G58070","ATTIL","temperature-induced lipocalin(TIL)",835919
"293","AT1G17940","AT1G17940","Endosomal targeting BRO1-like domain-containing protein(AT1G17940)",838373
"294","AT4G26240","AT4G26240","histone-lysine N-methyltransferase(AT4G26240)",828730
"295","AT5G22300","NIT4","nitrilase 4(NIT4)",832290
"296","AT2G38000","AT2G38000","chaperone protein dnaJ-like protein(AT2G38000)",818378
"297","AT4G19670","AT4G19670","RING/U-box superfamily protein(AT4G19670)",827711
"298","AT4G22680","MYB85","myb domain protein 85(MYB85)",828364
"299","AT2G44490","BGLU26","Glycosyl hydrolase superfamily protein(PEN2)",819056
"300","AT3G46000","ADF2","actin depolymerizing factor 2(ADF2)",823743
"301","AT3G56170","CAN1","Ca-2+ dependent nuclease(CAN)",824783
"302","AT5G46180","DELTA-OAT","ornithine-delta-aminotransferase(DELTA-OAT)",834660
"303","AT2G30140","UGT87A2","UDP-Glycosyltransferase superfamily protein(UGT87A2)",817566
"304","AT5G08790","NAC081","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein(ATAF2)",830779
"305","AT3G63010","GID1B","alpha/beta-Hydrolases superfamily protein(GID1B)",825476
"306","AT2G34500","CYP710A1","cytochrome P450, family 710, subfamily A, polypeptide 1(CYP710A1)",818013
"307","AT4G23470","AT4G23470","PLAC8 family protein(AT4G23470)",828446
"308","AT5G05110","CYS7","Cystatin/monellin family protein(AT5G05110)",830393
"309","AT1G07890","APX1","ascorbate peroxidase 1(APX1)",837304
"310","AT3G01970","WRKY45","WRKY DNA-binding protein 45(WRKY45)",821270
"311","AT1G55240","AT1G55240","proteinase inhibitor I4, serpin (DUF716)(AT1G55240)",841967
"312","AT1G31772","AT1G31772","Defensin-like (DEFL) family protein(AT1G31772)",3766871
"313","AT3G46930","AT3G46930","Protein kinase superfamily protein(AT3G46930)",823846
"314","AT2G38240","AT2G38240","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT2G38240)",818403
"315","AT1G21550","CML44","Calcium-binding EF-hand family protein(AT1G21550)",838756
"316","AT1G47510","AT5PTASE11","inositol polyphosphate 5-phosphatase 11(5PTASE11)",841160
"317","AT4G23560","AtGH9B15","glycosyl hydrolase 9B15(GH9B15)",828456
"318","AT5G14810","AT5G14810","hypothetical protein(AT5G14810)",3770641
"319","AT2G15570","GAT1","Thioredoxin superfamily protein(ATHM3)",816050
"320","AT2G47190","ATMYB2","myb domain protein 2(MYB2)",819332
"321","AT5G47740","AT5G47740","Adenine nucleotide alpha hydrolases-like superfamily protein(AT5G47740)",834825
"322","AT1G53580","GLY3","glyoxalase II 3(GLY3)",841793
"323","AT4G33920","AT4G33920","Protein phosphatase 2C family protein(AT4G33920)",829536
"324","AT4G19200","AT4G19200","proline-rich family protein(AT4G19200)",827660
"325","AT4G33610","AT4G33610","glycine-rich protein(AT4G33610)",829501
"326","AT1G29690","CAD1","MAC/Perforin domain-containing protein(CAD1)",839846
"327","AT1G36380","AT1G36380","transmembrane protein(AT1G36380)",840544
"328","AT1G64460","AT1G64460","phosphatidylinositol 4-kinase gamma-like protein(AT1G64460)",842754
"329","AT1G14370","APK2A","protein kinase 2A(APK2A)",837999
