"","gene","symbol","Description","Entrez"
"27","AT1G33950","AT1G33950","Avirulence induced gene (AIG1) family protein(AT1G33950)",840292
"28","AT3G20155","AT3G20155","hypothetical protein(AT3G20155)",821559
"29","AT3G25600","CML16","Calcium-binding EF-hand family protein(AT3G25600)",822147
"30","AT3G57450","AT3G57450","hypothetical protein(AT3G57450)",28719408
"31","AT2G25250","AT2G25250","serine/arginine repetitive matrix-like protein(AT2G25250)",817063
"32","AT5G64660","PUB27","CYS, MET, PRO, and GLY protein 2(CMPG2)",836587
"33","AT1G32920","AT1G32920","hypothetical protein(AT1G32920)",28717292
"34","AT3G56880","AT3G56880","VQ motif-containing protein(AT3G56880)",824855
"35","AT2G39650","AT2G39650","cruciferin (DUF506)(AT2G39650)",818548
"36","AT3G23250","MYB15","myb domain protein 15(MYB15)",821904
"37","AT1G18740","AT1G18740","ROH1, putative (DUF793)(AT1G18740)",838456
"38","AT3G46620","AT3G46620","zinc finger (C3HC4-type RING finger) family protein(RDUF1)",823815
"39","AT3G19270","CYP707A4","cytochrome P450, family 707, subfamily A, polypeptide 4(CYP707A4)",821461
"40","AT5G59820","ZAT12","C2H2-type zinc finger family protein(RHL41)",836103
"41","AT1G15010","AT1G15010","mediator of RNA polymerase II transcription subunit(AT1G15010)",838066
"42","AT3G61190","BAP1","BON association protein 1(BAP1)",825291
"43","AT5G27610","ALY1","protein ALWAYS EARLY 1(ALY1)",832823
"44","AT5G64910","AT5G64910","Serine/Threonine-kinase(AT5G64910)",836615
"45","AT1G29860","WRKY71","WRKY DNA-binding protein 71(WRKY71)",839864
"46","AT5G06370","AT5G06370","NC domain-containing protein-like protein(AT5G06370)",830525
"47","AT5G07310","ERF115","Integrase-type DNA-binding superfamily protein(AT5G07310)",830622
"48","AT5G64870","FLOT3","SPFH/Band 7/PHB domain-containing membrane-associated protein family(AT5G64870)",836610
"49","AT3G16720","ATL2","TOXICOS EN LEVADURA 2(ATL2)",820924
"50","AT5G66650","AT5G66650","calcium uniporter (DUF607)(AT5G66650)",836797
"51","AT2G40140","CZF1","zinc finger (CCCH-type) family protein(CZF1)",818605
"52","AT3G52800","SAP6","A20/AN1-like zinc finger family protein(AT3G52800)",824446
"53","AT3G24400","AT3G24400","miscRNA(PERK2)",28719311
"54","AT5G01715","AT5G01715","miscRNA(AT5G01715)",3770700
"55","AT2G22880","AT2G22880","VQ motif-containing protein(AT2G22880)",816819
"56","AT1G09070","SRC2","soybean gene regulated by cold-2(SRC2)",837428
"57","AT1G03260","AT1G03260","SNARE associated Golgi protein family(AT1G03260)",839546
"58","AT5G05390","LAC12","laccase 12(LAC12)",830421
"59","AT1G68700","AT1G68700","transmembrane protein(AT1G68700)",28717409
"60","AT3G01170","AT3G01170","Ribosomal protein L34e superfamily protein(AT3G01170)",820469
"61","AT3G11020","DREB2B","DRE/CRT-binding protein 2B(DREB2B)",820273
"62","AT1G32928","AT1G32928","Avr9/Cf-9 rapidly elicited protein(AT1G32928)",3766886
"63","AT2G26530","AR781","AR781, pheromone receptor-like protein (DUF1645)(AR781)",817194
"64","AT3G32026","AT3G32026","hypothetical protein(AT3G32026)",3769227
"65","AT5G37620","AT5G37620","Cysteine/Histidine-rich C1 domain family protein(AT5G37620)",833740
"66","AT5G23360","AT5G23360","GRAM domain-containing protein / ABA-responsive protein-like protein(AT5G23360)",832400
"67","AT5G57560","XTH22","Xyloglucan endotransglucosylase/hydrolase family protein(TCH4)",835860
"68","AT3G55646","AT3G55646","TPRXL(AT3G55646)",3769719
"69","AT1G64380","ERF061","Integrase-type DNA-binding superfamily protein(AT1G64380)",842745
"70","AT3G30580","AT3G30580","hypothetical protein(AT3G30580)",822772
"71","AT2G36770","UGT73C4","UDP-Glycosyltransferase superfamily protein(AT2G36770)",818249
"72","AT3G21660","PUX6","UBX domain-containing protein(AT3G21660)",821720
"73","AT3G05936","AT3G05936","hypothetical protein(AT3G05936)",6240608
"74","AT4G18280","AT4G18280","glycine-rich cell wall protein-like protein(AT4G18280)",827554
"75","AT4G29570","CDA8","Cytidine/deoxycytidylate deaminase family protein(AT4G29570)",829078
"76","AT4G33800","AT4G33800","hypothetical protein(AT4G33800)",829522
"77","AT4G24760","AT4G24760","alpha/beta-Hydrolases superfamily protein(AT4G24760)",828578
"78","AT1G19380","AT1G19380","sugar, putative (DUF1195)(AT1G19380)",838521
"79","AT5G67300","MYB44","myb domain protein r1(MYBR1)",836865
"80","AT5G33390","AT5G33390","glycine-rich protein(AT5G33390)",833329
"81","AT1G79660","AT1G79660","ephrin-A3 protein(AT1G79660)",844305
"82","AT2G30360","CIPK11","SOS3-interacting protein 4(SIP4)",817586
"83","AT2G38500","AT2G38500","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT2G38500)",818432
"84","AT5G39240","AT5G39240","transcription factor UPBEAT-like protein(AT5G39240)",833920
"85","AT4G33467","AT4G33467","hypothetical protein(AT4G33467)",5008180
"86","AT2G18970","AT2G18970","hypothetical protein(AT2G18970)",816414
"87","AT4G25380","SAP10","stress-associated protein 10(SAP10)",828641
"88","AT1G15430","AT1G15430","hypothetical protein (DUF1644)(AT1G15430)",838114
"89","AT5G62470","MYB96","myb domain protein 96(MYB96)",836367
"90","AT2G20150","AT2G20150","hypothetical protein(AT2G20150)",816535
"91","AT2G20880","ERF053","Integrase-type DNA-binding superfamily protein(ERF53)",816622
"92","AT4G28811","BHLH119","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT4G28811)",5008170
"93","AT3G27440","UKL5","uridine kinase-like 5(UKL5)",822365
"94","AT1G59860","HSP17.6A","HSP20-like chaperones superfamily protein(AT1G59860)",842280
"95","AT5G17850","CCX2","Sodium/calcium exchanger family protein(AT5G17850)",831653
"96","AT2G37740","ATZFP10","zinc-finger protein 10(ZFP10)",818351
"97","AT3G23170","AT3G23170","hypothetical protein(AT3G23170)",821893
"98","AT1G72940","AT1G72940","Toll-Interleukin-Resistance (TIR) domain-containing protein(AT1G72940)",843625
"99","AT4G30430","TET9","tetraspanin9(TET9)",829166
"100","AT3G23630","IPT7","isopentenyltransferase 7(IPT7)",821943
"101","AT5G24860","FPF1","flowering promoting factor 1(FPF1)",832555
"102","AT2G37430","ZAT11","C2H2 and C2HC zinc fingers superfamily protein(ZAT11)",818319
"103","AT1G16360","ALIS4","LEM3 (ligand-effect modulator 3) family protein / CDC50 family protein(AT1G16360)",838205
"104","AT1G60190","PUB19","ARM repeat superfamily protein(PUB19)",842314
"105","AT5G45630","AT5G45630","senescence regulator (Protein of unknown function, DUF584)(AT5G45630)",834603
"106","AT2G27080","AT2G27080","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family(AT2G27080)",817250
"107","AT5G37770","CML24","EF hand calcium-binding protein family(TCH2)",833755
"108","AT5G26030","HEM15","ferrochelatase 1(FC1)",832672
"109","AT2G28400","AT2G28400","senescence regulator (Protein of unknown function, DUF584)(AT2G28400)",817388
"110","AT5G54165","AT5G54165","Avr9/Cf-9 rapidly elicited protein(AT5G54165)",6241133
"111","AT4G22710","CYP706A2","cytochrome P450, family 706, subfamily A, polypeptide 2(CYP706A2)",828367
"112","AT5G67140","AT5G67140","F-box/RNI-like superfamily protein(AT5G67140)",836849
"113","AT1G66480","AT1G66480","plastid movement impaired 2(AT1G66480)",842966
"114","AT2G36210","AT2G36210","SAUR-like auxin-responsive protein family(AT2G36210)",818193
"115","AT4G30180","AT4G30180","hypothetical protein(AT4G30180)",829141
"116","AT5G67470","FH6","formin homolog 6(FH6)",836883
"117","AT5G28540","MED37A","heat shock protein 70 (Hsp 70) family protein(BIP1)",832950
"118","AT1G07090","LSH6","LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein (DUF640)(LSH6)",837220
"119","AT3G03170","AT3G03170","hypothetical protein(AT3G03170)",821064
"120","AT1G55120","CWINV3","beta-fructofuranosidase 5(FRUCT5)",841955
"121","AT1G17620","AT1G17620","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family(AT1G17620)",838339
"122","AT1G60610","AT1G60610","SBP (S-ribonuclease binding protein) family protein(AT1G60610)",842355
"123","AT2G41380","AT2G41380","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT2G41380)",818736
"124","AT4G26890","MAPKKK16","mitogen-activated protein kinase kinase kinase 16(MAPKKK16)",828796
"125","AT3G12710","AT3G12710","DNA glycosylase superfamily protein(AT3G12710)",820453
"126","AT3G18820","RABG3F","RAB GTPase homolog G3F(RAB7B)",821415
"127","AT1G48440","AT1G48440","B-cell receptor-associated 31-like protein(AT1G48440)",841265
"128","AT1G23205","AT1G23205","Plant invertase/pectin methylesterase inhibitor superfamily protein(AT1G23205)",838929
"129","AT3G53210","AT3G53210","nodulin MtN21 /EamA-like transporter family protein(UMAMIT6)",824487
"130","AT5G18840","AT5G18840","Major facilitator superfamily protein(AT5G18840)",832002
"131","AT5G57740","XBAT32","hypothetical protein(XBAT32)",835882
"132","AT1G61255","AT1G61255","hypothetical protein(AT1G61255)",842419
"133","AT2G17720","P4H5","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(P4H5)",816281
"134","AT1G30620","MUR4","NAD(P)-binding Rossmann-fold superfamily protein(MUR4)",839942
"135","AT3G49120","PER34","peroxidase CB(PRXCB)",824073
"136","AT1G44170","ALDH3H1","aldehyde dehydrogenase 3H1(ALDH3H1)",841020
"137","AT5G25940","AT5G25940","early nodulin-like protein(AT5G25940)",832663
"138","AT1G71140","AT1G71140","MATE efflux family protein(AT1G71140)",843454
"139","AT3G60120","BGLU27","beta glucosidase 27(BGLU27)",825182
"140","AT2G32210","AT2G32210","cysteine-rich/transmembrane domain A-like protein(AT2G32210)",817780
"141","AT4G25250","AT4G25250","Plant invertase/pectin methylesterase inhibitor superfamily protein(AT4G25250)",828628
"142","AT3G56891","AT3G56891","Heavy metal transport/detoxification superfamily protein(AT3G56891)",6240272
"143","AT4G22590","TPPG","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein(TPPG)",828355
"144","AT5G23850","AT5G23850","O-glucosyltransferase rumi-like protein (DUF821)(AT5G23850)",832450
"145","AT2G25110","SDF2","stromal cell-derived factor 2-like protein precursor(SDF2)",817049
"146","AT2G37110","AT2G37110","PLAC8 family protein(AT2G37110)",818287
"147","AT4G17615","CBL1","calcineurin B-like protein 1(CBL1)",827481
"148","AT3G24840","SFH9","Sec14p-like phosphatidylinositol transfer family protein(AT3G24840)",822082
"149","AT5G27520","PNC2","peroxisomal adenine nucleotide carrier 2(PNC2)",832812
"150","AT1G50580","UGT79B5","UDP-Glycosyltransferase superfamily protein(AT1G50580)",841480
"151","AT1G08590","PXL1","Leucine-rich receptor-like protein kinase family protein(AT1G08590)",837381
"152","AT4G20890","TUBB9","tubulin beta-9 chain(TUB9)",827837
"153","AT2G46780","AT2G46780","RNA-binding (RRM/RBD/RNP motifs) family protein(AT2G46780)",819291
"154","AT3G20130","CYP705A22","cytochrome P450, family 705, subfamily A, polypeptide 22(CYP705A22)",821556
"155","AT3G46290","HERK1","hercules receptor kinase 1(HERK1)",823774
"156","AT4G21990","3-Apr","APS reductase 3(APR3)",828288
"157","AT2G42850","CYP718","cytochrome P450, family 718(CYP718)",818885
"158","AT1G64060","RBOHF","respiratory burst oxidase protein F(RBOH F)",842710
"159","AT2G47550","PME20","Plant invertase/pectin methylesterase inhibitor superfamily(AT2G47550)",819368
"160","AT5G04990","SUN1","SAD1/UNC-84 domain protein 1(SUN1)",830381
"161","AT2G41290","SSL2","strictosidine synthase-like 2(SSL2)",818728
"162","AT4G28085","AT4G28085","transmembrane protein(AT4G28085)",828924
"163","AT3G08670","AT3G08670","serine/arginine repetitive matrix-like protein(AT3G08670)",820014
"164","AT1G03350","AT1G03350","BSD domain-containing protein(AT1G03350)",838679
"165","AT2G35710","PGSIP8","Nucleotide-diphospho-sugar transferases superfamily protein(PGSIP7)",818140
"166","AT5G63800","BGAL6","Glycosyl hydrolase family 35 protein(MUM2)",836500
"167","AT5G23210","SCPL34","serine carboxypeptidase-like 34(SCPL34)",832385
"168","AT2G38120","AUX1","Transmembrane amino acid transporter family protein(AUX1)",818390
"169","AT5G16730","AT5G16730","weak chloroplast movement under blue light protein (DUF827)(AT5G16730)",831536
"170","AT3G57020","SSL9","Calcium-dependent phosphotriesterase superfamily protein(AT3G57020)",824869
"171","AT5G63030","GRXC1","Thioredoxin superfamily protein(GRXC1)",836423
"172","AT2G48010","RKF3","receptor-like kinase in in flowers 3(RKF3)",819413
"173","AT3G16150","AT3G16150","N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein(ASPGB1)",820860
"174","AT2G30340","LBD13","LOB domain-containing protein 13(LBD13)",817584
"175","AT4G28650","PXL2","Leucine-rich repeat transmembrane protein kinase family protein(AT4G28650)",828983
"176","AT2G02860","SUC3","sucrose transporter 2(SUT2)",814817
"177","AT5G06200","CASP4","Uncharacterized protein family (UPF0497)(CASP4)",830507
"178","AT2G36300","AT2G36300","Integral membrane Yip1 family protein(AT2G36300)",818202
"179","AT2G19880","AT2G19880","Nucleotide-diphospho-sugar transferases superfamily protein(AT2G19880)",816507
"180","AT4G19950","AT4G19950","polyadenylate-binding protein 1-B-binding protein(AT4G19950)",827739
"181","AT1G78700","BEH4","BES1/BZR1 homolog 4(BEH4)",844206
"182","AT5G10430","AGP4","arabinogalactan protein 4(AGP4)",830907
"183","AT4G26750","LIP5","hydroxyproline-rich glycoprotein family protein(EXT-like)",828782
"184","AT3G24670","AT3G24670","Pectin lyase-like superfamily protein(AT3G24670)",822063
"185","AT1G72470","ATEXO70D1","exocyst subunit exo70 family protein D1(EXO70D1)",843579
"186","AT2G39130","AT2G39130","Transmembrane amino acid transporter family protein(AT2G39130)",818499
"187","AT1G07420","SMO2-2","sterol 4-alpha-methyl-oxidase 2-1(SMO2-1)",837254
"188","AT2G27370","CASP3","Uncharacterized protein family (UPF0497)(CASP3)",817280
"189","AT2G36100","CASP1","Uncharacterized protein family (UPF0497)(CASP1)",818183
"190","AT2G41830","AT2G41830","hypothetical protein(AT2G41830)",818782
"191","AT4G37060","PLP5","PATATIN-like protein 5(PLP5)",829860
"192","AT1G01010","NAC001","NAC domain containing protein 1(NAC001)",839580
"193","AT1G71530","AT1G71530","Protein kinase superfamily protein(AT1G71530)",843493
"194","AT5G14020","AT5G14020","Endosomal targeting BRO1-like domain-containing protein(AT5G14020)",831250
"195","AT1G52855","AT1G52855","hypothetical protein(AT1G52855)",2745824
"196","AT4G02650","AT4G02650","ENTH/ANTH/VHS superfamily protein(AT4G02650)",828212
"197","AT1G04670","AT1G04670","hypothetical protein(AT1G04670)",839451
"198","AT3G48240","AT3G48240","Octicosapeptide/Phox/Bem1p family protein(AT3G48240)",823982
"199","AT1G77760","NIA1","nitrate reductase 1(NIA1)",844112
"200","AT4G24210","GID2","F-box family protein(SLY1)",828522
"201","AT1G72790","AT1G72790","hydroxyproline-rich glycoprotein family protein(AT1G72790)",843610
"202","AT5G49130","AT5G49130","MATE efflux family protein(AT5G49130)",834972
"203","AT1G60730","AT1G60730","NAD(P)-linked oxidoreductase superfamily protein(AT1G60730)",842367
"204","AT3G30460","AT3G30460","RING/U-box superfamily protein(AT3G30460)",822758
"205","AT1G54095","AT1G54095","DUF1677 family protein, putative (DUF1677)(AT1G54095)",841848
"206","AT2G32190","AT2G32190","cysteine-rich/transmembrane domain A-like protein(AT2G32190)",817778
"207","AT5G09890","AT5G09890","Protein kinase family protein(AT5G09890)",830849
"208","AT1G70270","AT1G70270","transcription factor(AT1G70270)",843363
"209","AT5G52990","AT5G52990","SNARE-like superfamily protein(AT5G52990)",835378
"210","AT3G04420","anac048","NAC domain containing protein 48(NAC048)",819597
"211","AT1G52280","RABG3D","RAB GTPase homolog G3D(RABG3d)",841658
"212","AT5G53980","ATHB-52","homeobox protein 52(HB52)",835481
"213","AT4G12520","AT4G12520","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT4G12520)",826864
"214","AT4G39130","AT4G39130","Dehydrin family protein(AT4G39130)",830068
"215","AT1G65610","KOR2","Six-hairpin glycosidases superfamily protein(KOR2)",842872
"216","AT2G02780","AT2G02780","Leucine-rich repeat protein kinase family protein(AT2G02780)",814807
"217","AT1G62770","AT1G62770","Plant invertase/pectin methylesterase inhibitor superfamily protein(AT1G62770)",842576
"218","AT1G69600","ZHD11","zinc finger homeodomain 1(ZFHD1)",843296
"219","AT5G06860","PGIP1","polygalacturonase inhibiting protein 1(PGIP1)",830577
"220","AT5G66080","AT5G66080","Protein phosphatase 2C family protein(AT5G66080)",836740
"221","AT4G02280","SUS3","sucrose synthase 3(SUS3)",828081
"222","AT1G08500","ENODL18","early nodulin-like protein 18(ENODL18)",837371
"223","AT1G79340","AMC4","metacaspase 4(MC4)",844272
"224","AT4G15120","AT4G15120","VQ motif-containing protein(AT4G15120)",827178
"225","AT5G22355","AT5G22355","Cysteine/Histidine-rich C1 domain family protein(AT5G22355)",832296
"226","AT1G30650","WRKY14","WRKY DNA-binding protein 14(WRKY14)",839945
"227","AT1G44100","AAP5","amino acid permease 5(AAP5)",841013
"228","AT5G17650","AT5G17650","glycine/proline-rich protein(AT5G17650)",831631
"229","AT4G30410","AT4G30410","sequence-specific DNA binding transcription factor(AT4G30410)",829164
"230","AT5G20110","AT5G20110","Dynein light chain type 1 family protein(AT5G20110)",832133
"231","AT1G47590","ATPUP20","miscRNA(ATPUP20)",3767384
"232","AT2G30490","CYP73A5","cinnamate-4-hydroxylase(C4H)",817599
"233","AT4G25810","XTH23","xyloglucan endotransglycosylase 6(XTR6)",828686
"234","AT1G26762","AT1G26762","transmembrane protein(AT1G26762)",5007726
"235","AT1G15100","RHA2A","RING-H2 finger A2A(RHA2A)",838073
"236","AT5G16910","CSLD2","cellulose-synthase like D2(CSLD2)",831554
"237","AT1G09500","AT1G09500","NAD(P)-binding Rossmann-fold superfamily protein(AT1G09500)",837475
"238","AT2G29500","HSP17.6B","HSP20-like chaperones superfamily protein(AT2G29500)",817499
"239","AT5G03510","AT5G03510","C2H2-type zinc finger family protein(AT5G03510)",831818
"240","AT3G01190","PER27","Peroxidase superfamily protein(AT3G01190)",821314
"241","AT3G21680","AT3G21680","hypothetical protein(AT3G21680)",28719297
"242","AT3G49845","AT3G49845","cysteine-rich TM module stress tolerance protein(WIH3)",6240705
"243","AT5G26660","MYB86","myb domain protein 86(MYB86)",832723
"244","AT1G55840","AT1G55840","Sec14p-like phosphatidylinositol transfer family protein(AT1G55840)",842034
"245","AT1G63220","AT1G63220","Calcium-dependent lipid-binding (CaLB domain) family protein(AT1G63220)",842627
"246","AT4G26940","B3GALT4","Galactosyltransferase family protein(AT4G26940)",828801
"247","AT1G27200","AT1G27200","glycosyltransferase family protein (DUF23)(AT1G27200)",839609
"248","AT2G30210","LAC3","laccase 3(LAC3)",817571
"249","AT4G27780","ACBP2","acyl-CoA binding protein 2(ACBP2)",828891
"250","AT4G33985","AT4G33985","membrane insertase, putative (DUF1685)(AT4G33985)",829545
"251","AT5G43060","AT5G43060","Granulin repeat cysteine protease family protein(RD21B)",834321
"252","AT2G22560","NET2D","Kinase interacting (KIP1-like) family protein(NET2D)",816788
"253","AT3G28180","CSLC4","Cellulose-synthase-like C4(CSLC04)",822444
"254","AT1G23060","AT1G23060","hypothetical protein(MDP40)",838914
"255","AT1G45130","BGAL5","beta-galactosidase 5(BGAL5)",841080
"256","AT2G40475","AT2G40475","hypothetical protein(ASG8)",818642
"257","AT1G23040","AT1G23040","hydroxyproline-rich glycoprotein family protein(AT1G23040)",838912
"258","AT2G41110","CAM2","calmodulin 2(CAM2)",818710
"259","AT1G04410","MDH1","Lactate/malate dehydrogenase family protein(c-NAD-MDH1)",839527
"260","AT3G05910","PAE12","Pectinacetylesterase family protein(AT3G05910)",819760
"261","AT1G20190","EXPA11","expansin 11(EXPA11)",838608
"262","AT1G56330","SAR1B","secretion-associated RAS 1B(SAR1B)",842086
"263","AT4G25260","AT4G25260","Plant invertase/pectin methylesterase inhibitor superfamily protein(AT4G25260)",828629
"264","AT2G22170","AT2G22170","Lipase/lipooxygenase, PLAT/LH2 family protein(PLAT2)",816751
"265","AT5G11420","AT5G11420","transmembrane protein, putative (Protein of unknown function, DUF642)(AT5G11420)",831013
"266","AT3G10525","SMR1","LOSS OF GIANT CELLS FROM ORGANS(LGO)",820217
"267","AT5G52510","SCL8","SCARECROW-like 8(SCL8)",835327
"268","AT1G54570","AT1G54570","Esterase/lipase/thioesterase family protein(PES1)",841899
"269","AT1G15550","GA3OX1","gibberellin 3-oxidase 1(GA3OX1)",838125
"270","AT4G20880","AT4G20880","ethylene-responsive nuclear protein / ethylene-regulated nuclear protein (ERT2)(AT4G20880)",827836
"271","AT2G01180","LPP1","phosphatidic acid phosphatase 1(PAP1)",814646
"272","AT1G05680","UGT74E2","Uridine diphosphate glycosyltransferase 74E2(UGT74E2)",837075
"273","AT1G17170","GSTU24","glutathione S-transferase TAU 24(GSTU24)",838288
"274","AT5G20480","EFR","EF-TU receptor(EFR)",832170
"275","AT2G31085","CLE6","CLAVATA3/ESR-RELATED 6(CLE6)",817664
"276","AT5G24105","AGP41","arabinogalactan protein 41(AGP41)",2745995
"277","AT4G01240","AT4G01240","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT4G01240)",827909
"278","AT3G01513","AT3G01513","hypothetical protein(AT3G01513)",821126
"279","AT5G42180","PER64","Peroxidase superfamily protein(PER64)",834223
"280","AT1G03800","ERF10","ERF domain protein 10(ERF10)",839173
"281","AT5G12020","HSP17.6","17.6 kDa class II heat shock protein(HSP17.6II)",831075
"282","AT1G05420","OFP12","ovate family protein 12(OFP12)",837043
"283","AT1G67050","AT1G67050","membrane-associated kinase regulator(AT1G67050)",843025
"284","AT2G24285","AT2G24285","zinc finger, C3HC4 type (RING finger) family protein(AT2G24285)",816964
"285","AT5G54240","AT5G54240","membrane lipoprotein lipid attachment site-like protein, putative (DUF1223)(AT5G54240)",835512
"286","AT2G35658","AT2G35658","transmembrane protein(AT2G35658)",6240444
"287","AT1G28540","AT1G28540","transmembrane protein(AT1G28540)",839754
"288","AT2G01340","At17.1","plastid movement impaired protein(At17.1)",814662
"289","AT1G46554","AT1G46554","ncRNA(AT1G46554)",6241141
"290","AT1G78710","TBL42","TRICHOME BIREFRINGENCE-LIKE 42(TBL42)",844207
"291","AT3G02990","HSFA1E","heat shock transcription factor A1E(HSFA1E)",821162
"292","AT5G38200","AT5G38200","Class I glutamine amidotransferase-like superfamily protein(AT5G38200)",833802
"293","AT3G02980","MCC1","MEIOTIC CONTROL OF CROSSOVERS1(MCC1)",821166
"294","AT4G12530","AT4G12530","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT4G12530)",826865
"295","AT3G50970","XERO2","dehydrin family protein(LTI30)",824261
"296","AT1G60740","PRXIID","Thioredoxin superfamily protein(AT1G60740)",842368
"297","AT2G21045","STR19","Rhodanese/Cell cycle control phosphatase superfamily protein(AT2G21045)",816639
"298","AT1G73880","UGT89B1","UDP-glucosyl transferase 89B1(UGT89B1)",843725
"299","AT3G23920","BAM1","beta-amylase 1(BAM1)",821975
"300","AT2G30362","AT2G30362","ncRNA(AT2G30362)",5007913
"301","AT2G36695","AT2G36695","hypothetical protein(AT2G36695)",2745584
"302","AT4G18350","NCED2","nine-cis-epoxycarotenoid dioxygenase 2(NCED2)",827562
"303","AT1G75600","AT1G75600","Histone superfamily protein(AT1G75600)",843895
"304","AT1G08860","BON3","Calcium-dependent phospholipid-binding Copine family protein(BON3)",837408
"305","AT5G43420","ATL16","RING/U-box superfamily protein(AT5G43420)",834362
"306","AT2G39820","EIF6-1","Translation initiation factor IF6(eIF6B)",818569
"307","AT5G02220","AT5G02220","cyclin-dependent kinase inhibitor(AT5G02220)",831792
"308","AT5G02330","AT5G02330","Cysteine/Histidine-rich C1 domain family protein(AT5G02330)",831755
"309","AT3G45540","AT3G45540","RING/U-box protein with C6HC-type zinc finger(AT3G45540)",823695
"310","AT5G28830","AT5G28830","calcium-binding EF hand family protein(AT5G28830)",833001
"311","AT3G47380","AT3G47380","Plant invertase/pectin methylesterase inhibitor superfamily protein(AT3G47380)",823892
"312","AT5G51520","AT5G51520","Plant invertase/pectin methylesterase inhibitor superfamily protein(AT5G51520)",835226
"313","AT1G30640","AT1G30640","Protein kinase family protein(AT1G30640)",839944
"314","AT1G64160","DIR5","Disease resistance-responsive (dirigent-like protein) family protein(DIR5)",842720
"315","AT4G14370","AT4G14370","Disease resistance protein (TIR-NBS-LRR class) family(AT4G14370)",827081
"316","AT5G67340","PUB2","ARM repeat superfamily protein(AT5G67340)",836869
"317","AT4G12290","AT4G12290","Copper amine oxidase family protein(AT4G12290)",826838
"318","AT5G25450","QCR7-2","Cytochrome bd ubiquinol oxidase, 14kDa subunit(AT5G25450)",832619
"319","AT4G14368","AT4G14368","Regulator of chromosome condensation (RCC1) family protein(AT4G14368)",7922506
"320","AT4G37530","PER51","Peroxidase superfamily protein(AT4G37530)",829908
"321","AT5G63970","AT5G63970","Copine (Calcium-dependent phospholipid-binding protein) family(RGLG3)",836518
"322","AT1G11310","MLO2","Seven transmembrane MLO family protein(MLO2)",837673
"323","AT3G25610","ALA10","ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein(AT3G25610)",822148
"324","AT3G53490","AT3G53490","valine-tRNA ligase(AT3G53490)",824517
"325","AT1G29060","AT1G29060","Target SNARE coiled-coil domain protein(AT1G29060)",839780
"326","AT4G02830","AT4G02830","hypothetical protein(AT4G02830)",828164
