"","gene","symbol","Description","Entrez"
"32","AT1G70370","JP650","polygalacturonase 2(PG2)",843373
"33","AT4G36680","AT4G36680","Tetratricopeptide repeat (TPR)-like superfamily protein(AT4G36680)",829821
"34","AT3G14370","WAG2","Protein kinase superfamily protein(WAG2)",820658
"35","AT4G31890","AT4G31890","ARM repeat superfamily protein(AT4G31890)",829319
"36","AT4G22130","SRF8","STRUBBELIG-receptor family 8(SRF8)",828302
"37","AT5G21050","AT5G21050","hyccin(AT5G21050)",832229
"38","AT5G23820","AT5G23820","MD-2-related lipid recognition domain-containing protein(AT5G23820)",832447
"39","AT5G45950","AT5G45950","GDSL-like Lipase/Acylhydrolase superfamily protein(AT5G45950)",834635
"40","AT2G45890","ROPGEF4","RHO guanyl-nucleotide exchange factor 4(ROPGEF4)",819197
"41","AT5G01340","SFC1","Mitochondrial substrate carrier family protein(mSFC1)",831479
"42","AT1G63000","NRS/ER","nucleotide-rhamnose synthase/epimerase-reductase(NRS/ER)",842603
"43","AT5G39320","UGD4","UDP-glucose 6-dehydrogenase family protein(UDG4)",833928
"44","AT3G54470","PYRE-F","uridine 5'-monophosphate synthase / UMP synthase (PYRE-F) (UMPS)(AT3G54470)",824612
"45","AT2G13820","AT2G13820","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(XYP2)",815865
"46","AT3G08580","AAC1","ADP/ATP carrier 1(AAC1)",820005
"47","AT1G04520","CRRSP3","plasmodesmata-located protein 2(PDLP2)",839502
"48","AT1G53645","AT1G53645","hydroxyproline-rich glycoprotein family protein(AT1G53645)",841801
"49","AT1G12000","PFP-BETA1","Phosphofructokinase family protein(AT1G12000)",837752
"50","AT2G17630","PSAT2","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein(AT2G17630)",816270
"51","AT5G05240","AT5G05240","cation-transporting ATPase(AT5G05240)",830406
"52","AT5G56500","CPN60B3","TCP-1/cpn60 chaperonin family protein(Cpn60beta3)",835751
"53","AT1G59970","AT1G59970","Matrixin family protein(AT1G59970)",842291
"54","AT4G34588","CPuORF2",NA,NA
"55","AT1G20950","PFP-ALPHA1","Phosphofructokinase family protein(AT1G20950)",838689
"56","AT3G09820","ADK1","adenosine kinase 1(ADK1)",820140
"57","AT5G03300","ADK2","adenosine kinase 2(ADK2)",831882
"58","AT5G11540","GULLO3","D-arabinono-1,4-lactone oxidase family protein(GulLO3)",831026
"59","AT4G29680","AT4G29680","Alkaline-phosphatase-like family protein(AT4G29680)",829089
"60","AT5G60890","MYB34","myb domain protein 34(MYB34)",836210
"61","AT1G18840","IQD30","IQ-domain 30(IQD30)",838465
"62","AT5G26780","SHM2","serine hydroxymethyltransferase 2(SHM2)",832736
"63","AT5G62580","AT5G62580","ARM repeat superfamily protein(AT5G62580)",836379
"64","AT1G60710","ATB2","NAD(P)-linked oxidoreductase superfamily protein(ATB2)",842365
"65","AT3G47980","AT3G47980","Integral membrane HPP family protein(AT3G47980)",823953
"66","AT1G29980","AT1G29980","choice-of-anchor C domain protein, putative (Protein of unknown function, DUF642)(AT1G29980)",839877
"67","AT5G61030","RBG3","glycine-rich RNA-binding protein 3(GR-RBP3)",836224
"68","AT1G78120","TPR12","Tetratricopeptide repeat (TPR)-like superfamily protein(TPR12)",844148
"69","AT2G33210","HSP60-2","heat shock protein 60-2(HSP60-2)",817883
"70","AT4G02930","TUFA","GTP binding Elongation factor Tu family protein(AT4G02930)",828134
"71","AT5G12080","MSL10","mechanosensitive channel of small conductance-like 10(MSL10)",831081
"72","AT4G17770","TPS5","trehalose phosphatase/synthase 5(TPS5)",827498
"73","AT4G35300","MSSP2","tonoplast monosaccharide transporter2(TMT2)",829684
"74","AT1G71930","NAC030","vascular related NAC-domain protein 7(VND7)",843524
"75","AT5G47920","AT5G47920","transcription elongation factor(AT5G47920)",834843
"76","AT2G26410","Iqd4","IQ-domain 4(Iqd4)",817181
"77","AT5G48820","KRP3","inhibitor/interactor with cyclin-dependent kinase(ICK6)",834940
"78","AT1G62870","AT1G62870","hypothetical protein(AT1G62870)",842588
"79","AT4G14980","AT4G14980","Cysteine/Histidine-rich C1 domain family protein(AT4G14980)",827157
"80","AT1G06830","GRXS11","Glutaredoxin family protein(AT1G06830)",837195
"81","AT2G39230","LOJ","LATERAL ORGAN JUNCTION(LOJ)",818508
"82","AT1G12950","RSH2","root hair specific 2(RSH2)",837853
"83","AT1G12040","LRX1","leucine-rich repeat/extensin 1(LRX1)",837756
"84","AT3G61300","AT3G61300","C2 calcium/lipid-binding plant phosphoribosyltransferase family protein(AT3G61300)",825302
"85","AT5G24313","AT5G24313","transmembrane protein(AT5G24313)",832499
"86","AT1G34510","PER8","Peroxidase superfamily protein(AT1G34510)",840353
"87","AT1G56680","AT1G56680","Chitinase family protein(AT1G56680)",842124
"88","AT5G20820","AT5G20820","SAUR-like auxin-responsive protein family(AT5G20820)",832205
"89","AT5G49080","AT5G49080","hypothetical protein(EXT11)",834967
"90","AT5G57540","XTH13","xyloglucan endotransglucosylase/hydrolase 13(XTH13)",835858
"91","AT2G18800","XTH21","xyloglucan endotransglucosylase/hydrolase 21(XTH21)",816395
"92","AT2G46660","CYP78A6","cytochrome P450, family 78, subfamily A, polypeptide 6(CYP78A6)",819278
"93","AT2G18570","UGT72D1","UDP-Glycosyltransferase superfamily protein(AT2G18570)",816372
"94","AT3G14880","AT3G14880","transcription factor-like protein(AT3G14880)",820717
"95","AT5G57530","XTH12","xyloglucan endotransglucosylase/hydrolase 12(XTH12)",835857
"96","AT4G26320","AGP13","arabinogalactan protein 13(AGP13)",828738
"97","AT5G57260","CYP71B10","cytochrome P450, family 71, subfamily B, polypeptide 10(CYP71B10)",835831
"98","AT4G29150","IQD25","IQ-domain 25(IQD25)",829036
"99","AT2G16570","ASE1","GLN phosphoribosyl pyrophosphate amidotransferase 1(ASE1)",816156
"100","AT3G10080","AT3G10080","RmlC-like cupins superfamily protein(AT3G10080)",820169
"101","AT2G19590","ACO1","ACC oxidase 1(ACO1)",816478
"102","AT2G16060","AHB1","hemoglobin 1(HB1)",816103
"103","AT3G10040","AT3G10040","sequence-specific DNA binding transcription factor(AT3G10040)",820165
"104","AT3G60650","AT3G60650","transmembrane protein(AT3G60650)",825236
"105","AT5G36270","AT5G36270","miscRNA(AT5G36270)",833624
"106","AT2G19990","PR-1-LIKE","pathogenesis-related protein-1-like protein(PR-1-LIKE)",816518
"107","AT1G67100","LBD40","LOB domain-containing protein 40(LBD40)",843030
"108","AT5G06640","AT5G06640","Proline-rich extensin-like family protein(EXT10)",830552
"109","AT1G48930","AtGH9C1","glycosyl hydrolase 9C1(GH9C1)",841315
"110","AT4G36700","AT4G36700","RmlC-like cupins superfamily protein(AT4G36700)",829823
"111","AT1G32710","AT1G32710","Cytochrome c oxidase, subunit Vib family protein(AT1G32710)",840165
"112","AT4G15210","BAM5","beta-amylase 5(BAM5)",827185
"113","AT4G14090","UGT75C1","UDP-Glycosyltransferase superfamily protein(AT4G14090)",827046
"114","AT5G42800","DFRA","dihydroflavonol 4-reductase(DFR)",834291
"115","AT1G12030","AT1G12030","phosphoenolpyruvate carboxylase, putative (DUF506)(AT1G12030)",837755
"116","AT4G36880","CP1","cysteine proteinase1(CP1)",829841
"117","AT1G10970","ZIP4","zinc transporter(ZIP4)",837640
"118","AT1G56430","NAS4","nicotianamine synthase 4(NAS4)",842096
"119","AT2G14247","AT2G14247","Expressed protein(AT2G14247)",2745524
"120","AT1G03820","AT1G03820","E6-like protein(AT1G03820)",839400
"121","AT3G49580","LSU1","response to low sulfur 1(LSU1)",824120
"122","AT4G23600","CORI3","Tyrosine transaminase family protein(CORI3)",828460
"123","AT4G34710","SPE2","arginine decarboxylase 2(ADC2)",829623
"124","AT5G10770","AT5G10770","Eukaryotic aspartyl protease family protein(AT5G10770)",830944
"125","AT5G41900","AT5G41900","alpha/beta-Hydrolases superfamily protein(AT5G41900)",834195
"126","AT3G02885","GASA5","GAST1 protein homolog 5(GASA5)",821194
"127","AT5G25190","ERF003","Integrase-type DNA-binding superfamily protein(ESE3)",832590
"128","AT4G11010","NDPK3","nucleoside diphosphate kinase 3(NDPK3)",826702
"129","AT5G50370","ADK2","Adenylate kinase family protein(AT5G50370)",835104
"130","AT4G24780","AT4G24780","Pectin lyase-like superfamily protein(AT4G24780)",828580
"131","AT5G26670","PAE10","Pectinacetylesterase family protein(AT5G26670)",832722
"132","AT2G20750","EXPB1","expansin B1(EXPB1)",816604
"133","AT1G35720","ANN1","annexin 1(ANNAT1)",840476
"134","AT3G15020","mMDH2","Lactate/malate dehydrogenase family protein(mMDH2)",820731
"135","AT1G16070","TULP8","tubby like protein 8(TLP8)",838177
"136","AT4G30020","AT4G30020","PA-domain containing subtilase family protein(AT4G30020)",829125
"137","AT5G20080","CBR2","FAD/NAD(P)-binding oxidoreductase(AT5G20080)",832130
"138","AT4G39950","CYP79B2","cytochrome P450, family 79, subfamily B, polypeptide 2(CYP79B2)",830154
"139","AT2G41300","SSL1","strictosidine synthase-like 1(SSL1)",818729
"140","AT1G13430","STO9","sulfotransferase 4C(ST4C)",837903
"141","AT4G13990","AT4G13990","Exostosin family protein(AT4G13990)",827035
"142","AT5G66460","MAN7","Glycosyl hydrolase superfamily protein(MAN7)",836778
"143","AT5G03760","CSLA9","Nucleotide-diphospho-sugar transferases superfamily protein(ATCSLA09)",831734
"144","AT1G65060","4CL3","4-coumarate:CoA ligase 3(4CL3)",842814
"145","AT4G29700","AT4G29700","Alkaline-phosphatase-like family protein(AT4G29700)",829091
"146","AT1G74030","ENO1","enolase 1(ENO1)",843741
"147","AT3G52370","FLA15","FASCICLIN-like arabinogalactan protein 15 precursor(FLA15)",824402
"148","AT1G76790","AT1G76790","O-methyltransferase family protein(IGMT5)",844013
"149","AT4G36360","BGAL3","beta-galactosidase 3(BGAL3)",829788
"150","AT1G73600","NMT3","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G73600)",843694
"151","AT2G21590","APL4","Glucose-1-phosphate adenylyltransferase family protein(APL4)",816697
"152","AT5G64080","AT5G64080","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(XYP1)",836529
"153","AT1G30510","RFNR2","root FNR 2(RFNR2)",839930
"154","AT1G53070","AT1G53070","Legume lectin family protein(AT1G53070)",841741
"155","AT5G05250","AT5G05250","hypothetical protein(AT5G05250)",830407
"156","AT3G46940","DUT","DUTP-PYROPHOSPHATASE-LIKE 1(DUT1)",823847
"157","AT5G04150","BHLH101","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(BHLH101)",830293
"158","AT5G17040","UGT78D4","UDP-Glycosyltransferase superfamily protein(AT5G17040)",831567
"159","AT5G62210","AT5G62210","Embryo-specific protein 3, (ATS3)(AT5G62210)",836342
"160","AT1G54840","IDM2","HSP20-like chaperones superfamily protein(AT1G54840)",841923
"161","AT5G19100","AT5G19100","Eukaryotic aspartyl protease family protein(AT5G19100)",832030
"162","AT1G15870","AT1G15870","Mitochondrial glycoprotein family protein(AT1G15870)",838157
"163","AT5G44635","MCM6","minichromosome maintenance (MCM2/3/5) family protein(MCM6)",834492
"164","AT1G56110","NOP56","NOP56-like pre RNA processing ribonucleoprotein(NOP56)",842063
"165","AT3G18240","AT3G18240/MIE15_3","Ribosomal protein S24/S35(AT3G18240)",821352
"166","AT2G44830","AT2G44830","Protein kinase superfamily protein(AT2G44830)",819092
"167","AT2G07690","MCM5","Minichromosome maintenance (MCM2/3/5) family protein(MCM5)",815415
"168","AT2G19670","PRMT12","protein arginine methyltransferase 1A(PRMT1A)",816486
"169","AT1G72810","TS2","Pyridoxal-5'-phosphate-dependent enzyme family protein(AT1G72810)",843612
"170","AT2G40010","RPP0A","Ribosomal protein L10 family protein(AT2G40010)",818589
"171","AT4G24830","AT4G24830","arginosuccinate synthase family(AT4G24830)",828586
"172","AT1G21880","LYM1","lysm domain GPI-anchored protein 1 precursor(LYM1)",838790
"173","AT5G49160","DMT1","methyltransferase 1(MET1)",834975
"174","AT5G67070","RALFL34","ralf-like 34(RALFL34)",836842
"175","AT3G44750","HDT1","histone deacetylase 3(HDA3)",823605
"176","AT4G31700","RPS6A","ribosomal protein S6(RPS6)",829298
"177","AT5G22790","RER1","reticulata-related 1(RER1)",832342
"178","AT4G39860","AT4G39860","hematological/neurological-like protein(AT4G39860)",830145
"179","AT4G31810","AT4G31810","ATP-dependent caseinolytic (Clp) protease/crotonase family protein(AT4G31810)",829310
"180","AT5G13520","LKHA4","peptidase M1 family protein(AT5G13520)",831196
"181","AT3G20050","CCT1","T-complex protein 1 alpha subunit(TCP-1)",821544
"182","AT3G23990","CPN60","heat shock protein 60(HSP60)",821983
"183","AT1G31070","GLCNAC1PUT1","N-acetylglucosamine-1-phosphate uridylyltransferase 1(GlcNAc1pUT1)",839993
"184","AT4G35850","AT4G35850","Pentatricopeptide repeat (PPR) superfamily protein(AT4G35850)",829739
"185","AT1G27030","AT1G27030","hypothetical protein(AT1G27030)",839592
"186","AT4G36180","AT4G36180","Leucine-rich receptor-like protein kinase family protein(AT4G36180)",829775
"187","AT1G30600","AT1G30600","Subtilase family protein(AT1G30600)",839940
"188","AT2G27840","HDT4","histone deacetylase-related / HD-like protein(HDT4)",817331
"189","AT3G14890","ZDP","phosphoesterase(AT3G14890)",820718
"190","AT1G64880","AT1G64880","Ribosomal protein S5 family protein(AT1G64880)",842796
"191","AT5G17420","CESA7","Cellulose synthase family protein(IRX3)",831608
"192","AT1G22220","AT1G22220","F-box family protein(AUF2)",838827
"193","AT1G07210","AT1G07210","Ribosomal protein S18(AT1G07210)",837232
"194","AT2G01210","AT2G01210","Leucine-rich repeat protein kinase family protein(AT2G01210)",814649
"195","AT3G15357","AT3G15357","phosphopantothenoylcysteine decarboxylase subunit(AT3G15357)",820774
"196","AT1G63050","LPLAT2","MBOAT (membrane bound O-acyl transferase) family protein(LPLAT2)",842608
"197","AT1G72730","TIF4A-3","DEA(D/H)-box RNA helicase family protein(AT1G72730)",843605
"198","AT2G21050","LAX2","like AUXIN RESISTANT 2(LAX2)",816640
"199","AT3G03960","CCT8","TCP-1/cpn60 chaperonin family protein(AT3G03960)",819549
"200","AT3G20000","TOM40-1","translocase of the outer mitochondrial membrane 40(TOM40)",821538
"201","AT5G60390","A3","GTP binding Elongation factor Tu family protein(AT5G60390)",836161
"202","AT1G48630","RACK1B","receptor for activated C kinase 1B(RACK1B_AT)",841284
"203","AT1G58380","RPS2A","Ribosomal protein S5 family protein(XW6)",842207
"204","AT1G72480","AT1G72480","Lung seven transmembrane receptor family protein(AT1G72480)",843580
"205","AT2G29570","PCNA2","proliferating cell nuclear antigen 2(PCNA2)",817506
"206","AT1G71830","SERK1","somatic embryogenesis receptor-like kinase 1(SERK1)",843513
"207","AT2G19170","SBT2.5","subtilisin-like serine protease 3(SLP3)",816434
"208","AT1G09200","HTR2","Histone superfamily protein(AT1G09200)",837440
"209","AT3G15680","AT3G15680","Ran BP2/NZF zinc finger-like superfamily protein(AT3G15680)",820811
"210","AT1G32860","AT1G32860","Glycosyl hydrolase superfamily protein(AT1G32860)",840180
"211","AT4G37750","ANT","Integrase-type DNA-binding superfamily protein(ANT)",829931
"212","AT3G11250","RPP0C","Ribosomal protein L10 family protein(AT3G11250)",820296
"213","AT4G12620","ORC1B","origin of replication complex 1B(ORC1B)",826875
"214","AT1G21070","AT1G21070","Nucleotide-sugar transporter family protein(AT1G21070)",838703
"215","AT2G28790","AT2G28790","Pathogenesis-related thaumatin superfamily protein(AT2G28790)",817428
"216","AT3G03060","AT3G03060","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT3G03060)",821146
"217","AT1G60390","PG1","polygalacturonase 1(PG1)",842334
"218","AT1G73620","AT1G73620","Pathogenesis-related thaumatin superfamily protein(AT1G73620)",843696
"219","AT3G55280","RPL23AB","ribosomal protein L23AB(RPL23AB)",824694
"220","AT5G23300","PYRD","pyrimidine d(PYRD)",832394
"221","AT4G15000","RPL27C","Ribosomal L27e protein family(AT4G15000)",827159
"222","AT5G59850","RPS15AA","Ribosomal protein S8 family protein(AT5G59850)",836107
"223","AT3G12270","PRMT3","protein arginine methyltransferase 3(PRMT3)",820407
"224","AT3G13150","AT3G13150","Tetratricopeptide repeat (TPR)-like superfamily protein(AT3G13150)",820503
"225","AT3G50300","AT3G50300","HXXXD-type acyl-transferase family protein(AT3G50300)",824192
"226","AT1G16350","AT1G16350","Aldolase-type TIM barrel family protein(AT1G16350)",838204
"227","AT5G20890","CCT2","TCP-1/cpn60 chaperonin family protein(AT5G20890)",832213
"228","AT1G44900","MCM2","minichromosome maintenance (MCM2/3/5) family protein(MCM2)",841056
"229","AT1G74690","IQD31","IQ-domain 31(IQD31)",843808
"230","AT1G64190","AT1G64190","6-phosphogluconate dehydrogenase family protein(AT1G64190)",842724
"231","AT1G59359","RPS2B","Ribosomal protein S5 family protein(AT1G59359)",842237
"232","AT5G60960","PNM1","Pentatricopeptide repeat (PPR) superfamily protein(PNM1)",836217
"233","AT1G54200","AT1G54200","DNA mismatch repair Msh6-like protein(AT1G54200)",841860
"234","AT5G40150","PER63","Peroxidase superfamily protein(AT5G40150)",834012
"235","AT5G06550","AT5G06550","transferring glycosyl group transferase(AT5G06550)",830543
"236","AT5G53880","AT5G53880","hypothetical protein(AT5G53880)",835469
"237","AT1G07790","HTB1","Histone superfamily protein(HTB1)",837293
"238","AT4G20940","AT4G20940","Leucine-rich receptor-like protein kinase family protein(GHR1)",827842
"239","AT4G29240","AT4G29240","Leucine-rich repeat (LRR) family protein(AT4G29240)",829045
"240","AT4G22390","AT4G22390","F-box associated ubiquitination effector family protein(AT4G22390)",828334
"241","AT4G19680","IRT2","iron regulated transporter 2(IRT2)",827712
"242","AT5G49800","AT5G49800","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT5G49800)",835043
"243","AT1G17190","GSTU26","glutathione S-transferase tau 26(GSTU26)",838290
"244","AT5G46890","AT5G46890","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT5G46890)",834734
"245","AT3G21620","AT3G21620","ERD (early-responsive to dehydration stress) family protein(AT3G21620)",821716
"246","AT5G24330","ATXR6","TRITHORAX-RELATED PROTEIN 6(ATXR6)",832503
"247","AT1G16220","AT1G16220","Protein phosphatase 2C family protein(AT1G16220)",838190
"248","AT3G18600","RH51","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT3G18600)",821391
"249","AT2G39900","WLIN2A","GATA type zinc finger transcription factor family protein(WLIM2a)",818577
"250","AT3G18900","AT3G18900","ternary complex factor MIP1 leucine-zipper protein(AT3G18900)",821423
"251","AT5G49560","AT5G49560","Putative methyltransferase family protein(AT5G49560)",835018
"252","AT5G58010","BHLH82","LJRHL1-like 3(LRL3)",835913
"253","AT5G38030","AT5G38030","MATE efflux family protein(AT5G38030)",833782
"254","AT4G30560","CNGC9","cyclic nucleotide gated channel 9(CNGC9)",829179
"255","AT5G09970","CYP78A7","cytochrome P450, family 78, subfamily A, polypeptide 7(CYP78A7)",830858
"256","AT1G09350","GOLS3","galactinol synthase 3(GolS3)",837457
"257","AT1G11120","AT1G11120","CTTNBP 2 amino-terminal-like protein(AT1G11120)",837653
"258","AT2G42005","AT2G42005","Transmembrane amino acid transporter family protein(AT2G42005)",818801
"259","AT2G14520","CBSDUF3","CBS domain protein (DUF21)(AT2G14520)",815939
"260","AT2G43600","AT2G43600","Chitinase family protein(AT2G43600)",818962
"261","AT4G04760","AT4G04760","Major facilitator superfamily protein(AT4G04760)",825812
"262","AT2G17280","PGM","Phosphoglycerate mutase family protein(AT2G17280)",816234
"263","AT4G35350","XCP1","xylem cysteine peptidase 1(XCP1)",829688
"264","AT1G45191","BGLU1","Glycosyl hydrolase superfamily protein(BGLU1)",841088
"265","AT5G10120","EIL4","Ethylene insensitive 3 family protein(AT5G10120)",830876
"266","AT3G26480","AT3G26480","Transducin family protein / WD-40 repeat family protein(AT3G26480)",822253
"267","AT5G62420","AT5G62420","NAD(P)-linked oxidoreductase superfamily protein(AT5G62420)",836363
"268","AT2G23630","sks16","SKU5 similar 16(sks16)",816895
"269","AT4G15396","CYP702A6","cytochrome P450, family 702, subfamily A, polypeptide 6(CYP702A6)",827207
"270","AT3G09190","AT3G09190","Concanavalin A-like lectin family protein(AT3G09190)",3768781
"271","AT4G28950","ARAC7","RHO-related protein from plants 9(ROP9)",829016
"272","AT4G29030","AT4G29030","Putative membrane lipoprotein(AT4G29030)",829024
"273","AT1G18250","ATLP-1","Pathogenesis-related thaumatin superfamily protein(ATLP-1)",838405
"274","AT2G36570","PXC1","Leucine-rich repeat protein kinase family protein(AT2G36570)",818230
"275","AT2G03090","EXPA15","expansin A15(EXPA15)",814838
"276","AT5G23020","MAM3","2-isopropylmalate synthase 2(IMS2)",832366
"277","AT2G41650","AT2G41650","hypothetical protein(AT2G41650)",818763
"278","AT4G31840","ENODL15","early nodulin-like protein 15(ENODL15)",829313
"279","AT5G07030","AT5G07030","Eukaryotic aspartyl protease family protein(AT5G07030)",830594
"280","AT4G34870","CYP18-4","rotamase cyclophilin 5(ROC5)",829639
"281","AT1G11840","ATGLX1","glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein(GLX1)",837731
"282","AT3G60440","AT3G60440","Phosphoglycerate mutase family protein(AT3G60440)",825215
"283","AT1G30530","UGT78D1","UDP-glucosyl transferase 78D1(UGT78D1)",839933
"284","AT1G78060","BXL7","Glycosyl hydrolase family protein(AT1G78060)",844141
"285","AT5G61290","AT5G61290","Flavin-binding monooxygenase family protein(AT5G61290)",836250
"286","AT2G28900","OEP161","outer plastid envelope protein 16-1(OEP16-1)",817439
"287","AT3G25130","AT3G25130","acidic leucine-rich nuclear phosphoprotein 32 family B protein(AT3G25130)",822104
"288","AT4G23670","AT4G23670","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT4G23670)",828467
"289","AT3G58990","IPMI1","isopropylmalate isomerase 1(IPMI1)",825068
"290","AT1G78370","GSTU20","glutathione S-transferase TAU 20(GSTU20)",844173
"291","AT2G43100","IPMI2","isopropylmalate isomerase 2(IPMI2)",818912
"292","AT3G05470","FH11","Actin-binding FH2 (formin homology 2) family protein(AT3G05470)",819712
"293","AT5G65420","CYCD4-1","CYCLIN D4;1(CYCD4;1)",836667
"294","AT1G24020","MLP423","MLP-like protein 423(MLP423)",839014
"295","AT4G23990","CSLG3","cellulose synthase like G3(CSLG3)",828499
"296","AT1G45201","ATTLL1","triacylglycerol lipase-like 1(TLL1)",841089
"297","AT2G36870","XTH32","xyloglucan endotransglucosylase/hydrolase 32(XTH32)",818259
"298","AT1G61930","AT1G61930","senescence regulator (Protein of unknown function, DUF584)(AT1G61930)",842488
"299","AT5G28510","BGLU24","beta glucosidase 24(BGLU24)",832944
"300","AT5G45700","AT5G45700","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein(AT5G45700)",834609
"301","AT4G14310","AT4G14310","Transducin/WD40 repeat-like superfamily protein(AT4G14310)",827072
"302","AT1G02730","CSLD5","cellulose synthase-like D5(CSLD5)",839467
"303","AT4G15830","AT4G15830","ARM repeat superfamily protein(AT4G15830)",827264
"304","AT5G42720","AT5G42720","Glycosyl hydrolase family 17 protein(AT5G42720)",834281
"305","AT2G38540","LTP1","lipid transfer protein 1(LP1)",818436
"306","AT5G25090","ENODL13","early nodulin-like protein 13(ENODL13)",832580
"307","AT5G37980","AT5G37980","Zinc-binding dehydrogenase family protein(AT5G37980)",833777
"308","AT1G59730","TRX7","thioredoxin H-type 7(TH7)",842266
"309","AT5G01840","OFP1","ovate family protein 1(OFP1)",831813
"310","AT1G09580","AT1G09580","emp24/gp25L/p24 family/GOLD family protein(AT1G09580)",837485
"311","AT5G13060","ABAP1","ARMADILLO BTB protein 1(ABAP1)",831145
"312","AT1G04020","BARD1","breast cancer associated RING 1(BARD1)",839329
"313","AT2G48080","AT2G48080","oxidoreductase, 2OG-Fe(II) oxygenase family protein(AT2G48080)",819420
"314","AT1G16630","AT1G16630","transmembrane protein(AT1G16630)",838232
"315","AT5G17160","AT5G17160","aspartic/glutamic acid-rich protein(AT5G17160)",831580
"316","AT3G22850","AT3G22850","aluminum induced protein with YGL and LRDR motifs(AT3G22850)",821857
"317","AT3G54180","CDKB1-1","cyclin-dependent kinase B1;1(CDKB1;1)",824585
"318","AT3G56620","AT3G56620","nodulin MtN21 /EamA-like transporter family protein(UMAMIT10)",824829
"319","AT5G56580","MKK6","MAP kinase kinase 6(MKK6)",835759
"320","AT4G20240","CYP71A27","cytochrome P450, family 71, subfamily A, polypeptide 27(CYP71A27)",827771
"321","AT3G17820","GLN1-3","glutamine synthetase 1.3(GLN1.3)",821050
"322","AT3G27200","AT3G27200","Cupredoxin superfamily protein(AT3G27200)",822339
"323","AT1G11160","AT1G11160","Transducin/WD40 repeat-like superfamily protein(AT1G11160)",837657
"324","AT3G21600","AT3G21600","Senescence/dehydration-associated protein-like protein(AT3G21600)",821714
"325","AT1G67760","AT1G67760","TCP-1/cpn60 chaperonin family protein(AT1G67760)",843101
"326","AT3G11520","CYCB1-3","CYCLIN B1;3(CYCB1;3)",820325
"327","AT4G38410","AT4G38410","Dehydrin family protein(AT4G38410)",829998
