"","gene","symbol","Description","Entrez"
"71","AT1G07690","AT1G07690","transmembrane protein(AT1G07690)",837282
"72","AT5G10250","DOT3","Phototropic-responsive NPH3 family protein(DOT3)",830889
"73","AT3G62950","GRXC11","Thioredoxin superfamily protein(AT3G62950)",825470
"74","AT1G61810","BGLU45","beta-glucosidase 45(BGLU45)",842478
"75","AT1G08810","MYB60","myb domain protein 60(MYB60)",837403
"76","AT3G24140","FAMA","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(FMA)",822000
"77","AT1G47270","TULP6","tubby like protein 6(TLP6)",841130
"78","AT3G03710","PNP1","polyribonucleotide nucleotidyltransferase(RIF10)",821181
"79","AT1G68890","PHYLLO","2-oxoglutarate decarboxylase/hydro-lyase/magnesium ion-binding protein(PHYLLO)",843222
"80","AT3G52840","BGAL2","beta-galactosidase 2(BGAL2)",824450
"81","AT1G72410","AT1G72410","COP1-interacting protein-like protein(AT1G72410)",843573
"82","AT5G16715","EMB2247","protein EMBRYO DEFECTIVE 2247(EMB2247)",831533
"83","AT1G10910","AT1G10910","Pentatricopeptide repeat (PPR) superfamily protein(EMB3103)",837634
"84","AT1G63360","AT1G63360","Disease resistance protein (CC-NBS-LRR class) family(AT1G63360)",842642
"85","AT4G36870","BLH2","BEL1-like homeodomain 2(BLH2)",829840
"86","AT3G17040","HCF107","high chlorophyll fluorescent 107(HCF107)",820961
"87","AT4G10060","AT4G10060","Beta-glucosidase, GBA2 type family protein(AT4G10060)",826597
"88","AT1G15290","AT1G15290","Tetratricopeptide repeat (TPR)-like superfamily protein(AT1G15290)",838097
"89","AT1G19715","JAL3","Mannose-binding lectin superfamily protein(AT1G19715)",838560
"90","AT3G14680","CYP72A14","cytochrome P450, family 72, subfamily A, polypeptide 14(CYP72A14)",820696
"91","AT1G58602","AT1G58602","LRR and NB-ARC domains-containing disease resistance protein(AT1G58602)",842220
"92","AT2G01530","MLP329","MLP-like protein 329(MLP329)",814682
"93","AT2G37025","TRFL8","TRF-like 8(TRFL8)",818277
"94","AT5G38150","PMI15","PLASTID MOVEMENT IMPAIRED protein (DUF827)(PMI15)",833795
"95","AT1G15825","AT1G15825","hydroxyproline-rich glycoprotein family protein(AT1G15825)",838152
"96","AT5G16410","AT5G16410","HXXXD-type acyl-transferase family protein(AT5G16410)",831502
"97","AT1G08980","AMI1","amidase 1(AMI1)",837418
"98","AT3G56160","BASS4","Sodium Bile acid symporter family(AT3G56160)",824782
"99","AT5G50450","AT5G50450","HCP-like superfamily protein with MYND-type zinc finger(AT5G50450)",835113
"100","AT4G31780","MGD1","monogalactosyl diacylglycerol synthase 1(MGD1)",829306
"101","AT5G54630","AT5G54630","zinc finger protein-like protein(AT5G54630)",835552
"102","AT3G26310","CYP71B35","cytochrome P450, family 71, subfamily B, polypeptide 35(CYP71B35)",822235
"103","AT3G56940","CRD1","dicarboxylate diiron protein, putative (Crd1)(CRD1)",824861
"104","AT4G38160","pde191","Mitochondrial transcription termination factor family protein(pde191)",829972
"105","AT1G07320","RPL4","ribosomal protein L4(RPL4)",837243
"106","AT3G53460","CP29A","chloroplast RNA-binding protein 29(CP29)",824514
"107","AT1G74970","RPS9","ribosomal protein S9(RPS9)",843836
"108","AT4G24770","CP31A","31-kDa RNA binding protein(RBP31)",828579
"109","AT2G45850","AHL9","AT hook motif DNA-binding family protein(AT2G45850)",819193
"110","AT3G59780","AT3G59780","Rhodanese/Cell cycle control phosphatase superfamily protein(AT3G59780)",825147
"111","AT1G21060","AT1G21060","Serine/Threonine-kinase, putative (Protein of unknown function, DUF547)(AT1G21060)",838700
"112","AT3G56040","UGP3","UDP-glucose pyrophosphorylase 3(UGP3)",824770
"113","AT1G15830","AT1G15830","hypothetical protein(AT1G15830)",838153
"114","AT5G62360","AT5G62360","Plant invertase/pectin methylesterase inhibitor superfamily protein(AT5G62360)",836357
"115","AT1G22900","DIR11","Disease resistance-responsive (dirigent-like protein) family protein(AT1G22900)",838897
"116","AT3G57800","BHLH60","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT3G57800)",825530
"117","AT3G18050","AT3G18050","GPI-anchored protein(AT3G18050)",821330
"118","AT5G14060","AK2","Aspartate kinase family protein(CARAB-AK-LYS)",831255
"119","AT3G22150","PCMP-E95","Tetratricopeptide repeat (TPR)-like superfamily protein(AT3G22150)",821779
"120","AT5G57030","LUT2","Lycopene beta/epsilon cyclase protein(LUT2)",835806
"121","AT4G17740","CTPA2","Peptidase S41 family protein(AT4G17740)",827495
"122","AT4G33520","PAA1","P-type ATP-ase 1(PAA1)",829490
"123","AT3G16250","PNSB3","NDH-dependent cyclic electron flow 1(PnsB3)",820871
"124","AT1G10060","BCAT1","branched-chain amino acid transaminase 1(BCAT-1)",837542
"125","AT4G26520","AT4G26520","Aldolase superfamily protein(FBA7)",828758
"126","AT3G57180","BPG2","P-loop containing nucleoside triphosphate hydrolases superfamily protein(BPG2)",824885
"127","AT1G26230","CPN60B4","TCP-1/cpn60 chaperonin family protein(Cpn60beta4)",839164
"128","AT2G21560","AT2G21560","nucleolar-like protein(AT2G21560)",816695
"129","AT1G19150","LHCA6","PSI type II chlorophyll a/b-binding protein (Lhca2*1)(Lhca6)",838498
"130","AT5G17230","PSY1","PHYTOENE SYNTHASE(PSY)",831587
"131","AT2G35130","AT2G35130","Tetratricopeptide repeat (TPR)-like superfamily protein(AT2G35130)",818079
"132","AT1G31920","PCMP-H11","Tetratricopeptide repeat (TPR)-like superfamily protein(AT1G31920)",840082
"133","AT5G23060","CAS","calcium sensing receptor(CaS)",832370
"134","AT1G11860","GDCST","Glycine cleavage T-protein family(AT1G11860)",837733
"135","AT5G14740","BCA2","carbonic anhydrase 2(CA2)",831326
"136","AT2G34510","AT2G34510","choice-of-anchor C domain protein, putative (Protein of unknown function, DUF642)(AT2G34510)",818014
"137","AT3G47620","TCP14","TEOSINTE BRANCHED, cycloidea and PCF (TCP) 14(TCP14)",823916
"138","AT1G29530","AT1G29530","hypothetical protein(AT1G29530)",839830
"139","AT3G27850","RPL12C","ribosomal protein L12-C(RPL12-C)",822405
"140","AT3G63160","AT3G63160","outer envelope membrane protein(OEP6)",825491
"141","AT5G55740","CRR21","Tetratricopeptide repeat (TPR)-like superfamily protein(CRR21)",835668
"142","AT5G45930","CHLI2","magnesium chelatase i2(CHLI2)",834633
"143","AT3G14110","FLU","Tetratricopeptide repeat (TPR)-like superfamily protein(FLU)",820628
"144","AT4G37300","MEE59","maternal effect embryo arrest 59(MEE59)",829885
"145","AT1G03630","PORC","protochlorophyllide oxidoreductase C(POR C)",839009
"146","AT2G21340","DTX46","MATE efflux family protein(AT2G21340)",816673
"147","AT5G51820","PGMP","phosphoglucomutase(PGM)",835257
"148","AT3G26060","PRXQ","Thioredoxin superfamily protein(PRXQ)",822203
"149","AT5G55220","TIG","trigger factor type chaperone family protein(AT5G55220)",835615
"150","AT5G66470","AT5G66470","GTP-binding protein Era-like protein(AT5G66470)",836779
"151","AT1G19350","BZR2","Brassinosteroid signaling positive regulator (BZR1) family protein(BES1)",838518
"152","AT5G19530","ACL5","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(ACL5)",832073
"153","AT4G36540","BEE2","BR enhanced expression 2(BEE2)",829806
"154","AT5G50280","EMB1006","Pentatricopeptide repeat (PPR) superfamily protein(EMB1006)",835093
"155","AT3G13580","RPL7D","Ribosomal protein L30/L7 family protein(AT3G13580)",820560
"156","AT5G66520","PCMP-H61","Tetratricopeptide repeat (TPR)-like superfamily protein(AT5G66520)",836784
"157","AT4G38430","ROPGEF1","rho guanyl-nucleotide exchange factor 1(ROPGEF1)",830000
"158","AT5G44680","AT5G44680","DNA glycosylase superfamily protein(AT5G44680)",834497
"159","AT1G74040","IPMS2","2-isopropylmalate synthase 1(IMS1)",843742
"160","AT5G27400","AT5G27400","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT5G27400)",832799
"161","AT3G06430","EMB2750","Tetratricopeptide repeat (TPR)-like superfamily protein(PPR2)",819817
"162","AT4G16141","AT4G16141","GATA type zinc finger transcription factor family protein(AT4G16141)",827301
"163","AT4G25990","CIL","CCT motif family protein(CIL)",828705
"164","AT5G13280","AK1","aspartate kinase 1(AK-LYS1)",831169
"165","AT5G15310","ATMYB16","myb domain protein 16(MYB16)",831383
"166","AT2G23760","BLH4","BEL1-like homeodomain 4(BLH4)",816908
"167","AT2G36430","AT2G36430","transmembrane protein, putative (DUF247)(AT2G36430)",818217
"168","AT1G07770","RPS15AA","ribosomal protein S15A(RPS15A)",837291
"169","AT1G54310","AT1G54310","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G54310)",841872
"170","AT5G67260","CYCD3-2","CYCLIN D3;2(CYCD3;2)",836861
"171","AT4G38840","AT4G38840","SAUR-like auxin-responsive protein family(AT4G38840)",830039
"172","AT5G39210","CRR7","chlororespiratory reduction 7(CRR7)",833917
"173","AT2G01755","AT2G01755","hypothetical protein(AT2G01755)",814706
"174","AT4G17560","AT4G17560","Ribosomal protein L19 family protein(AT4G17560)",827471
"175","AT2G01590","CRR3","chlororespiratory reduction 3(CRR3)",814688
"176","AT5G48485","DIR1","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(DIR1)",834904
"177","AT4G39710","PNSL4","FK506-binding protein 16-2(PnsL4)",830126
"178","AT5G52780","AT5G52780","transmembrane protein, putative (DUF3464)(AT5G52780)",835355
"179","AT1G44575","PSBS","Chlorophyll A-B binding family protein(NPQ4)",841033
"180","AT3G47650","AT3G47650","DnaJ/Hsp40 cysteine-rich domain superfamily protein(AT3G47650)",823919
"181","AT1G32470","GDH3","Single hybrid motif superfamily protein(AT1G32470)",840141
"182","AT2G35370","GDH1","glycine decarboxylase complex H(GDCH)",818104
"183","AT1G53230","TCP3","TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 3(TCP3)",841756
"184","AT1G78180","AT1G78180","Mitochondrial substrate carrier family protein(AT1G78180)",844154
"185","AT1G05020","AP180","ENTH/ANTH/VHS superfamily protein(AT1G05020)",839343
"186","AT1G18010","AT1G18010","Major facilitator superfamily protein(AT1G18010)",838381
"187","AT4G01500","NGA4","AP2/B3-like transcriptional factor family protein(NGA4)",826750
"188","AT5G59680","AT5G59680","Leucine-rich repeat protein kinase family protein(AT5G59680)",836089
"189","AT4G04570","CRK40","cysteine-rich RLK (RECEPTOR-like protein kinase) 40(CRK40)",825789
"190","AT4G35900","FD","Basic-leucine zipper (bZIP) transcription factor family protein(FD)",829744
"191","AT5G39190","GLP5A","germin-like protein 2(GER2)",833914
"192","AT5G62000","ARF2","auxin response factor 2(ARF2)",836321
"193","AT2G42690","AT2G42690","alpha/beta-Hydrolases superfamily protein(AT2G42690)",818869
"194","AT1G35612","AT1G35612","hypothetical protein(AT1G35612)",3766952
"195","AT1G66980","GDPDL2","suppressor of npr1-1 constitutive 4(SNC4)",843016
"196","AT5G47900","AT5G47900","heparan-alpha-glucosaminide N-acetyltransferase-like protein (DUF1624)(AT5G47900)",834841
"197","AT2G40960","AT2G40960","Single-stranded nucleic acid binding R3H protein(AT2G40960)",818696
"198","AT5G18600","GRXS2","Thioredoxin superfamily protein(AT5G18600)",831978
"199","AT1G74470","CHLP","Pyridine nucleotide-disulfide oxidoreductase family protein(AT1G74470)",843788
"200","AT1G77210","STP14","sugar transporter 14(STP14)",844057
"201","AT2G25840","OVA4","Nucleotidylyl transferase superfamily protein(OVA4)",817126
"202","AT3G62910","APG3","Peptide chain release factor 1(APG3)",825466
"203","AT3G12080","emb2738","GTP-binding family protein(emb2738)",820382
"204","AT2G29290","AT2G29290","NAD(P)-binding Rossmann-fold superfamily protein(AT2G29290)",817478
"205","AT5G13730","SIGD","sigma factor 4(SIG4)",831218
"206","AT1G53450","AT1G53450","epstein-barr nuclear antigen(AT1G53450)",841780
"207","AT1G56520","AT1G56520","Disease resistance protein (TIR-NBS-LRR class) family(AT1G56520)",842105
"208","AT1G30520","AAE14","acyl-activating enzyme 14(AAE14)",839932
"209","AT3G08920","STR10","Rhodanese/Cell cycle control phosphatase superfamily protein(AT3G08920)",820041
"210","AT1G25440","COL16","B-box type zinc finger protein with CCT domain-containing protein(BBX15)",839130
"211","AT1G76100","PETE","plastocyanin 1(PETE1)",843942
"212","AT4G12390","PME1","pectin methylesterase inhibitor 1(PME1)",826848
"213","AT4G28020","AT4G28020","tRNA-thr(GGU) m(6)t(6)A37 methyltransferase(AT4G28020)",828916
"214","AT1G78020","AT1G78020","senescence-associated family protein, putative (DUF581)(AT1G78020)",844137
"215","AT3G06433","AT3G06433","miscRNA(AT3G06433)",3768778
"216","AT5G05890","UGT76C5","UDP-Glycosyltransferase superfamily protein(AT5G05890)",830474
"217","AT3G16660","AT3G16660","Pollen Ole e 1 allergen and extensin family protein(AT3G16660)",820918
"218","AT4G11460","CRK30","cysteine-rich RLK (RECEPTOR-like protein kinase) 30(CRK30)",826751
"219","AT3G59250","AT3G59250","F-box/RNI-like superfamily protein(AT3G59250)",825094
"220","AT5G35777","AT5G35777","hypothetical protein(AT5G35777)",3771299
"221","AT3G53250","AT3G53250","SAUR-like auxin-responsive protein family(AT3G53250)",28719402
"222","AT4G34530","BHLH63","cryptochrome-interacting basic-helix-loop-helix 1(CIB1)",829604
"223","AT1G48030","LPD1","mitochondrial lipoamide dehydrogenase 1(mtLPD1)",841221
"224","AT5G01260","AT5G01260","Carbohydrate-binding-like fold(AT5G01260)",831794
"225","AT4G25100","FSD1","Fe superoxide dismutase 1(FSD1)",828613
"226","AT1G17200","AT1G17200","Uncharacterized protein family (UPF0497)(AT1G17200)",838291
"227","AT3G19720","ARC5","P-loop containing nucleoside triphosphate hydrolases superfamily protein(ARC5)",821509
"228","AT3G02830","ZFN1","zinc finger protein 1(ZFN1)",821230
"229","AT1G06240","AT1G06240","diiron containing four-helix bundle family ferritin protein, putative (Protein of unknown function DUF455)(AT1G06240)",837134
"230","AT5G58480","AT5G58480","O-Glycosyl hydrolases family 17 protein(AT5G58480)",835961
"231","AT5G44410","AT5G44410","FAD-binding Berberine family protein(AT5G44410)",834467
"232","AT2G14660","AT2G14660","thymocyte nuclear-like protein(AT2G14660)",815954
"233","AT3G14810","MSL5","mechanosensitive channel of small conductance-like 5(MSL5)",820710
"234","AT1G66100","AT1G66100","Plant thionin(AT1G66100)",842924
"235","AT1G48500","TIFY6A","jasmonate-zim-domain protein 4(JAZ4)",841271
"236","AT5G03310","AT5G03310","SAUR-like auxin-responsive protein family(AT5G03310)",831879
"237","AT5G14070","GRXC8","Thioredoxin superfamily protein(ROXY2)",831256
"238","AT1G29720","RFK1","Leucine-rich repeat transmembrane protein kinase(AT1G29720)",839850
"239","AT1G78100","AT1G78100","F-box family protein(AUF1)",844146
"240","AT3G01440","PNSL3","PsbQ-like 1(PnsL3)",821143
"241","AT1G49200","ATL75","RING/U-box superfamily protein(AT1G49200)",841343
"242","AT5G64460","AT5G64460","Phosphoglycerate mutase family protein(AT5G64460)",836567
"243","AT1G12020","AT1G12020","hypothetical protein(AT1G12020)",28717234
"244","AT2G37950","AT2G37950","RING/FYVE/PHD zinc finger superfamily protein(AT2G37950)",818372
"245","AT1G14205","AT1G14205","Ribosomal L18p/L5e family protein(AT1G14205)",837981
"246","AT3G09160","AT3G09160","RNA-binding (RRM/RBD/RNP motifs) family protein(AT3G09160)",820071
"247","AT5G24920","GDU5","glutamine dumper 5(GDU5)",832562
"248","AT1G62400","HT1","Protein kinase superfamily protein(HT1)",842538
"249","AT2G43520","ATTI2","trypsin inhibitor protein 2(TI2)",818953
"250","AT3G21010","AT3G21010","hypothetical protein(AT3G21010)",3768795
"251","AT1G19510","RL5","RAD-like 5(RL5)",838537
"252","AT1G79910","AT1G79910","Regulator of Vps4 activity in the MVB pathway protein(AT1G79910)",844330
"253","AT5G41300","CRRSP59","Receptor-like protein kinase-related family protein(AT5G41300)",834131
"254","AT1G62630","AT1G62630","Disease resistance protein (CC-NBS-LRR class) family(AT1G62630)",842560
"255","AT2G13440","AT2G13440","glucose-inhibited division family A protein(AT2G13440)",815830
"256","AT1G33811","AT1G33811","GDSL-like Lipase/Acylhydrolase superfamily protein(AT1G33811)",840274
"257","AT2G18300","HBI1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(HBI1)",816346
"258","AT2G40020","AT2G40020","Nucleolar histone methyltransferase-related protein(AT2G40020)",818590
"259","AT3G29670","PMAT2","HXXXD-type acyl-transferase family protein(PMAT2)",822645
"260","AT4G37080","AT4G37080","ternary complex factor MIP1 leucine-zipper protein (Protein of unknown function, DUF547)(AT4G37080)",829862
"261","AT3G13000","AT3G13000","ubiquinone biosynthesis protein (Protein of unknown function, DUF547)(AT3G13000)",820486
"262","AT4G00730","ANL2","Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein(ANL2)",828022
"263","AT1G69160","AT1G69160","suppressor(AT1G69160)",843247
"264","AT4G36470","AT4G36470","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT4G36470)",829799
"265","AT3G22120","CWLP","cell wall-plasma membrane linker protein(CWLP)",821775
"266","AT2G46720","HIC","3-ketoacyl-CoA synthase 13(KCS13)",819284
"267","AT1G30880","AT1G30880","hypothetical protein(AT1G30880)",839972
"268","AT1G02640","BXL2","beta-xylosidase 2(BXL2)",837940
"269","AT5G01020","AT5G01020","Protein kinase superfamily protein(AT5G01020)",831918
"270","AT5G35360","CAC2","acetyl Co-enzyme a carboxylase biotin carboxylase subunit(CAC2)",833497
"271","AT5G49980","AFB5","auxin F-box protein 5(AFB5)",835062
"272","AT1G65960","GAD2","glutamate decarboxylase 2(GAD2)",842908
"273","AT5G56840","AT5G56840","myb-like transcription factor family protein(AT5G56840)",835786
"274","AT5G11070","AT5G11070","hypothetical protein(AT5G11070)",830974
"275","AT5G22390","AT5G22390","FANTASTIC four-like protein (DUF3049)(AT5G22390)",832300
"276","AT5G25130","CYP71B12","cytochrome P450, family 71, subfamily B, polypeptide 12(CYP71B12)",832584
"277","AT1G76530","AT1G76530","Auxin efflux carrier family protein(AT1G76530)",843986
"278","AT2G34060","PER19","Peroxidase superfamily protein(AT2G34060)",817967
"279","AT3G06145","AT3G06145","RING zinc finger protein(AT3G06145)",819788
"280","AT3G28270","AT3G28270","transmembrane protein, putative (DUF677)(AT3G28270)",822453
"281","AT2G15020","AT2G15020","hypothetical protein(AT2G15020)",815991
"282","AT4G00050","UNE10","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(UNE10)",828175
"283","AT5G42760","AT5G42760","Leucine carboxyl methyltransferase(AT5G42760)",834285
"284","AT4G14690","ELIP2","Chlorophyll A-B binding family protein(ELIP2)",827119
"285","AT5G14760","AO","L-aspartate oxidase(AO)",831328
"286","AT2G14060","AT2G14060","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT2G14060)",815891
"287","AT4G19820","AT4G19820","Glycosyl hydrolase family protein with chitinase insertion domain-containing protein(AT4G19820)",827726
"288","AT5G18404","AT5G18404","hypothetical protein(AT5G18404)",6240537
"289","AT3G15620","UVR3","DNA photolyase family protein(UVR3)",820804
"290","AT3G48560","ALS","chlorsulfuron/imidazolinone resistant 1(CSR1)",824015
"291","AT1G14150","PNSL2","PsbQ-like 2(PnsL2)",837974
"292","AT3G55800","SBPASE","sedoheptulose-bisphosphatase(SBPASE)",824746
"293","AT5G35630","GLN2","glutamine synthetase 2(GS2)",833535
"294","AT5G08720","AT5G08720","polyketide cyclase/dehydrase/lipid transporter(AT5G08720)",830772
"295","AT3G14420","GLO1","Aldolase-type TIM barrel family protein(GOX1)",820665
"296","AT2G21330","FBA1","fructose-bisphosphate aldolase 1(FBA1)",816672
"297","AT1G09340","CSP41B","chloroplast RNA binding protein(CRB)",837455
"298","AT1G42970","GAPB","glyceraldehyde-3-phosphate dehydrogenase B subunit(GAPB)",840895
"299","AT1G61300","AT1G61300","LRR and NB-ARC domains-containing disease resistance protein(AT1G61300)",842424
"300","AT3G62410","CP12-2","CP12 domain-containing protein 2(CP12-2)",825414
"301","AT4G17090","BAM3","chloroplast beta-amylase(CT-BMY)",827419
"302","AT5G17300","RVE1","Homeodomain-like superfamily protein(RVE1)",831595
"303","AT2G26080","GLDP2","glycine decarboxylase P-protein 2(GLDP2)",817149
"304","AT5G37260","RVE2","Homeodomain-like superfamily protein(RVE2)",833700
"305","AT3G24190","AT3G24190","Protein kinase superfamily protein(AT3G24190)",822005
"306","AT4G26150","GATA22","cytokinin-responsive gata factor 1(CGA1)",828721
"307","AT1G22690","GASA9","Gibberellin-regulated family protein(AT1G22690)",838875
"308","AT1G33770","AT1G33770","Protein kinase superfamily protein(AT1G33770)",840268
"309","AT4G10120","SPS4","Sucrose-phosphate synthase family protein(ATSPS4F)",826603
"310","AT5G65730","XTH6","xyloglucan endotransglucosylase/hydrolase 6(XTH6)",836702
"311","AT3G11170","FAD7","fatty acid desaturase 7(FAD7)",820288
"312","AT1G65190","AT1G65190","Protein kinase superfamily protein(AT1G65190)",842826
"313","AT4G23290","CRK21","cysteine-rich RLK (RECEPTOR-like protein kinase) 21(CRK21)",828428
"314","AT2G32540","CSLB4","cellulose synthase-like B4(CSLB04)",817815
"315","AT4G33010","GLDP1","glycine decarboxylase P-protein 1(GLDP1)",829438
"316","AT1G42550","PMI1","plastid movement impaired1(PMI1)",840860
"317","AT3G25890","ERF119","Integrase-type DNA-binding superfamily protein(CRF11)",822185
"318","AT5G04810","PPR4","pentatricopeptide (PPR) repeat-containing protein(AT5G04810)",830360
"319","AT1G01320","AT1G01320","Tetratricopeptide repeat (TPR)-like superfamily protein(AT1G01320)",839293
"320","AT5G04140","GLU1","glutamate synthase 1(GLU1)",830292
"321","AT3G55630","FPGS3","DHFS-FPGS homolog D(DFD)",824729
"322","AT4G38690","AT4G38690","PLC-like phosphodiesterases superfamily protein(AT4G38690)",830025
