"","gene","symbol","Description","Entrez"
"47","AT1G14550","PER5","Peroxidase superfamily protein(AT1G14550)",838017
"48","AT5G01680","CHX26","cation/H+ exchanger 26(CHX26)",831698
"49","AT1G02940","GSTF5","glutathione S-transferase (class phi) 5(GSTF5)",839479
"50","AT1G47600","TGG4","beta glucosidase 34(BGLU34)",841169
"51","AT1G51420","SPP1","sucrose-phosphatase 1(SPP1)",841567
"52","AT1G61050","AT1G61050","alpha 1,4-glycosyltransferase family protein(AT1G61050)",842396
"53","AT1G70800","AT1G70800","Calcium-dependent lipid-binding (CaLB domain) family protein(EHB1)",843417
"54","AT5G42890","ATSCP2","sterol carrier protein 2(SCP2)",834300
"55","AT2G41280","M10","late embryogenesis abundant protein (M10) / LEA protein M10(M10)",818727
"56","AT1G68795","CLE12","CLAVATA3/ESR-RELATED 12(CLE12)",843211
"57","AT4G05020","NDB2","NAD(P)H dehydrogenase B2(NDB2)",825844
"58","AT3G25655","IDL1","inflorescence deficient in abscission (IDA)-like 1(IDL1)",822153
"59","AT4G02360","AT4G02360","transmembrane protein, putative (Protein of unknown function, DUF538)(AT4G02360)",827767
"60","AT4G11350","AT4G11350","transferring glycosyl group transferase (DUF604)(AT4G11350)",826737
"61","AT1G18980","AT1G18980","RmlC-like cupins superfamily protein(AT1G18980)",838479
"62","AT1G68390","AT1G68390","Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein(AT1G68390)",843168
"63","AT3G63040","AT3G63040","hypothetical protein(AT3G63040)",825479
"64","AT5G20045","AT5G20045","transmembrane protein(AT5G20045)",2745992
"65","AT5G37990","AT5G37990","S-adenosyl-L-methionine-dependent methyltransferase superfamily protein(AT5G37990)",833778
"66","AT1G45191","BGLU1","Glycosyl hydrolase superfamily protein(BGLU1)",841088
"67","AT5G10120","EIL4","Ethylene insensitive 3 family protein(AT5G10120)",830876
"68","AT1G74210","GDPD5","PLC-like phosphodiesterases superfamily protein(GDPD5)",843761
"69","AT4G29930","BHLH27","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT4G29930)",829116
"70","AT2G38160","AT2G38160","hypothetical protein(AT2G38160)",818394
"71","AT2G44300","AT2G44300","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT2G44300)",819038
"72","AT5G11110","SPS2","sucrose phosphate synthase 2F(SPS2F)",830979
"73","AT5G22460","AT5G22460","alpha/beta-Hydrolases superfamily protein(AT5G22460)",832307
"74","AT1G19940","AtGH9B5","glycosyl hydrolase 9B5(GH9B5)",838583
"75","AT3G46440","UXS5","UDP-XYL synthase 5(UXS5)",823794
"76","AT3G54040","AT3G54040","PAR1 protein(AT3G54040)",824571
"77","AT5G42590","CYP71A16","cytochrome P450, family 71, subfamily A, polypeptide 16(CYP71A16)",834266
"78","AT4G18630","AT4G18630","hypothetical protein (DUF688)(AT4G18630)",827597
"79","AT5G65140","TPPJ","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein(TPPJ)",836638
"80","AT2G22480","PFK5","phosphofructokinase 5(PFK5)",816781
"81","AT5G01500","TAAC","thylakoid ATP/ADP carrier(TAAC)",831861
"82","AT3G44550","FAR5","fatty acid reductase 5(FAR5)",823580
"83","AT3G57630","AT3G57630","exostosin family protein(AT3G57630)",824932
"84","AT3G26460","AT3G26460","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT3G26460)",822251
"85","AT2G18620","AT2G18620","Terpenoid synthases superfamily protein(AT2G18620)",816377
"86","AT3G17998","CPuORF30",NA,NA
"87","AT4G29270","AT4G29270","HAD superfamily, subfamily IIIB acid phosphatase(AT4G29270)",829048
"88","AT3G57010","SSL8","Calcium-dependent phosphotriesterase superfamily protein(AT3G57010)",824868
"89","AT5G65800","ACS5","ACC synthase 5(ACS5)",836709
"90","AT1G62710","bVPE","beta vacuolar processing enzyme(BETA-VPE)",842569
"91","AT5G05270","CHI3","Chalcone-flavanone isomerase family protein(CHIL)",830409
"92","AT3G27400","AT3G27400","Pectin lyase-like superfamily protein(AT3G27400)",822361
"93","AT4G18360","GLO5","Aldolase-type TIM barrel family protein(GOX3)",827563
"94","AT1G23190","PGM3","Phosphoglucomutase/phosphomannomutase family protein(PGM3)",838927
"95","AT5G48900","AT5G48900","Pectin lyase-like superfamily protein(AT5G48900)",834948
"96","AT3G18280","AT3G18280","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT3G18280)",821356
"97","AT4G09820","TT8","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(TT8)",826571
"98","AT1G71110","AT1G71110","transmembrane protein(AT1G71110)",843451
"99","AT3G25260","NPF4.1","Major facilitator superfamily protein(AT3G25260)",822120
"100","AT2G02840","AT2G02840","nucleic acid/zinc ion-binding protein(AT2G02840)",814815
"101","AT3G22540","AT3G22540","hypothetical protein (DUF1677)(AT3G22540)",821825
"102","AT3G02885","GASA5","GAST1 protein homolog 5(GASA5)",821194
"103","AT5G25190","ERF003","Integrase-type DNA-binding superfamily protein(ESE3)",832590
"104","AT4G12880","ENODL19","early nodulin-like protein 19(ENODL19)",826900
"105","AT1G67750","AT1G67750","Pectate lyase family protein(AT1G67750)",843100
"106","AT5G03760","CSLA9","Nucleotide-diphospho-sugar transferases superfamily protein(ATCSLA09)",831734
"107","AT2G46970","PIL1","phytochrome interacting factor 3-like 1(PIL1)",819311
"108","AT3G61820","AT3G61820","Eukaryotic aspartyl protease family protein(AT3G61820)",825355
"109","AT1G64390","AtGH9C2","glycosyl hydrolase 9C2(GH9C2)",842747
"110","AT5G66690","UGT72E2","UDP-Glycosyltransferase superfamily protein(UGT72E2)",836802
"111","AT4G35720","AT4G35720","DUF241 domain protein, putative (DUF241)(AT4G35720)",829724
"112","AT1G26770","EXPA10","expansin A10(EXPA10)",839218
"113","AT3G29590","5MAT","HXXXD-type acyl-transferase family protein(AT5MAT)",822623
"114","AT2G47780","AT2G47780","Rubber elongation factor protein (REF)(AT2G47780)",819390
"115","AT4G39500","CYP96A11","cytochrome P450, family 96, subfamily A, polypeptide 11(CYP96A11)",830104
"116","AT3G13610","F6'H1","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT3G13610)",820564
"117","AT5G41900","AT5G41900","alpha/beta-Hydrolases superfamily protein(AT5G41900)",834195
"118","AT3G25900","HMT-1","Homocysteine S-methyltransferase family protein(HMT-1)",822186
"119","AT5G17820","PER57","Peroxidase superfamily protein(AT5G17820)",831650
"120","AT1G75620","AT1G75620","glyoxal oxidase-related protein(AT1G75620)",843897
"121","AT1G32100","PRR1","pinoresinol reductase 1(PRR1)",840102
"122","AT2G38010","AT2G38010","Neutral/alkaline non-lysosomal ceramidase(AT2G38010)",818379
"123","AT3G44730","KP1","kinesin-like protein 1(KP1)",823602
"124","AT4G25433","AT4G25433","peptidoglycan-binding LysM domain-containing protein(AT4G25433)",828647
"125","AT3G05640","AT3G05640","Protein phosphatase 2C family protein(AT3G05640)",819731
"126","AT5G62530","ALDH12A1","aldehyde dehydrogenase 12A1(ALDH12A1)",836373
"127","AT4G19230","CYP707A1","cytochrome P450, family 707, subfamily A, polypeptide 1(CYP707A1)",827663
"128","AT2G21510","AT2G21510","DNAJ heat shock N-terminal domain-containing protein(AT2G21510)",816690
"129","AT5G65470","AT5G65470","O-fucosyltransferase family protein(AT5G65470)",836672
"130","AT5G59720","HSP18.1","heat shock protein 18.2(HSP18.2)",836093
"131","AT1G72020","AT1G72020","TonB-dependent heme receptor A(AT1G72020)",843533
"132","AT3G14450","CID9","CTC-interacting domain 9(CID9)",820668
"133","AT1G67950","AT1G67950","RNA-binding (RRM/RBD/RNP motifs) family protein(AT1G67950)",843123
"134","AT4G30470","AT4G30470","NAD(P)-binding Rossmann-fold superfamily protein(AT4G30470)",829170
"135","AT1G22840","CYTC-1","CYTOCHROME C-1(CYTC-1)",838889
"136","AT2G39050","AT2G39050","hydroxyproline-rich glycoprotein family protein(EULS3)",818491
"137","AT2G02850","ARPN","plantacyanin(ARPN)",814816
"138","AT5G52310","LTI78","low-temperature-responsive protein 78 (LTI78) / desiccation-responsive protein 29A (RD29A)(LTI78)",835307
"139","AT2G32960","AT2G32960","Phosphotyrosine protein phosphatases superfamily protein(PFA-DSP2)",817858
"140","AT3G27300","ACG9","glucose-6-phosphate dehydrogenase 5(G6PD5)",822349
"141","AT4G21570","AT4G21570","organic solute transporter ostalpha protein (DUF300)(AT4G21570)",828242
"142","AT3G48700","CXE13","carboxyesterase 13(CXE13)",824031
"143","AT5G24660","LSU2","response to low sulfur 2(LSU2)",832538
"144","AT1G03820","AT1G03820","E6-like protein(AT1G03820)",839400
"145","AT3G04120","GAPC1","glyceraldehyde-3-phosphate dehydrogenase C subunit 1(GAPC1)",819567
"146","AT5G62420","AT5G62420","NAD(P)-linked oxidoreductase superfamily protein(AT5G62420)",836363
"147","AT5G65320","BHLH99","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT5G65320)",836657
"148","AT5G16450","AT5G16450","Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase(AT5G16450)",831506
"149","AT5G57790","AT5G57790","hypothetical protein(AT5G57790)",835888
"150","AT4G26950","AT4G26950","senescence regulator (Protein of unknown function, DUF584)(AT4G26950)",828802
"151","AT5G10572","SNOR77","ncRNA(SNOR77)",3770695
"152","AT1G53080","AT1G53080","Legume lectin family protein(AT1G53080)",841742
"153","AT5G43980","CRRSP56","plasmodesmata-located protein 1(PDLP1)",834421
"154","AT1G58725","AT1G58725","GDSL-like Lipase/Acylhydrolase superfamily protein(AT1G58725)",842223
"155","AT4G33905","AT4G33905","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein(AT4G33905)",829534
"156","AT2G02120","PDF2.1","Scorpion toxin-like knottin superfamily protein(PDF2.1)",814743
"157","AT3G51860","CAX3","cation exchanger 3(CAX3)",824349
"158","AT5G41610","CHX18","cation/H+ exchanger 18(CHX18)",834163
"159","AT5G46230","AT5G46230","hypothetical protein (Protein of unknown function, DUF538)(AT5G46230)",834665
"160","AT2G16890","UGT90A1","UDP-Glycosyltransferase superfamily protein(AT2G16890)",816190
"161","AT3G05190","AT3G05190","D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein(AT3G05190)",819683
"162","AT4G04745","AT4G04745","hypothetical protein(AT4G04745)",825810
"163","AT1G67856","AT1G67856","RING/U-box superfamily protein(AT1G67856)",6240476
"164","AT3G22840","ELIP1","Chlorophyll A-B binding family protein(ELIP1)",821855
"165","AT4G12890","AT4G12890","Gamma interferon responsive lysosomal thiol (GILT) reductase family protein(AT4G12890)",826901
"166","AT5G47060","AT5G47060","hypothetical protein (DUF581)(AT5G47060)",834752
"167","AT1G72570","AIL1","Integrase-type DNA-binding superfamily protein(AT1G72570)",843589
"168","AT3G13130","AT3G13130","transmembrane protein(AT3G13130)",820501
"169","AT3G03780","MS2","methionine synthase 2(MS2)",821147
"170","AT3G15020","mMDH2","Lactate/malate dehydrogenase family protein(mMDH2)",820731
"171","AT2G20750","EXPB1","expansin B1(EXPB1)",816604
"172","AT2G22900","GT7","Galactosyl transferase GMA12/MNN10 family protein(AT2G22900)",816821
"173","AT4G27070","TSB2","tryptophan synthase beta-subunit 2(TSB2)",828815
"174","AT5G65100","EIL5","Ethylene insensitive 3 family protein(AT5G65100)",836634
"175","AT3G27430","PBB1","N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein(PBB1)",822364
"176","AT1G21750","PDIL1-1","PDI-like 1-1(PDIL1-1)",838779
"177","AT1G65860","FMOGS-OX1","flavin-monooxygenase glucosinolate S-oxygenase 1(FMO GS-OX1)",842897
"178","AT3G52730","AT3G52730","ubiquinol-cytochrome C reductase UQCRX/QCR9-like family protein(AT3G52730)",824439
"179","AT5G44400","AT5G44400","FAD-binding Berberine family protein(AT5G44400)",834466
"180","AT3G08590","AT3G08590","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent(iPGAM2)",820006
"181","AT4G39210","APL3","Glucose-1-phosphate adenylyltransferase family protein(APL3)",830076
"182","AT2G36580","AT2G36580","Pyruvate kinase family protein(AT2G36580)",818231
"183","AT3G01800","AT3G01800","Ribosome recycling factor(AT3G01800)",821076
"184","AT2G21450","CHR34","chromatin remodeling 34(CHR34)",816684
"185","AT5G61740","ATATH14","ABC2 homolog 14(ABCA10)",836296
"186","AT3G63060","EDL3","EID1-like 3(EDL3)",825481
"187","AT5G63130","AT5G63130","Octicosapeptide/Phox/Bem1p family protein(AT5G63130)",836433
"188","AT1G73010","PS2","inorganic pyrophosphatase 1(PS2)",843632
"189","AT2G22500","PUMP5","uncoupling protein 5(UCP5)",816783
"190","AT1G58420","AT1G58420","Uncharacterized conserved protein UCP031279(AT1G58420)",842211
"191","AT4G18422","AT4G18422","transmembrane protein(AT4G18422)",7922355
"192","AT1G14450","AT1G14450","NADH dehydrogenase (ubiquinone)s(AT1G14450)",838007
"193","AT3G25905","CLE27","CLAVATA3/ESR-RELATED 27(CLE27)",822187
"194","AT1G05000","AT1G05000","Phosphotyrosine protein phosphatases superfamily protein(PFA-DSP1)",839348
"195","AT4G39190","AT4G39190","nucleolar-like protein(AT4G39190)",830074
"196","AT5G05365","AT5G05365","Heavy metal transport/detoxification superfamily protein(AT5G05365)",5008200
"197","AT1G08290","WIP3","WIP domain protein 3(WIP3)",837349
"198","AT4G24380","AT4G24380","dihydrofolate reductase(AT4G24380)",828540
"199","AT1G53035","AT1G53035","transmembrane protein(AT1G53035)",841737
"200","AT5G67280","RLK","receptor-like kinase(RLK)",836863
"201","AT1G75900","EXL3","GDSL-like Lipase/Acylhydrolase superfamily protein(AT1G75900)",843923
"202","AT3G01410","AT3G01410","Polynucleotidyl transferase, ribonuclease H-like superfamily protein(AT3G01410)",821319
"203","AT3G09070","AT3G09070","LOW protein: UPF0503-like protein, putative (DUF740)(OPS)",820060
"204","AT5G65640","BHLH93","beta HLH protein 93(bHLH093)",836690
"205","AT3G49580","LSU1","response to low sulfur 1(LSU1)",824120
"206","AT4G23600","CORI3","Tyrosine transaminase family protein(CORI3)",828460
"207","AT5G43330","MDH2","Lactate/malate dehydrogenase family protein(c-NAD-MDH2)",834351
"208","AT5G06080","LBD33","LOB domain-containing protein 33(LBD33)",830495
"209","AT3G08040","FRD3","MATE efflux family protein(FRD3)",819995
"210","AT1G46480","WOX4","WUSCHEL related homeobox 4(WOX4)",841113
"211","AT2G40435","AT2G40435","transcription factor SCREAM-like protein(AT2G40435)",818637
"212","AT5G05250","AT5G05250","hypothetical protein(AT5G05250)",830407
"213","AT1G73600","NMT3","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G73600)",843694
"214","AT5G20740","AT5G20740","Plant invertase/pectin methylesterase inhibitor superfamily protein(AT5G20740)",832197
"215","AT1G30510","RFNR2","root FNR 2(RFNR2)",839930
"216","AT1G53070","AT1G53070","Legume lectin family protein(AT1G53070)",841741
"217","AT2G21590","APL4","Glucose-1-phosphate adenylyltransferase family protein(APL4)",816697
"218","AT4G02850","AT4G02850","phenazine biosynthesis PhzC/PhzF family protein(AT4G02850)",828160
"219","AT4G05390","RFNR1","root FNR 1(RFNR1)",825887
"220","AT1G16410","CYP79F1","cytochrome p450 79f1(CYP79F1)",838211
"221","AT3G44990","XTH31","xyloglucan endo-transglycosylase-related 8(XTH31)",823634
"222","AT2G39220","PLP6","PATATIN-like protein 6(PLP6)",818507
"223","AT4G27560","UGT79B2","UDP-Glycosyltransferase superfamily protein(AT4G27560)",828865
"224","AT2G34490","CYP710A2","cytochrome P450, family 710, subfamily A, polypeptide 2(CYP710A2)",818012
"225","AT4G04610","1-Apr","APS reductase 1(APR1)",825793
"226","AT1G65060","4CL3","4-coumarate:CoA ligase 3(4CL3)",842814
"227","AT3G23810","SAHH2","S-adenosyl-l-homocysteine (SAH) hydrolase 2(SAHH2)",821964
"228","AT1G06000","UGT89C1","UDP-Glycosyltransferase superfamily protein(AT1G06000)",837109
"229","AT4G29700","AT4G29700","Alkaline-phosphatase-like family protein(AT4G29700)",829091
"230","AT3G62610","ATMYB11","myb domain protein 11(MYB11)",825435
"231","AT4G13290","CYP71A19","cytochrome P450, family 71, subfamily A, polypeptide 19(CYP71A19)",826959
"232","AT5G08300","AT5G08300","Succinyl-CoA ligase, alpha subunit(AT5G08300)",830726
"233","AT1G68600","ALMT5","aluminum activated malate transporter family protein(AT1G68600)",843190
"234","AT2G39700","EXPA4","expansin A4(EXPA4)",818553
"235","AT1G04220","KCS17","3-ketoacyl-CoA synthase 2(KCS2)",839578
"236","AT2G44450","BGLU15","beta glucosidase 15(BGLU15)",819052
"237","AT1G02205","CER1","Fatty acid hydroxylase superfamily(CER1)",837602
"238","AT3G26960","AT3G26960","Pollen Ole e 1 allergen and extensin family protein(AT3G26960)",822314
"239","AT3G23570","AT3G23570","alpha/beta-Hydrolases superfamily protein(AT3G23570)",821936
"240","AT5G26667","UMK3","P-loop containing nucleoside triphosphate hydrolases superfamily protein(PYR6)",832710
"241","AT2G23000","SCPL10","serine carboxypeptidase-like 10(scpl10)",816831
"242","AT5G54800","GPT1","glucose 6-phosphate/phosphate translocator 1(GPT1)",835570
"243","AT1G13280","AOC4","allene oxide cyclase 4(AOC4)",837888
"244","AT4G39730","AT4G39730","Lipase/lipooxygenase, PLAT/LH2 family protein(PLAT1)",830128
"245","AT5G64080","AT5G64080","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(XYP1)",836529
"246","AT1G79550","PGK","phosphoglycerate kinase(PGK)",844293
"247","AT4G35630","PSAT1","phosphoserine aminotransferase(PSAT)",829715
"248","AT1G78050","PGM","phosphoglycerate/bisphosphoglycerate mutase(PGM)",844140
"249","AT2G38390","PER23","Peroxidase superfamily protein(AT2G38390)",818420
"250","AT1G35720","ANN1","annexin 1(ANNAT1)",840476
"251","AT3G13650","DIR7","Disease resistance-responsive (dirigent-like protein) family protein(AT3G13650)",820569
"252","AT3G16400","NSP1","nitrile specifier protein 1(NSP1)",820887
"253","AT5G66460","MAN7","Glycosyl hydrolase superfamily protein(MAN7)",836778
"254","AT1G62560","FMOGS-OX3","flavin-monooxygenase glucosinolate S-oxygenase 3(FMO GS-OX3)",842553
"255","AT5G01370","ACI1","ALC-interacting protein 1(ACI1)",831905
"256","AT5G25610","RD22","BURP domain-containing protein(RD22)",832636
"257","AT1G19570","DHAR1","dehydroascorbate reductase(DHAR1)",838544
"258","AT3G24770","CLE41","CLAVATA3/ESR-RELATED 41(CLE41)",822075
"259","AT1G70260","AT1G70260","nodulin MtN21 /EamA-like transporter family protein(UMAMIT36)",843362
"260","AT4G32470","QCR7-1","Cytochrome bd ubiquinol oxidase, 14kDa subunit(AT4G32470)",829382
"261","AT5G48880","KAT5","peroxisomal 3-keto-acyl-CoA thiolase 2(KAT5)",834946
"262","AT2G37260","WRKY44","WRKY family transcription factor family protein(TTG2)",818303
"263","AT5G13450","ATP5","delta subunit of Mt ATP synthase(ATP5)",831186
"264","AT4G30010","AT4G30010","ATP-dependent RNA helicase(AT4G30010)",829124
"265","AT5G38480","GRF3","general regulatory factor 3(GRF3)",833836
"266","AT2G17890","CPK16","calcium-dependent protein kinase 16(CPK16)",816299
"267","AT2G47010","AT2G47010","calcium/calcium/calmodulin-dependent Serine/Threonine-kinase(AT2G47010)",819315
"268","AT4G24265","AT4G24265","homeobox protein(AT4G24265)",828528
"269","AT1G04490","AT1G04490","hypothetical protein (DUF3527)(AT1G04490)",839509
"270","AT5G09570","AT5G09570","Cox19-like CHCH family protein(AT5G09570)",830816
"271","AT3G18410","AT3G18410","NADH dehydrogenase ubiquinone 1 beta subcomplex subunit 10-B-like protein (Complex I subunit NDUFS6)(AT3G18410)",821370
"272","AT1G78370","GSTU20","glutathione S-transferase TAU 20(GSTU20)",844173
"273","AT2G43100","IPMI2","isopropylmalate isomerase 2(IPMI2)",818912
"274","AT5G51950","AT5G51950","Glucose-methanol-choline (GMC) oxidoreductase family protein(AT5G51950)",835270
"275","AT4G17470","AT4G17470","alpha/beta-Hydrolases superfamily protein(AT4G17470)",827458
"276","AT4G23670","AT4G23670","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT4G23670)",828467
"277","AT1G14630","AT1G14630","XRI1-like protein(AT1G14630)",838025
"278","AT3G12520","SULTR4","sulfate transporter 4;2(SULTR4;2)",820431
"279","AT3G22550","AT3G22550","NAD(P)H-quinone oxidoreductase subunit, putative (DUF581)(AT3G22550)",821826
"280","AT4G28230","AT4G28230","hypothetical protein(AT4G28230)",828938
"281","AT1G68570","NPF3.1","Major facilitator superfamily protein(AT1G68570)",843186
"282","AT5G07460","MRSA2","peptidemethionine sulfoxide reductase 2(PMSR2)",830637
"283","AT5G50890","AT5G50890","alpha/beta-Hydrolases superfamily protein(AT5G50890)",835161
"284","AT4G14440","ECI3","3-hydroxyacyl-CoA dehydratase 1(HCD1)",827089
"285","AT1G51060","HTA10","histone H2A 10(HTA10)",841528
"286","AT2G37640","EXPA3","Barwin-like endoglucanases superfamily protein(EXP3)",818341
"287","AT4G13370","AT4G13370","serine/arginine repetitive matrix protein, putative (DUF936)(AT4G13370)",826968
"288","AT4G23720","AT4G23720","transmembrane protein, putative (DUF1191)(AT4G23720)",828472
"289","AT1G74090","SOT18","desulfo-glucosinolate sulfotransferase 18(SOT18)",843749
"290","AT5G56080","NAS2","nicotianamine synthase 2(NAS2)",835707
"291","AT1G65890","AAE12","acyl activating enzyme 12(AAE12)",842901
"292","AT1G06475","AT1G06475","transmembrane protein(AT1G06475)",2745744
"293","AT5G50800","SWEET13","Nodulin MtN3 family protein(SWEET13)",835152
"294","AT2G01610","AT2G01610","Plant invertase/pectin methylesterase inhibitor superfamily protein(AT2G01610)",814690
"295","AT3G15650","AT3G15650","alpha/beta-Hydrolases superfamily protein(AT3G15650)",820808
"296","AT2G27535","AT2G27535","ribosomal protein L10A family protein(AT2G27535)",817300
"297","AT5G49330","MYB111","myb domain protein 111(MYB111)",834993
"298","AT1G48660","AT1G48660","Auxin-responsive GH3 family protein(AT1G48660)",841288
"299","AT5G47130","AT5G47130","Bax inhibitor-1 family protein(AT5G47130)",834759
"300","AT5G04680","AT5G04680","Ankyrin repeat family protein(AT5G04680)",830346
"301","AT1G77540","AT1G77540","Acyl-CoA N-acyltransferases (NAT) superfamily protein(AT1G77540)",844090
"302","AT3G13784","AtcwINV5","cell wall invertase 5(CWINV5)",820590
"303","AT2G33230","YUC7","YUCCA 7(YUC7)",817885
"304","AT5G36150","PEN3","putative pentacyclic triterpene synthase 3(PEN3)",833612
"305","AT5G15940","AT5G15940","NAD(P)-binding Rossmann-fold superfamily protein(AT5G15940)",831451
"306","AT4G10050","AT4G10050","esterase/lipase/thioesterase family protein(AT4G10050)",826596
"307","AT2G30770","CYP71A13","cytochrome P450 family 71 polypeptide(CYP71A13)",817628
"308","AT3G47590","AT3G47590","alpha/beta-Hydrolases superfamily protein(AT3G47590)",823913
"309","AT3G11270","RPN8B","Mov34/MPN/PAD-1 family protein(MEE34)",820298
"310","AT5G41210","GSTT1","glutathione S-transferase THETA 1(GSTT1)",834123
"311","AT1G15120","AT1G15120","Ubiquinol-cytochrome C reductase hinge protein(AT1G15120)",838075
"312","AT2G27020","PAG1","20S proteasome alpha subunit G1(PAG1)",817244
"313","AT5G59890","ADF4","actin depolymerizing factor 4(ADF4)",836111
"314","AT1G26550","AT1G26550","FKBP-like peptidyl-prolyl cis-trans isomerase family protein(AT1G26550)",839195
"315","AT5G43940","ADH2","GroES-like zinc-binding dehydrogenase family protein(HOT5)",834417
"316","AT3G23600","AT3G23600","alpha/beta-Hydrolases superfamily protein(AT3G23600)",821939
"317","AT4G05530","SDRA","indole-3-butyric acid response 1(IBR1)",825905
"318","AT5G44550","AT5G44550","Uncharacterized protein family (UPF0497)(AT5G44550)",834482
"319","AT1G54340","ICDH","isocitrate dehydrogenase(ICDH)",841875
