"","gene","symbol","Description","Entrez"
"28","AT4G12545","AIR1B","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT4G12545)",826867
"29","ATCG00170","RPOC2",NA,NA
"30","AT4G01770","RGXT1","rhamnogalacturonan xylosyltransferase 1(RGXT1)",828129
"31","AT2G34020","AT2G34020","Calcium-binding EF-hand family protein(AT2G34020)",817963
"32","AT5G62340","AT5G62340","Plant invertase/pectin methylesterase inhibitor superfamily protein(AT5G62340)",836355
"33","AT3G03660","WOX11","WUSCHEL related homeobox 11(WOX11)",821196
"34","AT3G56230","AT3G56230","BTB/POZ domain-containing protein(AT3G56230)",824789
"35","AT5G23840","AT5G23840","MD-2-related lipid recognition domain-containing protein(AT5G23840)",832449
"36","AT2G33330","CRRSP11","plasmodesmata-located protein 3(PDLP3)",817896
"37","AT5G14050","AT5G14050","Transducin/WD40 repeat-like superfamily protein(AT5G14050)",831254
"38","AT4G32710","PERK14","Protein kinase superfamily protein(PERK14)",3770575
"39","AT5G61130","PDCB1","plasmodesmata callose-binding protein 1(PDCB1)",836234
"40","AT1G43170","ARP1","ribosomal protein 1(RP1)",840916
"41","AT3G19820","DIM","cell elongation protein / DWARF1 / DIMINUTO (DIM)(DWF1)",821519
"42","AT2G01630","AT2G01630","O-Glycosyl hydrolases family 17 protein(AT2G01630)",814692
"43","AT4G27950","CRF4","cytokinin response factor 4(CRF4)",828908
"44","AT4G38770","PRP4","proline-rich protein 4(PRP4)",830032
"45","AT2G23560","MES7","methyl esterase 7(MES7)",816888
"46","AT3G63200","PLP9","PATATIN-like protein 9(PLP9)",825495
"47","AT3G50290","AT3G50290","HXXXD-type acyl-transferase family protein(AT3G50290)",3769692
"48","AT5G43175","BHLH139","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT5G43175)",834335
"49","AT3G01730","AT3G01730","transmembrane protein(AT3G01730)",821089
"50","AT5G37660","CRRSP60","plasmodesmata-located protein 7(PDLP7)",833744
"51","AT4G09100","ATL39","RING/U-box superfamily protein(AT4G09100)",826488
"52","AT1G08170","AT1G08170","Histone superfamily protein(AT1G08170)",837338
"53","AT2G02690","AT2G02690","Cysteine/Histidine-rich C1 domain family protein(AT2G02690)",814798
"54","ATMG00090","ATMG00090",NA,NA
"55","ATMG00510","NAD7",NA,NA
"56","ATMG00080","RPL16",NA,NA
"57","AT3G20110","CYP705A20","cytochrome P450, family 705, subfamily A, polypeptide 20(CYP705A20)",821554
"58","AT5G19110","AT5G19110","Eukaryotic aspartyl protease family protein(AT5G19110)",832031
"59","AT1G75880","EXL1","SGNH hydrolase-type esterase superfamily protein(AT1G75880)",843921
"60","AT5G40850","UPM1","urophorphyrin methylase 1(UPM1)",834085
"61","AT1G29660","AT1G29660","GDSL-like Lipase/Acylhydrolase superfamily protein(AT1G29660)",839843
"62","AT2G15620","NIR1","nitrite reductase 1(NIR1)",816055
"63","AT3G16370","APG","GDSL-like Lipase/Acylhydrolase superfamily protein(AT3G16370)",820884
"64","AT5G58900","AT5G58900","Homeodomain-like transcriptional regulator(AT5G58900)",836007
"65","AT1G13410","AT1G13410","Tetratricopeptide repeat (TPR)-like superfamily protein(AT1G13410)",837901
"66","AT4G31250","AT4G31250","Leucine-rich repeat protein kinase family protein(AT4G31250)",829252
"67","AT3G12110","ACT11","actin-11(ACT11)",820385
"68","AT4G37410","CYP81F4","cytochrome P450, family 81, subfamily F, polypeptide 4(CYP81F4)",829895
"69","AT1G03530","ATNAF1","nuclear assembly factor 1(NAF1)",839468
"70","AT2G33570","AT2G33570","glycosyltransferase family protein (DUF23)(GALS1)",817922
"71","AT2G32690","ATGRP23","glycine-rich protein 23(GRP23)",3768391
"72","AT4G02630","AT4G02630","Protein kinase superfamily protein(AT4G02630)",828217
"73","AT5G42785","AT5G42785","transmembrane protein(AT5G42785)",834289
"74","AT1G13420","SOT8","sulfotransferase 4B(ST4B)",837902
"75","AT4G11210","DIR14","Disease resistance-responsive (dirigent-like protein) family protein(AT4G11210)",826723
"76","AT3G45070","SOT5","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT3G45070)",823642
"77","AT5G15180","PER56","Peroxidase superfamily protein(AT5G15180)",831370
"78","AT1G27740","BHLH54","root hair defective 6-like 4(RSL4)",839667
"79","AT5G10230","ANNAT7","annexin 7(ANNAT7)",830887
"80","AT2G25160","CYP82F1","cytochrome P450, family 82, subfamily F, polypeptide 1(CYP82F1)",817054
"81","AT1G05260","PER3","Peroxidase superfamily protein(RCI3)",837028
"82","AT3G14530","GGPPS9","Terpenoid synthases superfamily protein(AT3G14530)",820678
"83","AT5G42500","DIR2","Disease resistance-responsive (dirigent-like protein) family protein(AT5G42500)",834257
"84","AT4G25190","QWRF7","QWRF motif protein (DUF566)(QWRF7)",828622
"85","AT4G33730","AT4G33730","CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein(AT4G33730)",829515
"86","AT1G18140","LAC1","laccase 1(LAC1)",838393
"87","AT4G35380","BIG4","SEC7-like guanine nucleotide exchange family protein(AT4G35380)",829691
"88","AT3G27500","AT3G27500","Cysteine/Histidine-rich C1 domain family protein(AT3G27500)",822372
"89","AT2G38760","ANN3","annexin 3(ANNAT3)",818458
"90","AT3G29250","SDR4","NAD(P)-binding Rossmann-fold superfamily protein(SDR4)",822580
"91","AT1G63600","CRRSP4","Receptor-like protein kinase-related family protein(AT1G63600)",842665
"92","AT5G35940","JAL41","Mannose-binding lectin superfamily protein(AT5G35940)",833584
"93","AT5G51930","AT5G51930","Glucose-methanol-choline (GMC) oxidoreductase family protein(AT5G51930)",835268
"94","AT3G09940","MDHAR","monodehydroascorbate reductase(MDHAR)",820155
"95","AT2G16980","AT2G16980","Major facilitator superfamily protein(AT2G16980)",816201
"96","AT5G19520","MSL9","mechanosensitive channel of small conductance-like 9(MSL9)",832072
"97","AT3G62280","AT3G62280","GDSL-like Lipase/Acylhydrolase superfamily protein(AT3G62280)",825401
"98","AT4G37850","BHLH25","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT4G37850)",829941
"99","AT3G05730","AT3G05730","defensin-like protein(AT3G05730)",819742
"100","AT1G29430","SAUR62","SAUR-like auxin-responsive protein family(AT1G29430)",839819
"101","AT1G29440","SAUR63","SAUR-like auxin-responsive protein family(SAUR63)",839820
"102","AT1G14220","AT1G14220","Ribonuclease T2 family protein(AT1G14220)",837983
"103","AT5G57770","AT5G57770","auxin canalization protein (DUF828)(AT5G57770)",835885
"104","AT3G45710","NPF2.5","Major facilitator superfamily protein(AT3G45710)",823713
"105","AT3G25930","AT3G25930","Adenine nucleotide alpha hydrolases-like superfamily protein(AT3G25930)",822190
"106","AT3G32040","AT3G32040","Terpenoid synthases superfamily protein(AT3G32040)",822957
"107","AT5G60780","NRT2.3","nitrate transporter 2.3(NRT2.3)",836199
"108","AT2G27385","AT2G27385","Pollen Ole e 1 allergen and extensin family protein(AT2G27385)",817283
"109","AT2G34170","AT2G34170","hypothetical protein (DUF688)(AT2G34170)",817978
"110","AT3G18090","NRPD2B","nuclear RNA polymerase D2B(NRPD2B)",821334
"111","AT4G00880","AT4G00880","SAUR-like auxin-responsive protein family(AT4G00880)",827989
"112","AT5G14210","AT5G14210","Leucine-rich repeat protein kinase family protein(AT5G14210)",831271
"113","AT1G73330","ATDR4","drought-repressed 4(DR4)",843668
"114","AT3G01860","AT3G01860","hypothetical protein(AT3G01860)",820070
"115","AT4G16140","AT4G16140","proline-rich family protein(AT4G16140)",827300
"116","AT5G10170","IPS3","myo-inositol-1-phosphate synthase 3(MIPS3)",830881
"117","AT1G18880","NPF2.9","Major facilitator superfamily protein(NRT1.9)",838469
"118","AT2G40360","AT2G40360","Transducin/WD40 repeat-like superfamily protein(AT2G40360)",818629
"119","AT3G13980","AT3G13980","SKI/DACH domain protein(AT3G13980)",820612
"120","AT4G04890","PDF2","protodermal factor 2(PDF2)",825828
"121","AT1G49760","PAB8","poly(A) binding protein 8(PAB8)",841399
"122","AT1G12330","AT1G12330","cyclin-dependent kinase-like protein(AT1G12330)",837787
"123","AT5G35740","AT5G35740","Carbohydrate-binding X8 domain superfamily protein(AT5G35740)",833551
"124","AT1G68560","XYL1","alpha-xylosidase 1(XYL1)",843185
"125","AT4G09160","PATL5","SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein(AT4G09160)",826497
"126","AT5G10180","SULTR2","slufate transporter 2;1(SULTR2;1)",830882
"127","AT2G25480","AT2G25480","TPX2 (targeting protein for Xklp2) protein family(AT2G25480)",817086
"128","AT4G35920","MCA1","PLAC8 family protein(MCA1)",829747
"129","AT1G05470","CVP2","DNAse I-like superfamily protein(CVP2)",837048
"130","AT5G58960","GIL1","glucose-6-phosphate isomerase, putative (DUF641)(GIL1)",836013
"131","AT3G15240","AT3G15240","Serine/threonine-protein kinase WNK (With No Lysine)-like protein(AT3G15240)",820755
"132","AT5G02550","AT5G02550","hypothetical protein(AT5G02550)",831052
"133","AT1G26700","MLO14","Seven transmembrane MLO family protein(MLO14)",839211
"134","AT3G14540","TPS19","Terpenoid cyclases/Protein prenyltransferases superfamily protein(AT3G14540)",820680
"135","AT3G30875","AT3G30875","miscRNA(AT3G30875)",28719352
"136","AT3G14550","GGPS3","geranylgeranyl pyrophosphate synthase 3(GGPS3)",820681
"137","AT4G22230","AT4G22230","defensin-like protein(AT4G22230)",828317
"138","AT3G04320","AT3G04320","Kunitz family trypsin and protease inhibitor protein(AT3G04320)",819587
"139","AT3G58780","AGL1","K-box region and MADS-box transcription factor family protein(SHP1)",825047
"140","AT4G12550","AIR1","Auxin-Induced in Root cultures 1(AIR1)",826868
"141","AT4G35210","AT4G35210","carrier protein (DUF241)(AT4G35210)",829674
"142","AT3G23430","PHO1","phosphate 1(PHO1)",821924
"143","AT1G66800","AT1G66800","NAD(P)-binding Rossmann-fold superfamily protein(AT1G66800)",842998
"144","AT3G02620","S-ACP-DES4","Plant stearoyl-acyl-carrier-protein desaturase family protein(AT3G02620)",820737
"145","AT4G01490","AT4G01490","hypothetical protein(AT4G01490)",3770430
"146","AT4G11320","AT4G11320","Papain family cysteine protease(AT4G11320)",826734
"147","AT1G70850","MLP34","MLP-like protein 34(MLP34)",843422
"148","AT2G01520","MLP328","MLP-like protein 328(MLP328)",814681
"149","AT5G51470","AT5G51470","Auxin-responsive GH3 family protein(AT5G51470)",835221
"150","AT1G16550","AT1G16550","miscRNA(AT1G16550)",3766738
"151","AT1G79580","SMB","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein(SMB)",844296
"152","AT5G39820","ANAC094","NAC domain containing protein 94(NAC094)",833978
"153","AT1G52100","AT1G52100","Mannose-binding lectin superfamily protein(AT1G52100)",841640
"154","AT3G18010","WOX1","WUSCHEL related homeobox 1(WOX1)",821325
"155","AT5G20630","GER3","germin 3(GER3)",832185
"156","AT3G45430","LECRK15","Concanavalin A-like lectin protein kinase family protein(AT3G45430)",823681
"157","AT3G60290","AT3G60290","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT3G60290)",825200
"158","AT4G25790","AT4G25790","CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein(AT4G25790)",828684
"159","AT1G32190","AT1G32190","alpha/beta-Hydrolases superfamily protein(AT1G32190)",840111
"160","AT1G79760","DTA4","downstream target of AGL15-4(DTA4)",844315
"161","AT1G78090","TPPB","trehalose-6-phosphate phosphatase(TPPB)",844144
"162","AT3G45700","NPF2.4","Major facilitator superfamily protein(AT3G45700)",823712
"163","AT2G32487","AT2G32487","hypothetical protein(AT2G32487)",5007918
"164","AT2G33640","PAT21","DHHC-type zinc finger family protein(AT2G33640)",817930
"165","AT2G39880","MYB25","myb domain protein 25(MYB25)",818575
"166","AT1G73780","AT1G73780","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT1G73780)",28717421
"167","AT2G05300","AT2G05300","miscRNA(AT2G05300)",815078
"168","AT2G39420","AT2G39420","alpha/beta-Hydrolases superfamily protein(AT2G39420)",818527
"169","AT4G29360","AT4G29360","O-Glycosyl hydrolases family 17 protein(AT4G29360)",829057
"170","AT5G09978","PEP7","elicitor peptide 7 precursor(PEP7)",5008207
"171","AT1G16920","RABA1B","RAB GTPase homolog A1B(RABA1b)",838263
"172","AT3G20015","ASPG2","Eukaryotic aspartyl protease family protein(AT3G20015)",821540
"173","AT2G34560","AT2G34560","P-loop containing nucleoside triphosphate hydrolases superfamily protein(CCP1)",818020
"174","AT5G10240","ASN3","asparagine synthetase 3(ASN3)",830888
"175","AT3G21270","DOF3.1","DOF zinc finger protein 2(DOF2)",821681
"176","AT5G22940","F8H","glucuronoxylan glucuronosyltransferase, putative(F8H)",832358
"177","AT2G24400","AT2G24400","SAUR-like auxin-responsive protein family(AT2G24400)",816976
"178","AT3G20210","dVPE","delta vacuolar processing enzyme(DELTA-VPE)",821565
"179","AT2G01760","ARR14","response regulator 14(RR14)",814707
"180","AT1G71960","ABCG25","ATP-binding casette family G25(ABCG25)",843527
"181","AT4G19020","CMT2","chromomethylase 2(CMT2)",827640
"182","AT5G56220","AT5G56220","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT5G56220)",835721
"183","AT1G62990","KNAT7","homeobox knotted-like protein(KNAT7)",842602
"184","AT1G74490","AT1G74490","Protein kinase superfamily protein(AT1G74490)",843790
"185","AT5G02640","AT5G02640","hypothetical protein(AT5G02640)",831166
"186","AT1G71692","AGL12","AGAMOUS-like 12(AGL12)",843497
"187","AT5G54040","AT5G54040","Cysteine/Histidine-rich C1 domain family protein(AT5G54040)",835487
"188","AT2G46850","AT2G46850","Protein kinase superfamily protein(AT2G46850)",819298
"189","AT4G01440","AT4G01440","nodulin MtN21 /EamA-like transporter family protein(UMAMIT31)",826697
"190","AT1G06310","ACX3.2","acyl-CoA oxidase 6(ACX6)",837141
"191","AT3G29680","AT3G29680","HXXXD-type acyl-transferase family protein(AT3G29680)",822646
"192","AT5G18080","SAUR24","SAUR-like auxin-responsive protein family(SAUR24)",28721172
"193","AT1G01920","AT1G01920","SET domain-containing protein(AT1G01920)",839313
"194","AT1G10380","AT1G10380","Putative membrane lipoprotein(AT1G10380)",837577
"195","AT1G76800","AT1G76800","Vacuolar iron transporter (VIT) family protein(AT1G76800)",844014
"196","AT5G46880","HDG5","homeobox-7(HB-7)",834733
"197","AT5G64700","AT5G64700","nodulin MtN21 /EamA-like transporter family protein(UMAMIT21)",836591
"198","AT1G66270","BGLU21","Glycosyl hydrolase superfamily protein(BGLU21)",842944
"199","AT3G32030","TPS30","Terpenoid cyclases/Protein prenyltransferases superfamily protein(AT3G32030)",822955
"200","AT3G50640","AT3G50640","hypothetical protein(AT3G50640)",824227
"201","AT4G23590","AT4G23590","Tyrosine transaminase family protein(AT4G23590)",828459
"202","AT3G59370","AT3G59370","Vacuolar calcium-binding protein-like protein(AT3G59370)",825106
"203","AT3G18170","AT3G18170","Glycosyltransferase family 61 protein(AT3G18170)",821344
"204","AT5G48940","RCH1","Leucine-rich repeat transmembrane protein kinase family protein(AT5G48940)",834952
"205","AT3G30214","AT3G30214","miscRNA(AT3G30214)",28719346
"206","AT1G51190","PLT2","Integrase-type DNA-binding superfamily protein(PLT2)",841542
"207","AT2G25640","AT2G25640","SPOC domain / Transcription elongation factor S-II protein(AT2G25640)",817105
"208","AT3G62760","GSTF13","Glutathione S-transferase family protein(ATGSTF13)",825451
"209","AT5G37800","BHLH86","RHD SIX-LIKE 1(RSL1)",833758
"210","AT3G27473","AT3G27473","Cysteine/Histidine-rich C1 domain family protein(AT3G27473)",822369
"211","AT3G49410","AT3G49410","Transcription factor IIIC, subunit 5(AT3G49410)",824103
"212","AT5G52170","HDG7","homeodomain GLABROUS 7(HDG7)",835293
"213","AT1G53345","AT1G53345","DHHA1 domain protein(AT1G53345)",841770
"214","AT2G22330","CYP79B3","cytochrome P450, family 79, subfamily B, polypeptide 3(CYP79B3)",816765
"215","AT3G24340","CLSY4","chromatin remodeling 40(CHR40)",822023
"216","AT3G43890","AT3G43890","Cysteine/Histidine-rich C1 domain family protein(AT3G43890)",823505
"217","AT3G42670","CLSY1","chromatin remodeling 38(CHR38)",823287
"218","AT3G48410","AT3G48410","alpha/beta-Hydrolases superfamily protein(AT3G48410)",823999
"219","AT1G06640","AT1G06640","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT1G06640)",837173
"220","AT5G16230","S-ACP-DES3","Plant stearoyl-acyl-carrier-protein desaturase family protein(AT5G16230)",831483
"221","AT2G40030","NRPE1","nuclear RNA polymerase D1B(NRPD1B)",818591
"222","AT2G15790","CYP40","peptidyl-prolyl cis-trans isomerase / cyclophilin-40 (CYP40) / rotamase(SQN)",816074
"223","AT3G50230","AT3G50230","Leucine-rich repeat protein kinase family protein(AT3G50230)",824185
"224","AT3G23780","NRPD2","nuclear RNA polymerase D2A(NRPD2A)",821960
"225","AT5G16860","PCMP-H92","Tetratricopeptide repeat (TPR)-like superfamily protein(AT5G16860)",831549
"226","AT3G10050","OMR1","L-O-methylthreonine resistant 1(OMR1)",820166
"227","AT3G62110","AT3G62110","Pectin lyase-like superfamily protein(AT3G62110)",825384
"228","AT1G31710","AT1G31710","Copper amine oxidase family protein(AT1G31710)",840058
"229","AT1G67040","AT1G67040","DnaA initiator-associating protein(TRM22)",843024
"230","AT4G24510","CER2","HXXXD-type acyl-transferase family protein(CER2)",828553
"231","AT2G14860","AT2G14860","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein(AT2G14860)",815975
"232","AT3G49380","iqd15","IQ-domain 15(iqd15)",824100
"233","AT1G63660","AT1G63660","GMP synthase (glutamine-hydrolyzing), putative / glutamine amidotransferase(AT1G63660)",842670
"234","AT3G56570","AT3G56570","SET domain-containing protein(AT3G56570)",824824
"235","AT2G24630","CSLC8","Glycosyl transferase family 2 protein(ATCSLC08)",816999
"236","AT1G69620","RPL34B","ribosomal protein L34(RPL34)",843298
"237","AT2G33370","RPL23C","Ribosomal protein L14p/L23e family protein(AT2G33370)",817900
"238","AT1G02110","AT1G02110","bZIP domain class transcription factor (DUF630 and DUF632)(AT1G02110)",839234
"239","AT3G45030","RPS20A","Ribosomal protein S10p/S20e family protein(AT3G45030)",823638
"240","AT3G14390","LYSA1","Pyridoxal-dependent decarboxylase family protein(AT3G14390)",820660
"241","AT1G02720","GATL5","galacturonosyltransferase 5(GATL5)",839475
"242","AT2G37190","RPL12A","Ribosomal protein L11 family protein(AT2G37190)",818295
"243","AT1G80530","AT1G80530","Major facilitator superfamily protein(AT1G80530)",844392
"244","AT2G16780","MSI2","Transducin family protein / WD-40 repeat family protein(MSI2)",816179
"245","AT2G22840","GRF1","growth-regulating factor 1(GRF1)",816815
"246","AT2G47880","GRXC13","Glutaredoxin family protein(AT2G47880)",819400
"247","AT4G10450","RPL9D","Ribosomal protein L6 family(AT4G10450)",826637
"248","AT1G14810","AT1G14810","semialdehyde dehydrogenase family protein(AT1G14810)",838046
"249","AT1G69420","PAT22","DHHC-type zinc finger family protein(AT1G69420)",843274
"250","AT1G08360","RPL10AA","Ribosomal protein L1p/L10e family(AT1G08360)",837356
"251","AT3G01790","AT3G01790","Ribosomal protein L13 family protein(AT3G01790)",821078
"252","AT3G19300","AT3G19300","Protein kinase superfamily protein(AT3G19300)",821464
"253","AT4G00380","FDM2","XH/XS domain-containing protein(FDM2)",828016
"254","AT4G31020","AT4G31020","alpha/beta-Hydrolases superfamily protein(AT4G31020)",829229
"255","AT5G14520","AT5G14520","pescadillo-like protein(AT5G14520)",831303
"256","AT5G16750","TOZ","Transducin family protein / WD-40 repeat family protein(TOZ)",831538
"257","AT3G12060","TBL1","trichome birefringence-like protein (DUF828)(TBL1)",820380
"258","AT5G20290","RPS8A","Ribosomal protein S8e family protein(AT5G20290)",832151
"259","AT5G15200","RPS9B","Ribosomal protein S4(AT5G15200)",831372
"260","AT3G56340","RPS26C","Ribosomal protein S26e family protein(AT3G56340)",824801
"261","AT5G07090","RPS4B","Ribosomal protein S4 (RPS4A) family protein(AT5G07090)",830600
"262","AT1G02870","AT1G02870","nucleolar-like protein(AT1G02870)",839496
"263","AT5G35530","RPS3C","Ribosomal protein S3 family protein(AT5G35530)",833518
"264","AT5G09510","RPS15D","Ribosomal protein S19 family protein(AT5G09510)",830810
"265","AT1G63480","AHL12","AT hook motif DNA-binding family protein(AT1G63480)",842654
"266","AT4G00238","AT4G00238","DNA-binding storekeeper protein-related transcriptional regulator(AT4G00238)",825892
"267","AT2G17470","ALMT6","aluminum activated malate transporter family protein(ALMT6)",816253
"268","AT1G16750","AT1G16750","GPI-anchored adhesin-like protein, putative (Protein of unknown function, DUF547)(AT1G16750)",838246
"269","AT5G16600","MYB43","myb domain protein 43(MYB43)",831522
"270","AT3G25670","AT3G25670","Leucine-rich repeat (LRR) family protein(AT3G25670)",822155
"271","AT2G30540","GRXS9","Thioredoxin superfamily protein(AT2G30540)",817603
"272","AT3G15030","TCP4","TCP family transcription factor 4(TCP4)",820732
"273","AT4G30610","SCPL24","alpha/beta-Hydrolases superfamily protein(BRS1)",829184
"274","AT2G26580","YAB5","plant-specific transcription factor YABBY family protein(YAB5)",817199
"275","AT3G06140","LUL4","RING/U-box superfamily protein(LUL4)",819787
"276","AT5G52860","ABCG8","ABC-2 type transporter family protein(ABCG8)",835363
"277","AT1G68780","AT1G68780","RNI-like superfamily protein(AT1G68780)",843209
"278","AT3G06130","AT3G06130","Heavy metal transport/detoxification superfamily protein(AT3G06130)",819786
"279","AT2G18328","RL4","RAD-like 4(RL4)",5007884
"280","AT5G63140","PAP29","purple acid phosphatase 29(PAP29)",836435
"281","AT5G65410","ZHD1","homeobox protein 25(HB25)",836666
"282","AT1G74060","RPL6B","Ribosomal protein L6 family protein(AT1G74060)",843746
"283","AT3G03920","AT3G03920","H/ACA ribonucleoprotein complex, subunit Gar1/Naf1 protein(AT3G03920)",821062
"284","AT5G23740","RPS11C","ribosomal protein S11-beta(RPS11-BETA)",832439
"285","AT5G59800","MBD7","methyl-CPG-binding domain 7(MBD7)",836101
"286","AT1G26570","UGD1","UDP-glucose dehydrogenase 1(UGD1)",839197
"287","AT4G14120","AT4G14120","hypothetical protein(AT4G14120)",827050
"288","AT5G25475","AT5G25475","AP2/B3-like transcriptional factor family protein(AT5G25475)",832622
"289","AT1G23000","AT1G23000","Heavy metal transport/detoxification superfamily protein(AT1G23000)",838908
"290","AT3G18777","AT3G18777","miscRNA(AT3G18777)",3768811
"291","AT1G07490","RTFL3","ROTUNDIFOLIA like 3(RTFL3)",837263
"292","AT1G35180","AT1G35180","TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein(AT1G35180)",840405
"293","AT2G41510","CKX1","cytokinin oxidase/dehydrogenase 1(CKX1)",818749
"294","AT1G05240","PER1","Peroxidase superfamily protein(AT1G05240)",839237
"295","AT5G51490","PME59","Plant invertase/pectin methylesterase inhibitor superfamily(AT5G51490)",835223
"296","AT1G10400","UGT90A2","UDP-Glycosyltransferase superfamily protein(AT1G10400)",837580
"297","AT1G54000","GLL22","GDSL-like Lipase/Acylhydrolase superfamily protein(GLL22)",841838
"298","AT4G02270","RHS13","root hair specific 13(RHS13)",828083
"299","AT5G25757","AT5G25757","RNA polymerase I-associated factor PAF67(AT5G25757)",832644
"300","AT5G28640","GIF1","SSXT family protein(AN3)",832968
"301","AT2G26730","AT2G26730","Leucine-rich repeat protein kinase family protein(AT2G26730)",817214
"302","AT3G27150","AT3G27150","Galactose oxidase/kelch repeat superfamily protein(AT3G27150)",822334
"303","AT5G49215","AT5G49215","Pectin lyase-like superfamily protein(AT5G49215)",834981
"304","AT5G14150","AT5G14150","Emb:.1 protein, putative (Protein of unknown function, DUF642)(AT5G14150)",831265
"305","AT1G77690","LAX3","like AUX1 3(LAX3)",844105
"306","AT3G18190","CCT4","TCP-1/cpn60 chaperonin family protein(AT3G18190)",821346
"307","AT3G06530","AT3G06530","ARM repeat superfamily protein(AT3G06530)",819831
"308","AT5G05560","APC1","E3 ubiquitin ligase(EMB2771)",830439
"309","AT1G31950","TPS29","Terpenoid cyclases/Protein prenyltransferases superfamily protein(AT1G31950)",840085
"310","AT3G14570","CALS8","glucan synthase-like 4(GSL04)",820683
"311","AT5G45210","AT5G45210","Disease resistance protein (TIR-NBS-LRR class) family(AT5G45210)",834557
"312","AT4G22110","AT4G22110","GroES-like zinc-binding dehydrogenase family protein(AT4G22110)",828300
"313","AT5G14340","AtMYB40","myb domain protein 40(MYB40)",831284
"314","AT1G06720","AT1G06720","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT1G06720)",837182
"315","AT2G25980","JAL20","Mannose-binding lectin superfamily protein(AT2G25980)",817139
"316","AT4G17610","AT4G17610","tRNA/rRNA methyltransferase (SpoU) family protein(AT4G17610)",827480
"317","AT1G33750","TPS22","Terpenoid cyclases/Protein prenyltransferases superfamily protein(AT1G33750)",840266
"318","AT5G14750","WER","myb domain protein 66(MYB66)",831327
"319","AT3G54320","WRI1","Integrase-type DNA-binding superfamily protein(WRI1)",824599
"320","AT4G11780","AT4G11780","GAR2-like protein(TRM10)",826784
"321","AT4G31120","PMRT15","SHK1 binding protein 1(SKB1)",829240
"322","AT5G63660","PDF2.5","Scorpion toxin-like knottin superfamily protein(PDF2.5)",836486
