"","gene","symbol","Description","Entrez"
"61","AT1G18810","PKS3","phytochrome kinase substrate-like protein(AT1G18810)",838463
"62","AT3G46900","COPT2","copper transporter 2(COPT2)",823843
"63","AT1G11340","RKS1","G-type lectin S-receptor-like Serine/Threonine-kinase(AT1G11340)",837676
"64","AT3G02850","SKOR","STELAR K+ outward rectifier(SKOR)",821052
"65","AT4G21970","AT4G21970","senescence regulator (Protein of unknown function, DUF584)(AT4G21970)",828286
"66","AT5G10250","DOT3","Phototropic-responsive NPH3 family protein(DOT3)",830889
"67","AT5G17165","AT5G17165","hypothetical protein(AT5G17165)",5008216
"68","AT4G16162","AT4G16162","Leucine-rich repeat (LRR) family protein(AT4G16162)",3770337
"69","AT3G46500","AT3G46500","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT3G46500)",823803
"70","AT5G38140","NFYC10","nuclear factor Y, subunit C12(NF-YC12)",833794
"71","ATCG00300","PSBZ",NA,NA
"72","AT3G52530","AT3G52530","Protein kinase superfamily protein(AT3G52530)",824419
"73","AT1G61820","BGLU46","beta glucosidase 46(BGLU46)",842479
"74","AT3G01175","AT3G01175","transmembrane protein(AT3G01175)",820400
"75","AT4G29990","AT4G29990","Leucine-rich repeat transmembrane protein kinase protein(AT4G29990)",829122
"76","AT1G05570","CALS1","callose synthase 1(CALS1)",837059
"77","AT3G57300","INO80","DNA helicase INO80-like protein(INO80)",824897
"78","AT5G17890","DAR4","DA1-related protein 4(DAR4)",831657
"79","AT2G34000","AT2G34000","RING/U-box superfamily protein(AT2G34000)",817961
"80","AT1G62035","MIR171C","ncRNA(MIR171c)",5007828
"81","AT3G45410","LECRK13","Concanavalin A-like lectin protein kinase family protein(AT3G45410)",823679
"82","AT5G46500","AT5G46500","protein VARIATION IN COMPOUND TRIGGERED ROOT growth protein(AT5G46500)",834693
"83","AT4G04630","AT4G04630","senescence regulator (Protein of unknown function, DUF584)(AT4G04630)",825795
"84","AT1G19720","DYW7","Pentatricopeptide repeat (PPR-like) superfamily protein(AT1G19720)",838561
"85","AT4G28080","AT4G28080","Tetratricopeptide repeat (TPR)-like superfamily protein(AT4G28080)",828923
"86","AT2G16650","PRORP2","proteinaceous RNase P 2(PRORP2)",816166
"87","AT3G09162","AT3G09162","hypothetical protein(AT3G09162)",2745877
"88","AT4G19510","AT4G19510","Disease resistance protein (TIR-NBS-LRR class)(AT4G19510)",827692
"89","AT5G54280","VIII-2","myosin 2(ATM2)",835516
"90","AT5G19330","ARIA","ARM repeat protein interacting with ABF2(ARIA)",832053
"91","AT5G53170","FTSH11","FTSH protease 11(FTSH11)",835398
"92","AT2G36050","OFP15","ovate family protein 15(OFP15)",818178
"93","AT2G46900","AT2G46900","transcription factor-like protein(AT2G46900)",819303
"94","AT2G18560","AT2G18560","UDP-Glycosyltransferase superfamily protein(AT2G18560)",816371
"95","AT4G17250","AT4G17250","transmembrane protein(AT4G17250)",827439
"96","AT5G45490","AT5G45490","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT5G45490)",834585
"97","AT3G15356","LEC","Legume lectin family protein(AT3G15356)",820768
"98","AT4G03400","DFL2","Auxin-responsive GH3 family protein(DFL2)",827938
"99","AT1G10910","AT1G10910","Pentatricopeptide repeat (PPR) superfamily protein(EMB3103)",837634
"100","AT1G63360","AT1G63360","Disease resistance protein (CC-NBS-LRR class) family(AT1G63360)",842642
"101","AT5G04190","PKS4","phytochrome kinase substrate 4(PKS4)",830297
"102","AT3G27980","PME30","Plant invertase/pectin methylesterase inhibitor superfamily(AT3G27980)",822422
"103","AT5G27250","AT5G27250","hypothetical protein(AT5G27250)",3770743
"104","AT1G66970","GDPDL1","SHV3-like 2(SVL2)",843015
"105","AT5G45250","RPS4","Disease resistance protein (TIR-NBS-LRR class) family(RPS4)",834561
"106","AT1G16090","WAKL7","wall associated kinase-like 7(WAKL7)",838179
"107","AT1G12220","RPS5","Disease resistance protein (CC-NBS-LRR class) family(RPS5)",837775
"108","AT5G40170","AtRLP54","receptor like protein 54(RLP54)",834015
"109","AT4G25940","AT4G25940","ENTH/ANTH/VHS superfamily protein(AT4G25940)",828700
"110","AT5G61060","HDA5","histone deacetylase 5(HDA05)",836227
"111","AT2G19810","AT2G19810","CCCH-type zinc finger family protein(OZF1)",816500
"112","AT2G42690","AT2G42690","alpha/beta-Hydrolases superfamily protein(AT2G42690)",818869
"113","AT5G39160","GLP2A","RmlC-like cupins superfamily protein(AT5G39160)",833910
"114","AT2G14510","AT2G14510","Leucine-rich repeat protein kinase family protein(AT2G14510)",815938
"115","AT2G28305","LOG1","Putative lysine decarboxylase family protein(LOG1)",817376
"116","AT5G48490","AT5G48490","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT5G48490)",834905
"117","AT2G34620","AT2G34620","Mitochondrial transcription termination factor family protein(AT2G34620)",818027
"118","AT5G15310","ATMYB16","myb domain protein 16(MYB16)",831383
"119","AT1G07560","AT1G07560","Leucine-rich repeat protein kinase family protein(AT1G07560)",837270
"120","AT5G52900","MAKR6","membrane-associated kinase regulator(MAKR6)",835367
"121","AT4G13494","MIR863A","ncRNA(MIR863)",6241433
"122","AT1G22370","UGT85A5","UDP-glucosyl transferase 85A5(UGT85A5)",838844
"123","AT4G13495","AT4G13495","ncRNA(AT4G13495)",5008139
"124","AT2G44130","AT2G44130","Galactose oxidase/kelch repeat superfamily protein(AT2G44130)",819019
"125","AT3G12977","AT3G12977","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein(AT3G12977)",3768816
"126","AT4G18830","OFP5","ovate family protein 5(OFP5)",827617
"127","AT4G04408","AT4G04408","miscRNA(AT4G04408)",3769845
"128","AT1G67265","DVL3","ROTUNDIFOLIA like 21(RTFL21)",5007837
"129","AT5G10660","AT5G10660","calmodulin-binding protein-like protein(AT5G10660)",830930
"130","AT3G18773","ATL77","RING/U-box superfamily protein(AT3G18773)",821409
"131","AT2G03850","AT2G03850","Late embryogenesis abundant protein (LEA) family protein(AT2G03850)",814911
"132","AT5G25130","CYP71B12","cytochrome P450, family 71, subfamily B, polypeptide 12(CYP71B12)",832584
"133","AT2G18710","SCY1","SECY homolog 1(SCY1)",816386
"134","AT3G04550","RAF2","rubisco accumulation factor-like protein(AT3G04550)",819611
"135","AT1G36320","AT1G36320","hypothetical protein(AT1G36320)",840539
"136","AT4G34620","SSR16","small subunit ribosomal protein 16(SSR16)",829614
"137","AT1G44920","AT1G44920","transmembrane protein(AT1G44920)",841058
"138","AT4G26530","AT4G26530","Aldolase superfamily protein(FBA5)",828759
"139","AT5G57930","APO2","APO RNA-binding protein (DUF794)(APO2)",835904
"140","AT2G28605","PPD2","Photosystem II reaction center PsbP family protein(AT2G28605)",817409
"141","AT5G23440","FTRA1","ferredoxin/thioredoxin reductase subunit A (variable subunit) 1(FTRA1)",832410
"142","AT2G01870","AT2G01870","transmembrane protein(AT2G01870)",814718
"143","AT3G09580","AT3G09580","FAD/NAD(P)-binding oxidoreductase family protein(AT3G09580)",820115
"144","AT5G59250","AT5G59250","Major facilitator superfamily protein(AT5G59250)",836043
"145","AT4G37510","AT4G37510","Ribonuclease III family protein(AT4G37510)",829906
"146","AT2G36000","AT2G36000","Mitochondrial transcription termination factor family protein(EMB3114)",818173
"147","AT4G29060","emb2726","elongation factor Ts family protein(emb2726)",829027
"148","AT2G30390","FC2","ferrochelatase 2(FC2)",817589
"149","AT5G44650","CEST","death domain associated protein(CEST)",834494
"150","AT3G12780","PGK1","phosphoglycerate kinase 1(PGK1)",820461
"151","AT2G37220","CP29B","RNA-binding (RRM/RBD/RNP motifs) family protein(AT2G37220)",818299
"152","AT5G28500","RAF1","rubisco accumulation factor-like protein(AT5G28500)",832943
"153","AT1G23090","SULTR3","sulfate transporter 91(AST91)",838917
"154","AT2G04842","EMB2761","threonyl-tRNA synthetase, putative / threonine-tRNA ligase(EMB2761)",815029
"155","AT1G12900","GAPA2","glyceraldehyde 3-phosphate dehydrogenase A subunit 2(GAPA-2)",837848
"156","AT5G36700","PGLP1B","2-phosphoglycolate phosphatase 1(PGLP1)",833635
"157","AT1G18170","FKBP17-2","FKBP-like peptidyl-prolyl cis-trans isomerase family protein(AT1G18170)",838396
"158","AT2G47910","CRR6","chlororespiratory reduction 6(CRR6)",819403
"159","AT3G51600","LTP5","lipid transfer protein 5(LTP5)",824323
"160","AT1G07280","AT1G07280","Tetratricopeptide repeat (TPR)-like superfamily protein(AT1G07280)",837239
"161","AT2G35830","AT2G35830","ureidoglycolate hydrolase(AT2G35830)",818156
"162","AT3G04870","ZDS1","zeta-carotene desaturase(ZDS)",819647
"163","AT4G04692","AT4G04692","miscRNA(AT4G04692)",3770388
"164","AT5G07860","AT5G07860","HXXXD-type acyl-transferase family protein(AT5G07860)",830679
"165","AT1G67090","RBCS-1A","ribulose bisphosphate carboxylase small chain 1A(RBCS1A)",843029
"166","AT5G38410","RBCS-3B","Ribulose bisphosphate carboxylase (small chain) family protein(RBCS3B)",833828
"167","AT1G16080","AT1G16080","nuclear protein(AT1G16080)",838178
"168","AT1G44000","SGRL","STAY-GREEN-like protein(AT1G44000)",841000
"169","AT1G03680","ATHM1","thioredoxin M-type 1(THM1)",839436
"170","AT1G35420","AT1G35420","alpha/beta-Hydrolases superfamily protein(AT1G35420)",840434
"171","AT4G25080","CHLM","magnesium-protoporphyrin IX methyltransferase(CHLM)",828611
"172","AT1G20340","DRT112","Cupredoxin superfamily protein(DRT112)",838622
"173","AT1G76110","HMGB9","HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain-containing protein(AT1G76110)",843943
"174","AT1G04420","AT1G04420","NAD(P)-linked oxidoreductase superfamily protein(AT1G04420)",839524
"175","AT4G10300","AT4G10300","RmlC-like cupins superfamily protein(AT4G10300)",826622
"176","AT4G22890","PGRL1A","PGR5-LIKE A(PGR5-LIKE A)",828388
"177","AT5G36120","CCB3","cofactor assembly, complex C (B6F)(CCB3)",833608
"178","AT1G43560","Aty2","thioredoxin Y2(ty2)",840939
"179","AT3G22210","AT3G22210","transmembrane protein(AT3G22210)",821785
"180","AT3G09050","AT3G09050","8-amino-7-oxononanoate synthase(AT3G09050)",820058
"181","AT2G21280","GC1","NAD(P)-binding Rossmann-fold superfamily protein(SULA)",816667
"182","AT3G51510","AT3G51510","transmembrane protein(AT3G51510)",824314
"183","AT3G63410","VTE3","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(APG1)",825516
"184","AT1G04640","LIP2","lipoyltransferase 2(LIP2)",839462
"185","AT3G27050","AT3G27050","plant/protein(AT3G27050)",822323
"186","AT5G42070","AT5G42070","hypothetical protein(AT5G42070)",834212
"187","AT1G45230","AT1G45230","DCL protein (DUF3223)(AT1G45230)",841096
"188","AT2G03440","NRP1","nodulin-related protein 1(NRP1)",814873
"189","AT1G68660","AT1G68660","Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein(AT1G68660)",843196
"190","AT2G32500","AT2G32500","Stress responsive alpha-beta barrel domain protein(AT2G32500)",817811
"191","AT3G54900","GRXS14","CAX interacting protein 1(CXIP1)",824655
"192","AT5G45680","FKBP13","FK506-binding protein 13(FKBP13)",834607
"193","AT3G48420","AT3G48420","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein(AT3G48420)",824000
"194","AT5G38520","AT5G38520","alpha/beta-Hydrolases superfamily protein(AT5G38520)",833840
"195","AT2G21530","AT2G21530","SMAD/FHA domain-containing protein(AT2G21530)",816692
"196","AT3G02730","TRXF1","thioredoxin F-type 1(TRXF1)",821260
"197","AT5G52440","TATB","Bacterial sec-independent translocation protein mttA/Hcf106(HCF106)",835320
"198","AT2G34860","EDA3","DnaJ/Hsp40 cysteine-rich domain superfamily protein(EDA3)",818051
"199","AT5G08050","AT5G08050","wiskott-aldrich syndrome family protein, putative (DUF1118)(AT5G08050)",830699
"200","AT5G24520","TTG1","Transducin/WD40 repeat-like superfamily protein(TTG1)",832523
"201","AT1G23390","AT1G23390","Kelch repeat-containing F-box family protein(AT1G23390)",838947
"202","AT5G09320","VPS9B","vacuolar protein sorting-associated 9A-like protein(VPS9B)",830791
"203","AT2G06002","AT2G06002","ncRNA(AT2G06002)",6241398
"204","AT1G47580","DYW1","Pentatricopeptide repeat (PPR) superfamily protein(DYW1)",841167
"205","ATCG01020","RPL32",NA,NA
"206","AT1G32520","AT1G32520","TLDc domain protein(AT1G32520)",840146
"207","AT2G35660","CTF2A","FAD/NAD(P)-binding oxidoreductase family protein(CTF2A)",818135
"208","AT2G36630","AT2G36630","Sulfite exporter TauE/SafE family protein(AT2G36630)",818235
"209","AT5G67190","ERF010","DREB and EAR motif protein 2(DEAR2)",836854
"210","AT1G52870","AT1G52870","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein(AT1G52870)",841720
"211","AT5G44190","GLK2","GOLDEN2-like 2(GLK2)",834442
"212","AT1G23740","AT1G23740","Oxidoreductase, zinc-binding dehydrogenase family protein(AOR)",838984
"213","AT5G53580","PLR1","NAD(P)-linked oxidoreductase superfamily protein(PLR1)",835440
"214","AT4G08870","ARGAH2","Arginase/deacetylase superfamily protein(ARGAH2)",826458
"215","AT4G37560","AT4G37560","Acetamidase/Formamidase family protein(AT4G37560)",829911
"216","AT1G62250","AT1G62250","orotidine 5'-phosphate decarboxylase(AT1G62250)",842522
"217","AT2G21185","AT2G21185","transmembrane protein(AT2G21185)",816654
"218","AT4G31875","AT4G31875","hypothetical protein(AT4G31875)",829317
"219","AT5G19500","AT5G19500","Tryptophan/tyrosine permease(AT5G19500)",832070
"220","AT5G11250","AT5G11250","Disease resistance protein (TIR-NBS-LRR class)(AT5G11250)",830995
"221","AT5G43470","RPP8","Disease resistance protein (CC-NBS-LRR class) family(RPP8)",834367
"222","AT5G46490","AT5G46490","Disease resistance protein (TIR-NBS-LRR class) family(AT5G46490)",834692
"223","AT4G17080","AT4G17080","Histone H3 K4-specific methyltransferase SET7/9 family protein(AT4G17080)",827416
"224","AT4G23300","CRK22","cysteine-rich RLK (RECEPTOR-like protein kinase) 22(CRK22)",828429
"225","AT1G73170","AT1G73170","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT1G73170)",843649
"226","AT4G19985","AT4G19985","Acyl-CoA N-acyltransferases (NAT) superfamily protein(AT4G19985)",827743
"227","AT4G33470","HDA14","histone deacetylase 14(HDA14)",829484
"228","AT2G24280","AT2G24280","alpha/beta-Hydrolases superfamily protein(AT2G24280)",816963
"229","AT1G22430","AT1G22430","GroES-like zinc-binding dehydrogenase family protein(AT1G22430)",838849
"230","AT4G24350","AT4G24350","Phosphorylase superfamily protein(AT4G24350)",828538
"231","AT1G31290","AGO3","ARGONAUTE 3(AGO3)",840017
"232","AT1G73990","SPPA","signal peptide peptidase(SPPA)",843737
"233","AT5G43740","AT5G43740","Disease resistance protein (CC-NBS-LRR class) family(AT5G43740)",834394
"234","AT3G11945","HST","homogentisate prenyltransferase(HST)",5007993
"235","AT4G29050","LECRK59","Concanavalin A-like lectin protein kinase family protein(AT4G29050)",829026
"236","AT5G41050","AT5G41050","Pollen Ole e 1 allergen and extensin family protein(AT5G41050)",834107
"237","AT1G69523","AT1G69523","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G69523)",843286
"238","AT2G32640","AT2G32640","Lycopene beta/epsilon cyclase protein(AT2G32640)",817824
"239","AT2G05310","AT2G05310","transmembrane protein(AT2G05310)",815079
"240","AT4G13500","AT4G13500","transmembrane protein(AT4G13500)",826982
"241","AT3G01480","CYP38","cyclophilin 38(CYP38)",821137
"242","AT1G67700","HHL1","multidrug resistance protein(AT1G67700)",843095
"243","AT3G63140","CSP41A","chloroplast stem-loop binding protein of 41 kDa(CSP41A)",825489
"244","AT2G46910","PAP10","Plastid-lipid associated protein PAP / fibrillin family protein(AT2G46910)",819304
"245","AT2G17033","AT2G17033","pentatricopeptide (PPR) repeat-containing protein(AT2G17033)",816207
"246","AT2G35410","AT2G35410","RNA-binding (RRM/RBD/RNP motifs) family protein(AT2G35410)",818107
"247","AT1G26761","AT1G26761","Arabinanase/levansucrase/invertase(AT1G26761)",6241260
"248","AT5G48220","AT5G48220","Aldolase-type TIM barrel family protein(AT5G48220)",834875
"249","AT1G71720","AT1G71720","Nucleic acid-binding proteins superfamily(PDE338)",843502
"250","AT1G70760","ndhL","inorganic carbon transport protein-like protein(NdhL)",843413
"251","AT1G78995","AT1G78995","hypothetical protein(AT1G78995)",844240
"252","AT4G10060","AT4G10060","Beta-glucosidase, GBA2 type family protein(AT4G10060)",826597
"253","AT1G54350","ABCC2","ABC transporter family protein(ABCD2)",841876
"254","AT2G35260","AT2G35260","CAAX protease self-immunity protein(AT2G35260)",818093
"255","AT5G49730","FRO6","ferric reduction oxidase 6(FRO6)",835036
"256","AT2G01320","ABCG7","ABC-2 type transporter family protein(ABCG7)",814660
"257","AT2G36990","SIGF","RNApolymerase sigma-subunit F(SIGF)",818273
"258","AT3G54050","FBP","high cyclic electron flow 1(HCEF1)",824572
"259","AT5G47110","LIL3:2","Chlorophyll A-B binding family protein(LIL3:2)",834757
"260","AT1G72820","AT1G72820","Mitochondrial substrate carrier family protein(AT1G72820)",843613
"261","AT3G07310","AT3G07310","phosphoserine aminotransferase, putative (DUF760)(AT3G07310)",819919
"262","AT3G07670","AT3G07670","Rubisco methyltransferase family protein(AT3G07670)",819958
"263","AT3G18035","HON4","winged-helix DNA-binding transcription factor family protein(HON4)",821328
"264","AT3G17040","HCF107","high chlorophyll fluorescent 107(HCF107)",820961
"265","AT4G01050","STR4","thylakoid rhodanese-like protein(TROL)",827921
"266","AT4G03150","AT4G03150","plant/protein(AT4G03150)",828059
"267","AT4G32320","APX6","ascorbate peroxidase 6(APX6)",829366
"268","AT4G15740","AT4G15740","Calcium-dependent lipid-binding (CaLB domain) family protein(AT4G15740)",827252
"269","AT1G78530","AT1G78530","Protein kinase superfamily protein(AT1G78530)",844189
"270","AT3G62950","GRXC11","Thioredoxin superfamily protein(AT3G62950)",825470
"271","AT5G41300","CRRSP59","Receptor-like protein kinase-related family protein(AT5G41300)",834131
"272","AT1G22900","DIR11","Disease resistance-responsive (dirigent-like protein) family protein(AT1G22900)",838897
"273","AT3G57800","BHLH60","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT3G57800)",825530
"274","AT1G69160","AT1G69160","suppressor(AT1G69160)",843247
"275","AT3G18050","AT3G18050","GPI-anchored protein(AT3G18050)",821330
"276","AT4G36870","BLH2","BEL1-like homeodomain 2(BLH2)",829840
"277","AT1G62630","AT1G62630","Disease resistance protein (CC-NBS-LRR class) family(AT1G62630)",842560
"278","AT5G47440","AT5G47440","auxin canalization protein (DUF828)(AT5G47440)",834792
"279","AT2G43520","ATTI2","trypsin inhibitor protein 2(TI2)",818953
"280","AT5G14740","BCA2","carbonic anhydrase 2(CA2)",831326
"281","AT1G10060","BCAT1","branched-chain amino acid transaminase 1(BCAT-1)",837542
"282","AT2G34510","AT2G34510","choice-of-anchor C domain protein, putative (Protein of unknown function, DUF642)(AT2G34510)",818014
"283","AT3G47620","TCP14","TEOSINTE BRANCHED, cycloidea and PCF (TCP) 14(TCP14)",823916
"284","AT4G34090","AT4G34090","cyclin delta-3(AT4G34090)",829555
"285","AT5G25840","AT5G25840","DUF1677 family protein (DUF1677)(AT5G25840)",832653
"286","AT5G53860","emb2737","embryo defective 2737(emb2737)",835467
"287","AT1G68520","COL6","B-box type zinc finger protein with CCT domain-containing protein(BBX14)",843181
"288","AT5G24690","AT5G24690","plant/protein, putative (DUF3411)(AT5G24690)",832541
"289","AT4G24770","CP31A","31-kDa RNA binding protein(RBP31)",828579
"290","AT1G74970","RPS9","ribosomal protein S9(RPS9)",843836
"291","AT3G53460","CP29A","chloroplast RNA-binding protein 29(CP29)",824514
"292","AT1G19150","LHCA6","PSI type II chlorophyll a/b-binding protein (Lhca2*1)(Lhca6)",838498
"293","AT5G17230","PSY1","PHYTOENE SYNTHASE(PSY)",831587
"294","AT2G35130","AT2G35130","Tetratricopeptide repeat (TPR)-like superfamily protein(AT2G35130)",818079
"295","AT1G31920","PCMP-H11","Tetratricopeptide repeat (TPR)-like superfamily protein(AT1G31920)",840082
"296","AT5G23060","CAS","calcium sensing receptor(CaS)",832370
"297","AT1G08980","AMI1","amidase 1(AMI1)",837418
"298","AT5G54630","AT5G54630","zinc finger protein-like protein(AT5G54630)",835552
"299","AT3G56160","BASS4","Sodium Bile acid symporter family(AT3G56160)",824782
"300","AT5G50450","AT5G50450","HCP-like superfamily protein with MYND-type zinc finger(AT5G50450)",835113
"301","AT1G73830","BEE3","BR enhanced expression 3(BEE3)",843719
"302","AT1G23400","CAF2","RNA-binding CRS1 / YhbY (CRM) domain-containing protein(CAF2)",838948
"303","AT4G31780","MGD1","monogalactosyl diacylglycerol synthase 1(MGD1)",829306
"304","AT3G26310","CYP71B35","cytochrome P450, family 71, subfamily B, polypeptide 35(CYP71B35)",822235
"305","AT3G56940","CRD1","dicarboxylate diiron protein, putative (Crd1)(CRD1)",824861
"306","AT1G55370","NDF5","NDH-dependent cyclic electron flow 5(NDF5)",841984
"307","AT3G62910","APG3","Peptide chain release factor 1(APG3)",825466
"308","AT5G62360","AT5G62360","Plant invertase/pectin methylesterase inhibitor superfamily protein(AT5G62360)",836357
"309","AT3G52380","CP33","chloroplast RNA-binding protein 33(CP33)",824403
"310","AT5G05740","EGY2","ethylene-dependent gravitropism-deficient and yellow-green-like 2(EGY2)",830458
"311","AT1G18010","AT1G18010","Major facilitator superfamily protein(AT1G18010)",838381
"312","AT2G37450","AT2G37450","nodulin MtN21 /EamA-like transporter family protein(UMAMIT13)",818322
"313","AT4G39710","PNSL4","FK506-binding protein 16-2(PnsL4)",830126
"314","AT2G21385","AT2G21385","hypothetical protein(AT2G21385)",816677
"315","AT3G17670","AT3G17670","tetratricopeptide repeat (TPR)-containing protein(AT3G17670)",821034
"316","AT4G25910","NIFU3","NFU domain protein 3(NFU3)",828697
"317","AT4G14890","FdC2","2Fe-2S ferredoxin-like superfamily protein(FdC1)",827146
"318","AT4G24090","AT4G24090","homer protein(AT4G24090)",828509
"319","AT4G21445","AT4G21445","receptor-interacting protein(AT4G21445)",825893
"320","AT5G43750","PNSB5","NAD(P)H dehydrogenase 18(PnsB5)",834396
"321","AT5G10150","UFC","UPSTREAM OF FLC protein (DUF966)(AT5G10150)",830879
"322","AT1G74070","CYP26-2","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein(AT1G74070)",843747
