"","gene","symbol","Description","Entrez"
"70","AT1G69070","AT1G69070","nucleolar-like protein(AT1G69070)",843239
"71","AT3G24240","RCH2","Leucine-rich repeat receptor-like protein kinase family protein(AT3G24240)",822011
"72","AT2G24610","CNGC14","cyclic nucleotide-gated channel 14(CNGC14)",816997
"73","AT4G16340","SPK1","guanyl-nucleotide exchange factors;GTPase binding;GTP binding protein(SPK1)",827328
"74","AT4G20210","TPS08","Terpenoid cyclases/Protein prenyltransferases superfamily protein(AT4G20210)",827768
"75","AT3G16410","NSP4","nitrile specifier protein 4(NSP4)",820888
"76","AT4G04940","AT4G04940","transducin family protein / WD-40 repeat family protein(AT4G04940)",825833
"77","AT3G07990","SCPL27","serine carboxypeptidase-like 27(SCPL27)",819990
"78","AT5G40510","AT5G40510","Sucrase/ferredoxin-like family protein(AT5G40510)",834049
"79","AT3G47770","ATATH5","ABC2 homolog 5(ABCA6)",823931
"80","AT4G27010","AT4G27010","ribosome 60S biogenesis amino-terminal protein(EMB2788)",828809
"81","AT1G17090","AT1G17090","transmembrane protein(AT1G17090)",838279
"82","AT1G19490","AT1G19490","Basic-leucine zipper (bZIP) transcription factor family protein(AT1G19490)",838535
"83","AT4G15290","CSLB5","Cellulose synthase family protein(ATCSLB05)",827195
"84","AT5G09840","AT5G09840","Putative endonuclease or glycosyl hydrolase(AT5G09840)",830844
"85","AT4G12050","AHL26","Putative AT-hook DNA-binding family protein(AT4G12050)",826813
"86","AT5G23030","TET12","tetraspanin12(TET12)",832367
"87","AT1G05990","CML7","EF hand calcium-binding protein family(AT1G05990)",837108
"88","AT4G00905","AT4G00905","NC domain-containing protein-like protein(AT4G00905)",827986
"89","AT4G01890","AT4G01890","Pectin lyase-like superfamily protein(AT4G01890)",828220
"90","AT2G43880","AT2G43880","Pectin lyase-like superfamily protein(AT2G43880)",818992
"91","AT4G14640","CML8","calmodulin 8(CAM8)",827114
"92","AT1G03270","CBSDUF4","CBS domain protein with a domain protein (DUF21)(AT1G03270)",838595
"93","AT2G22630","AGL17","AGAMOUS-like 17(AGL17)",816794
"94","AT4G21150","RPN2","ribophorin II (RPN2) family protein(HAP6)",827863
"95","AT1G17190","GSTU26","glutathione S-transferase tau 26(GSTU26)",838290
"96","AT5G46890","AT5G46890","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT5G46890)",834734
"97","AT2G19530","AT2G19530","transmembrane protein(AT2G19530)",816472
"98","AT2G43600","AT2G43600","Chitinase family protein(AT2G43600)",818962
"99","AT2G47530","AT2G47530","Pollen Ole e 1 allergen and extensin family protein(AT2G47530)",819366
"100","AT1G53680","GSTU28","glutathione S-transferase TAU 28(GSTU28)",841805
"101","AT4G33790","FAR3","Jojoba acyl CoA reductase-related male sterility protein(CER4)",829521
"102","AT2G31540","AT2G31540","GDSL-like Lipase/Acylhydrolase superfamily protein(AT2G31540)",817712
"103","AT2G33240","XI-D","myosin XI D(XID)",817886
"104","AT1G10300","AT1G10300","Nucleolar GTP-binding protein(AT1G10300)",837569
"105","AT2G31310","LBD14","LOB domain-containing protein 14(LBD14)",817689
"106","AT4G00940","DOF4.1","Dof-type zinc finger DNA-binding family protein(AT4G00940)",827952
"107","AT4G30090","AT4G30090","golgin family A protein(AT4G30090)",829132
"108","AT5G57500","AT5G57500","Galactosyltransferase family protein(AT5G57500)",835854
"109","AT1G63520","AT1G63520","hypothetical protein (DUF3527)(AT1G63520)",842657
"110","AT5G27680","RECQSIM","RECQ helicase SIM(RECQSIM)",832830
"111","AT2G18640","GGPP4","geranylgeranyl pyrophosphate synthase 4(GGPS4)",816379
"112","AT1G06330","AT1G06330","Heavy metal transport/detoxification superfamily protein(AT1G06330)",837144
"113","AT4G38140","ATL18","RING/U-box superfamily protein(AT4G38140)",829970
"114","AT2G14960","GH3.1","Auxin-responsive GH3 family protein(GH3.1)",815985
"115","AT4G21140","AT4G21140","copper ion-binding protein(AT4G21140)",827862
"116","AT4G01925","AT4G01925","Cysteine/Histidine-rich C1 domain family protein(AT4G01925)",828202
"117","AT1G27140","GSTU14","glutathione S-transferase tau 14(GSTU14)",839603
"118","AT1G66280","BGLU22","Glycosyl hydrolase superfamily protein(BGLU22)",842945
"119","AT2G24170","TMN10","Endomembrane protein 70 protein family(AT2G24170)",816951
"120","AT3G21240","4CL2","4-coumarate:CoA ligase 2(4CL2)",821678
"121","AT4G26770","CDS3","Phosphatidate cytidylyltransferase family protein(AT4G26770)",828784
"122","AT1G05280","AT1G05280","ERV-F (C)1 provirus ancestral Env polyprotein, putative (DUF604)(AT1G05280)",837026
"123","AT5G59240","RPS8B","Ribosomal protein S8e family protein(AT5G59240)",836042
"124","AT4G02660","AT4G02660","Beige/BEACH and WD40 domain-containing protein(AT4G02660)",828210
"125","AT5G49680","KIP","SABRE-like protein(AT5G49680)",835031
"126","AT3G62360","AT3G62360","Carbohydrate-binding-like fold(AT3G62360)",825409
"127","AT4G37160","sks15","SKU5 similar 15(sks15)",829870
"128","AT5G24880","AT5G24880","chromo domain cec-like protein(AT5G24880)",832557
"129","AT2G37280","ABCG33","pleiotropic drug resistance 5(ABCG33)",818305
"130","AT1G11160","AT1G11160","Transducin/WD40 repeat-like superfamily protein(AT1G11160)",837657
"131","AT4G00440","AT4G00440","GPI-anchored adhesin-like protein, putative (DUF3741)(TRM15)",827901
"132","AT5G04380","AT5G04380","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT5G04380)",830317
"133","AT4G10950","AT4G10950","SGNH hydrolase-type esterase superfamily protein(AT4G10950)",826694
"134","AT3G07490","CML3","ARF-GAP domain 11(AGD11)",819937
"135","AT5G24040","AT5G24040","F-box SKIP23-like protein (DUF295)(AT5G24040)",832469
"136","AT1G72660","DRG2","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT1G72660)",843598
"137","AT3G59730","LECRK56","Concanavalin A-like lectin protein kinase family protein(AT3G59730)",825142
"138","AT4G10560","MEE53","Cysteine/Histidine-rich C1 domain family protein(MEE53)",826648
"139","AT2G35743","AT2G35743","miscRNA(AT2G35743)",7922414
"140","AT2G35345","AT2G35345","hypothetical protein(AT2G35345)",5007933
"141","AT3G04330","AT3G04330","Kunitz family trypsin and protease inhibitor protein(AT3G04330)",819588
"142","AT1G57800","ORTH3","zinc finger (C3HC4-type RING finger) family protein(VIM5)",842155
"143","AT1G17744","AT1G17744","hypothetical protein(AT1G17744)",6240445
"144","AT3G44290","NAC60","NAC domain containing protein 60(NAC060)",823554
"145","AT1G26233","SNOR95","ncRNA(SNOR95)",3766797
"146","AT4G13420","POT5","high affinity K+ transporter 5(HAK5)",826973
"147","AT5G05220","AT5G05220","hypothetical protein(AT5G05220)",830404
"148","AT4G20920","AT4G20920","double-stranded RNA-binding domain (DsRBD)-containing protein(AT4G20920)",827840
"149","AT5G47600","HSP14.7","HSP20-like chaperones superfamily protein(AT5G47600)",834810
"150","AT5G50600","HSD1","hydroxysteroid dehydrogenase 1(HSD1)",835129
"151","AT2G34740","AT2G34740","protein phosphatase 2C family protein(AT2G34740)",818039
"152","AT3G61040","CYP76C7","cytochrome P450, family 76, subfamily C, polypeptide 7(CYP76C7)",825276
"153","AT2G41070","DPBF4","Basic-leucine zipper (bZIP) transcription factor family protein(EEL)",818706
"154","AT2G19320","AT2G19320","hypothetical protein(AT2G19320)",816449
"155","AT1G23070","AT1G23070","organic solute transporter ostalpha protein (DUF300)(AT1G23070)",838915
"156","AT5G24950","CYP71A15","cytochrome P450, family 71, subfamily A, polypeptide 15(CYP71A15)",832565
"157","AT5G55750","AT5G55750","hydroxyproline-rich glycoprotein family protein(AT5G55750)",835669
"158","AT5G47960","RABA4C","RAB GTPase homolog A4C(RABA4C)",834847
"159","AT4G04810","MSRB4","methionine sulfoxide reductase B4(MSRB4)",825818
"160","AT4G24260","KOR3","glycosyl hydrolase 9A3(GH9A3)",828527
"161","AT3G63350","HSFA7B","winged-helix DNA-binding transcription factor family protein(AT-HSFA7B)",825510
"162","AT1G14940","AT1G14940","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G14940)",838059
"163","AT4G24150","GRF8","growth-regulating factor 8(GRF8)",828515
"164","AT1G50930","AT1G50930","Serine/Threonine-kinase(AT1G50930)",841515
"165","AT3G25780","AOC3","allene oxide cyclase 3(AOC3)",822169
"166","AT1G52560","HSP26.5","HSP20-like chaperones superfamily protein(AT1G52560)",841687
"167","AT1G78390","NCED9","nine-cis-epoxycarotenoid dioxygenase 9(NCED9)",844175
"168","AT3G44830","PDAT2","Lecithin:cholesterol acyltransferase family protein(AT3G44830)",823617
"169","AT5G66780","AT5G66780","late embryogenesis abundant protein(AT5G66780)",836811
"170","AT1G25422","AT1G25422","hypothetical protein(AT1G25422)",7922317
"171","AT2G15010","AT2G15010","Plant thionin(AT2G15010)",815990
"172","AT3G25795","AT3G25795","ncRNA(AT3G25795)",6240732
"173","AT1G66235","AT1G66235","no-apical-meristem-associated carboxy-terminal domain protein(AT1G66235)",842939
"174","AT5G44360","AT5G44360","FAD-binding Berberine family protein(AT5G44360)",834462
"175","AT1G30860","AT1G30860","RING/U-box superfamily protein(AT1G30860)",839970
"176","AT2G21820","AT2G21820","seed maturation protein(AT2G21820)",816718
"177","AT5G42290","AT5G42290","transcription activator-like protein(AT5G42290)",834234
"178","AT2G33520","AT2G33520","cysteine-rich/transmembrane domain protein A(AT2G33520)",817917
"179","AT5G65550","UGT91B1","UDP-Glycosyltransferase superfamily protein(AT5G65550)",836681
"180","AT4G09590","NHL22","NDR1/HIN1-like 22(NHL22)",826543
"181","AT1G68240","BHLH109","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT1G68240)",843153
"182","AT4G28520","CRC","cruciferin 3(CRU3)",828970
"183","AT3G01570","AT3G01570","Oleosin family protein(AT3G01570)",821106
"184","AT1G14950","AT1G14950","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G14950)",838060
"185","AT3G51810","EM1","Stress induced protein(EM1)",824344
"186","AT5G18450","DREB2G","Integrase-type DNA-binding superfamily protein(AT5G18450)",831963
"187","AT5G44120","CRA1","RmlC-like cupins superfamily protein(CRA1)",834435
"188","AT3G22500","ATECP31","Seed maturation protein(ATECP31)",821821
"189","AT3G22640","PAP85","cupin family protein(PAP85)",821835
"190","AT1G03106","AT1G03106","hypothetical protein(AT1G03106)",2745740
"191","AT1G05510","AT1G05510","naphthalene 1,2-dioxygenase subunit alpha (DUF1264)(AT1G05510)",837053
"192","AT1G14930","AT1G14930","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G14930)",838058
"193","AT3G19045","AT3G19045","hypothetical protein(AT3G19045)",3768879
"194","AT5G50240","PIMT2","protein-l-isoaspartate methyltransferase 2(PIMT2)",835089
"195","AT4G26780","AR192","Co-chaperone GrpE family protein(AR192)",828785
"196","AT4G29150","IQD25","IQ-domain 25(IQD25)",829036
"197","AT2G14460","AT2G14460","hypothetical protein(AT2G14460)",815934
"198","AT4G25220","RHS15","root hair specific 15(G3Pp2)",828625
"199","AT1G77720","PPK1","putative protein kinase 1(PPK1)",844108
"200","AT2G19490","AT2G19490","recA DNA recombination family protein(RECA2)",816468
"201","AT1G23540","PERK12","Protein kinase superfamily protein(PERK12)",838963
"202","AT1G01520","RVE3","Homeodomain-like superfamily protein(ASG4)",839337
"203","AT4G36600","AT4G36600","Late embryogenesis abundant (LEA) protein(AT4G36600)",829812
"204","AT2G23620","MES1","methyl esterase 1(MES1)",816894
"205","AT5G44780","MORF4","high molecular weight subunit-like glutenin(MORF4)",834507
"206","AT1G74830","MYOB6","myosin-binding protein, putative (Protein of unknown function, DUF593)(AT1G74830)",843822
"207","AT2G33460","RIC1","ROP-interactive CRIB motif-containing protein 1(RIC1)",817911
"208","AT1G63450","RHS8","root hair specific 8(RHS8)",842651
"209","AT1G55290","F6'H2","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT1G55290)",841974
"210","AT3G21180","ACA9","autoinhibited Ca(2+)-ATPase 9(ACA9)",821671
"211","AT3G47400","PME33","Plant invertase/pectin methylesterase inhibitor superfamily(AT3G47400)",823894
"212","AT5G55920","OLI2","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(OLI2)",835690
"213","AT1G64650","AT1G64650","Major facilitator superfamily protein(AT1G64650)",842773
"214","AT5G07350","Tudor1","TUDOR-SN protein 1(Tudor1)",830626
"215","AT4G22930","PYR4","pyrimidin 4(PYR4)",828392
"216","AT5G11230","AT5G11230","Nucleotide-sugar transporter family protein(AT5G11230)",830993
"217","AT1G04050","SUVR1","histone-lysine N-methyltransferase SUVR2-like protein(SUVR1)",839320
"218","AT5G66310","AT5G66310","ATP binding microtubule motor family protein(AT5G66310)",836763
"219","AT3G02780","IPP2","isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase 2(IPP2)",820960
"220","AT3G07070","AT3G07070","Protein kinase superfamily protein(AT3G07070)",819893
"221","AT2G46140","AT2G46140","Late embryogenesis abundant protein(AT2G46140)",819221
"222","AT5G13990","ATEXO70C2","exocyst subunit exo70 family protein C2(EXO70C2)",831247
"223","AT4G22080","RHS14","root hair specific 14(RHS14)",828297
"224","AT5G43230","AT5G43230","EEIG1/EHBP1 protein amino-terminal domain protein(AT5G43230)",834341
"225","AT3G16050","PDX12","pyridoxine biosynthesis 1.2(PDX1.2)",820850
"226","AT5G22410","PER60","root hair specific 18(RHS18)",832302
"227","AT5G57625","AT5G57625","CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein(AT5G57625)",835867
"228","AT2G24980","AT2G24980","Proline-rich extensin-like family protein(EXT6)",817037
"229","AT4G26010","PER44","Peroxidase superfamily protein(AT4G26010)",828707
"230","AT3G49960","PER35","Peroxidase superfamily protein(AT3G49960)",824158
"231","AT5G67400","PER73","root hair specific 19(RHS19)",836876
"232","AT3G25700","AT3G25700","Eukaryotic aspartyl protease family protein(AT3G25700)",822158
"233","AT4G07960","CSLC12","Cellulose-synthase-like C12(CSLC12)",826301
"234","AT1G08340","ROPGAP5","Rho GTPase activating protein with PAK-box/P21-Rho-binding domain-containing protein(AT1G08340)",837354
"235","AT5G23830","AT5G23830","MD-2-related lipid recognition domain-containing protein(AT5G23830)",832448
"236","AT1G53300","TTL1","tetratricopetide-repeat thioredoxin-like 1(TTL1)",841764
"237","AT5G66280","GMD1","GDP-D-mannose 4,6-dehydratase 1(GMD1)",836760
"238","AT3G48660","AT3G48660","transmembrane protein, putative (DUF 3339)(AT3G48660)",824026
"239","AT2G18800","XTH21","xyloglucan endotransglucosylase/hydrolase 21(XTH21)",816395
"240","AT2G46660","CYP78A6","cytochrome P450, family 78, subfamily A, polypeptide 6(CYP78A6)",819278
"241","AT1G68360","AT1G68360","C2H2 and C2HC zinc fingers superfamily protein(AT1G68360)",843165
"242","AT2G45290","TKL-2","Transketolase(AT2G45290)",819137
"243","AT4G34050","CCOAOMT1","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(CCoAOMT1)",829551
"244","AT1G79530","GAPCP1","glyceraldehyde-3-phosphate dehydrogenase of plastid 1(GAPCP-1)",844291
"245","AT2G25240","AT2G25240","Serine protease inhibitor (SERPIN) family protein(CCP3)",817062
"246","AT2G32380","AT2G32380","Transmembrane protein 97, Putative(AT2G32380)",817799
"247","AT1G04520","CRRSP3","plasmodesmata-located protein 2(PDLP2)",839502
"248","AT5G14580","PNP2","polyribonucleotide nucleotidyltransferase(AT5G14580)",831309
"249","AT1G79470","IMPDH","Aldolase-type TIM barrel family protein(AT1G79470)",844285
"250","AT4G15396","CYP702A6","cytochrome P450, family 702, subfamily A, polypeptide 6(CYP702A6)",827207
"251","AT5G16350","AT5G16350","O-acyltransferase (WSD1-like) family protein(AT5G16350)",831496
"252","AT3G55360","ECR","3-oxo-5-alpha-steroid 4-dehydrogenase family protein(CER10)",824702
"253","AT4G27720","AT4G27720","Major facilitator superfamily protein(AT4G27720)",828886
"254","AT1G79860","ROPGEF12","RHO guanyl-nucleotide exchange factor 12(ROPGEF12)",844325
"255","AT1G03240","AT1G03240","hypothetical protein(AT1G03240)",838546
"256","AT1G13740","AFP2","ABI five binding protein 2(AFP2)",837934
"257","AT1G18420","ALMT3","aluminum activated malate transporter family protein(AT1G18420)",838423
"258","AT5G49080","AT5G49080","hypothetical protein(EXT11)",834967
"259","AT5G17920","MS1","Cobalamin-independent synthase family protein(ATMS1)",831660
"260","AT5G57540","XTH13","xyloglucan endotransglucosylase/hydrolase 13(XTH13)",835858
"261","AT1G48930","AtGH9C1","glycosyl hydrolase 9C1(GH9C1)",841315
"262","AT3G23300","AT3G23300","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT3G23300)",821910
"263","AT4G36700","AT4G36700","RmlC-like cupins superfamily protein(AT4G36700)",829823
"264","AT1G67100","LBD40","LOB domain-containing protein 40(LBD40)",843030
"265","AT5G06640","AT5G06640","Proline-rich extensin-like family protein(EXT10)",830552
"266","AT1G06000","UGT89C1","UDP-Glycosyltransferase superfamily protein(AT1G06000)",837109
"267","AT2G27510","FD3","ferredoxin 3(FD3)",817297
"268","AT5G14040","MPT3","phosphate transporter 3;1(PHT3;1)",831252
"269","AT5G56030","HSP90-2","heat shock protein 81-2(HSP81-2)",835701
"270","AT2G31390","AT2G31390","pfkB-like carbohydrate kinase family protein(AT2G31390)",817697
"271","AT3G02230","RGP1","reversibly glycosylated polypeptide 1(RGP1)",821233
"272","AT2G22490","CYCD2-1","Cyclin D2;1(CYCD2;1)",816782
"273","AT3G16470","JAL35","Mannose-binding lectin superfamily protein(JR1)",820895
"274","AT1G62430","CDS1","CDP-diacylglycerol synthase 1(CDS1)",842541
"275","AT4G18030","AT4G18030","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT4G18030)",827528
"276","AT1G53500","RHM2","NAD-dependent epimerase/dehydratase family protein(MUM4)",841785
"277","AT3G19320","AT3G19320","Leucine-rich repeat (LRR) family protein(AT3G19320)",821466
"278","AT1G05620","URH2","uridine-ribohydrolase 2(URH2)",837068
"279","AT3G57010","SSL8","Calcium-dependent phosphotriesterase superfamily protein(AT3G57010)",824868
"280","AT5G65800","ACS5","ACC synthase 5(ACS5)",836709
"281","AT4G21780","AT4G21780","hypothetical protein(AT4G21780)",828266
"282","AT5G15650","RGP2","reversibly glycosylated polypeptide 2(RGP2)",831419
"283","AT3G62830","UXS2","NAD(P)-binding Rossmann-fold superfamily protein(AUD1)",825458
"284","AT1G41830","SKS6","SKU5-similar 6(SKS6)",840792
"285","AT5G65020","ANN2","annexin 2(ANNAT2)",836626
"286","AT5G13930","CHS","Chalcone and stilbene synthase family protein(TT4)",831241
"287","AT1G62710","bVPE","beta vacuolar processing enzyme(BETA-VPE)",842569
"288","AT2G33790","AGP30","arabinogalactan protein 30(AGP30)",817946
"289","AT5G15090","VDAC3","voltage dependent anion channel 3(VDAC3)",831361
"290","AT5G05270","CHI3","Chalcone-flavanone isomerase family protein(CHIL)",830409
"291","AT5G08640","FLS1","flavonol synthase 1(FLS1)",830765
"292","AT5G43400","AT5G43400","plant/protein(AT5G43400)",834358
"293","AT4G29270","AT4G29270","HAD superfamily, subfamily IIIB acid phosphatase(AT4G29270)",829048
"294","AT5G42860","AT5G42860","late embryogenesis abundant protein, group 2(AT5G42860)",834297
"295","AT1G52660","AT1G52660","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT1G52660)",841698
"296","AT2G46860","PPA3","pyrophosphorylase 3(PPa3)",819299
"297","AT1G09780","PGM1","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent(iPGAM1)",837507
"298","AT4G13930","SHM4","serine hydroxymethyltransferase 4(SHM4)",827027
"299","AT3G06630","AT3G06630","protein kinase family protein(AT3G06630)",819842
"300","AT3G03450","RGL2","RGA-like 2(RGL2)",821251
"301","AT4G13000","AT4G13000","AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein(AT4G13000)",826913
"302","AT5G12940","AT5G12940","Leucine-rich repeat (LRR) family protein(AT5G12940)",831134
"303","AT1G16300","GAPCP2","glyceraldehyde-3-phosphate dehydrogenase of plastid 2(GAPCP-2)",838199
"304","AT1G71110","AT1G71110","transmembrane protein(AT1G71110)",843451
"305","AT3G26790","FUS3","AP2/B3-like transcriptional factor family protein(FUS3)",822293
"306","AT4G12130","AT4G12130","Glycine cleavage T-protein family(AT4G12130)",826821
"307","AT4G04870","CLS","cardiolipin synthase(CLS)",825825
"308","AT3G29780","RALFL27","ralf-like 27(RALFL27)",822684
"309","AT3G58200","AT3G58200","TRAF-like family protein(AT3G58200)",824989
"310","AT2G38100","NPF5.5","proton-dependent oligopeptide transport (POT) family protein(AT2G38100)",818388
"311","AT3G61520","AT3G61520","Pentatricopeptide repeat (PPR) superfamily protein(AT3G61520)",825325
"312","AT4G25540","MSH3","homolog of DNA mismatch repair protein MSH3(MSH3)",828659
"313","AT2G03480","QUL2","QUASIMODO2 LIKE 2(QUL2)",814877
"314","AT1G19900","AT1G19900","glyoxal oxidase-related protein(AT1G19900)",838578
"315","AT4G00680","ADF8","actin depolymerizing factor 8(ADF8)",828037
"316","AT1G01750","ADF10","actin depolymerizing factor 11(ADF11)",839281
"317","AT1G62980","EXPA18","expansin A18(EXPA18)",842601
"318","AT2G03720","MRH6","Adenine nucleotide alpha hydrolases-like superfamily protein(MRH6)",814899
"319","AT4G22666","AT4G22666","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT4G22666)",3770028
"320","AT3G25790","AT3G25790","myb-like transcription factor family protein(AT3G25790)",822170
"321","AT4G13390","AT4G13390","Proline-rich extensin-like family protein(EXT12)",826970
